apk,arm,rep,timeout,container,n_records,record_states,state,error_message,execution_time_seconds,c2_floor10,c2_campaign_floor,cov_method,cov_act,cov_mop,mop_unique,total_method_calls,trace_steps,logcat_lines,cov_sig_distinct,viol_lines,viol_distinct,verify_lines,ev_crash,ev_anr,ev_verify_error,ev_other,ev_proc_own,ev_proc_all,ev_first_crash_s,ev_top,fails,sa_methods_reach_mop,sa_activities,sa_activities_reach_mop,sa_complete,apk_json,excluded_in_manifest
app.maskan.chat_90.apk,ape,2,300,gh104_01,1,COMPLETED,COMPLETED,,361,270.0,255,40.5022376926902,100.0,41.777188328912466,34.0,1629.0,286,2381,2189,35,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,ape,3,300,gh104_01,1,COMPLETED,COMPLETED,,360,270.0,255,44.00795624067628,100.0,46.41909814323608,34.0,1770.0,255,5129,3242,67,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,aperv:mop_off_llm_off,1,300,gh104_01,1,COMPLETED,COMPLETED,,358,270.0,255,40.00497265042268,100.0,40.91511936339523,34.0,1609.0,282,6359,2174,120,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,aperv:mop_off_llm_off,2,300,gh104_01,1,COMPLETED,COMPLETED,,361,270.0,255,49.5773247140726,100.0,54.907161803713535,34.0,1994.0,285,5785,3467,66,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,aperv:mop_off_llm_off,3,300,gh104_01,1,COMPLETED,COMPLETED,,364,270.0,255,46.96668324216808,100.0,51.45888594164456,34.0,1889.0,269,4551,2449,67,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,aperv:mop_on_llm_off,1,300,gh104_01,1,COMPLETED,COMPLETED,,363,270.0,255,48.13525609149677,100.0,50.729442970822284,34.0,1936.0,284,6388,3482,92,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,aperv:mop_on_llm_off,2,300,gh104_01,1,COMPLETED,COMPLETED,,363,270.0,255,40.75087021382397,100.0,44.03183023872679,34.0,1639.0,262,6222,2199,120,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.maskan.chat_90.apk,aperv:mop_on_llm_off,3,300,gh104_01,1,COMPLETED,COMPLETED,,358,270.0,255,43.33664843361512,100.0,44.761273209549074,34.0,1743.0,258,7360,3233,117,33,0,0,0,0,0,0,0,,,,1508,2,2,True,ok,False
app.michaelwuensch.bitbanana_79.apk,ape,1,300,gh104_02,1,COMPLETED,COMPLETED,,368,270.0,255,9.648961587943393,28.8135593220339,7.717190388170056,26.0,1050.0,290,5465,3069,54,25,0,0,0,0,0,0,0,,,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,ape,2,300,gh104_02,1,COMPLETED,COMPLETED,,361,270.0,255,9.051644918213563,27.11864406779661,6.792975970425139,26.0,985.0,293,5472,3073,54,25,0,0,0,0,0,0,0,,,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,ape,3,300,gh104_02,1,COMPLETED,COMPLETED,,364,270.0,255,9.648961587943393,22.033898305084744,7.255083179297597,26.0,1050.0,310,8076,3112,78,25,0,0,0,0,0,0,0,,,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,aperv:mop_off_llm_off,1,300,gh104_02,1,COMPLETED,COMPLETED,,369,270.0,255,8.564602095203087,15.254237288135593,6.238447319778189,26.0,932.0,259,5744,2778,51,25,0,0,0,0,0,0,0,,,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,aperv:mop_off_llm_off,2,300,gh104_02,1,COMPLETED,COMPLETED,,367,270.0,255,10.13600441095387,23.728813559322035,8.548983364140481,26.0,1103.0,248,5701,2949,54,25,0,0,0,0,0,0,0,,,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,aperv:mop_off_llm_off,3,300,gh104_02,1,COMPLETED,COMPLETED,,368,270.0,255,10.595478772284507,25.423728813559322,8.364140480591498,26.0,1153.0,262,8180,4500,56,25,0,0,0,0,0,0,0,,,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,aperv:mop_on_llm_off,1,300,gh104_02,1,COMPLETED,COMPLETED,,368,270.0,255,10.420878514978863,32.20338983050847,9.704251386321626,38.0,1134.0,254,6122,3182,75,36,0,1,0,0,0,1,1,196,crash:java.lang.RuntimeException=1,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,aperv:mop_on_llm_off,2,300,gh104_02,1,COMPLETED,COMPLETED,,368,270.0,255,6.487777981988605,18.64406779661017,5.730129390018484,36.0,706.0,100,2918,2470,37,34,0,2,0,0,0,2,2,155,crash:java.lang.RuntimeException=2,,2164,60,43,True,ok,False
app.michaelwuensch.bitbanana_79.apk,aperv:mop_on_llm_off,3,300,gh104_02,1,COMPLETED,COMPLETED,,366,270.0,255,9.74085646020952,33.89830508474576,8.641404805914972,36.0,1060.0,276,10451,3147,118,34,0,2,0,0,0,2,2,114,crash:java.lang.RuntimeException=2,,2164,60,43,True,ok,False
app.pachli_50.apk,ape,1,300,gh104_03,1,COMPLETED,COMPLETED,,374,270.0,255,2.850323332685743,7.4074074074074066,2.415511265164645,16.0,1027.0,283,9598,5563,32,14,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,ape,2,300,gh104_03,1,COMPLETED,COMPLETED,,364,270.0,255,2.850323332685743,7.4074074074074066,2.415511265164645,16.0,1027.0,247,19122,5682,56,14,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,ape,3,300,gh104_03,1,COMPLETED,COMPLETED,,366,270.0,255,2.850323332685743,7.4074074074074066,2.415511265164645,16.0,1027.0,241,5849,5638,16,14,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,aperv:mop_off_llm_off,1,300,gh104_03,1,COMPLETED,COMPLETED,,366,270.0,255,2.8475479448252896,7.4074074074074066,2.415511265164645,16.0,1026.0,267,10045,3858,38,14,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,aperv:mop_off_llm_off,2,300,gh104_03,1,COMPLETED,COMPLETED,,367,270.0,255,2.639393855291277,7.4074074074074066,2.133882149046794,11.0,951.0,239,6579,3112,22,9,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,aperv:mop_off_llm_off,3,300,gh104_03,1,COMPLETED,COMPLETED,,369,270.0,255,2.6144153645471953,7.4074074074074066,2.068890814558059,11.0,942.0,230,7408,4799,22,9,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,aperv:mop_on_llm_off,1,300,gh104_03,1,COMPLETED,COMPLETED,,371,270.0,255,4.060392439843468,22.22222222222222,3.552859618717504,16.0,1463.0,241,9892,6358,27,14,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,aperv:mop_on_llm_off,2,300,gh104_03,1,COMPLETED,COMPLETED,,370,270.0,255,3.988232355471677,22.22222222222222,3.422876949740035,11.0,1437.0,252,11266,6310,22,9,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.pachli_50.apk,aperv:mop_on_llm_off,3,300,gh104_03,1,COMPLETED,COMPLETED,,369,270.0,255,4.310177347284283,22.22222222222222,3.7803292894280762,11.0,1553.0,234,10133,6595,22,9,0,0,0,0,0,0,0,,,,9232,35,31,,ok,False
app.plugbrain.android_154.apk,ape,1,300,gh104_04,1,COMPLETED,COMPLETED,,366,270.0,255,43.87402933563417,75.0,96.92307692307692,0.0,1017.0,224,3879,1906,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,ape,2,300,gh104_04,1,COMPLETED,COMPLETED,,361,270.0,255,44.47799827437446,75.0,96.92307692307692,0.0,1031.0,230,3776,1919,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,ape,3,300,gh104_04,1,COMPLETED,COMPLETED,,361,270.0,255,43.528904227782576,75.0,96.92307692307692,0.0,1009.0,226,4956,1895,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,aperv:mop_off_llm_off,1,300,gh104_04,1,COMPLETED,COMPLETED,,363,270.0,255,43.57204486626402,75.0,96.92307692307692,0.0,1010.0,195,5862,1899,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,aperv:mop_off_llm_off,2,300,gh104_04,1,COMPLETED,COMPLETED,,365,270.0,255,42.83865401207938,75.0,96.92307692307692,0.0,993.0,161,2207,1879,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,aperv:mop_off_llm_off,3,300,gh104_04,1,COMPLETED,COMPLETED,,365,270.0,255,43.097497842968075,75.0,96.92307692307692,0.0,999.0,151,2194,1868,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,aperv:mop_on_llm_off,1,300,gh104_04,1,COMPLETED,COMPLETED,,366,270.0,255,42.88179465056083,75.0,96.92307692307692,0.0,994.0,161,3949,1878,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,aperv:mop_on_llm_off,2,300,gh104_04,1,COMPLETED,COMPLETED,,358,270.0,255,43.70146678170837,75.0,96.92307692307692,0.0,1013.0,186,5602,1902,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.plugbrain.android_154.apk,aperv:mop_on_llm_off,3,300,gh104_04,1,COMPLETED,COMPLETED,,358,270.0,255,43.01121656600518,75.0,96.92307692307692,0.0,997.0,178,3990,1884,0,0,0,0,0,0,0,0,0,,,,130,6,0,True,ok,False
app.pwhs.universalinstaller_24.apk,ape,1,300,gh104_05,1,COMPLETED,COMPLETED,,367,270.0,255,36.99253282980002,84.21052631578947,34.63333333333333,0.0,4310.0,234,11414,7283,0,0,0,2,0,0,0,2,2,255,crash:java.lang.RuntimeException=2,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,ape,2,300,gh104_05,1,COMPLETED,COMPLETED,,362,270.0,255,27.825937687752123,52.63157894736842,25.3,0.0,3242.0,269,10271,5628,0,0,0,0,0,0,0,0,0,,,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,ape,3,300,gh104_05,1,COMPLETED,COMPLETED,,364,270.0,255,29.731353531885674,63.1578947368421,27.46666666666667,0.0,3464.0,264,9926,5875,0,0,0,0,0,0,0,0,0,,,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,aperv:mop_off_llm_off,1,300,gh104_05,1,COMPLETED,COMPLETED,,367,270.0,255,26.916144536949616,57.89473684210527,24.233333333333334,0.0,3136.0,241,12966,5339,0,0,0,0,0,0,0,0,0,,,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,aperv:mop_off_llm_off,2,300,gh104_05,1,COMPLETED,COMPLETED,,366,270.0,255,27.3281263410866,57.89473684210527,24.96666666666667,0.0,3184.0,305,13308,5090,0,0,0,0,0,0,0,0,0,,,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,aperv:mop_off_llm_off,3,300,gh104_05,1,COMPLETED,COMPLETED,,364,270.0,255,32.02300231739765,63.1578947368421,29.2,0.0,3731.0,278,11044,6190,0,0,0,0,0,0,0,0,0,,,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,aperv:mop_on_llm_off,1,300,gh104_05,1,COMPLETED,COMPLETED,,366,270.0,255,30.194833061539782,78.94736842105263,28.299999999999997,0.0,3518.0,200,11749,5762,0,0,0,2,0,0,0,2,2,80,crash:java.lang.RuntimeException=2,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,aperv:mop_on_llm_off,2,300,gh104_05,1,COMPLETED,COMPLETED,,363,270.0,255,28.117758132349152,63.1578947368421,24.516666666666666,0.0,3276.0,150,10689,5989,0,0,0,2,1,0,0,2,3,100,crash:java.lang.RuntimeException=2;anr:com.google.android.apps.nexuslauncher=1,,6000,26,8,,ok,False
app.pwhs.universalinstaller_24.apk,aperv:mop_on_llm_off,3,300,gh104_05,1,COMPLETED,COMPLETED,,360,270.0,255,31.628186421766376,73.68421052631578,29.366666666666667,0.0,3685.0,250,12366,6464,0,0,0,2,0,0,0,2,2,64,crash:java.lang.RuntimeException=2,,6000,26,8,,ok,False
at.techbee.jtx_216000015.apk,ape,1,300,gh104_06,1,COMPLETED,COMPLETED,,380,270.0,255,14.114415278625621,33.33333333333333,11.269656377402445,0.0,3237.0,109,8127,4013,0,0,0,0,1,0,0,1,1,,anr:at.techbee.jtx=1,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,ape,2,300,gh104_06,1,COMPLETED,COMPLETED,,365,270.0,255,18.2044126624226,33.33333333333333,15.608619685497963,7.0,4175.0,219,10293,8393,7,5,0,0,0,0,0,0,0,,,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,ape,3,300,gh104_06,1,COMPLETED,COMPLETED,,376,270.0,255,15.287346298072729,33.33333333333333,12.589788390603765,0.0,3506.0,160,7416,5052,0,0,0,0,1,0,0,1,1,,anr:at.techbee.jtx=1,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,aperv:mop_off_llm_off,1,300,gh104_06,1,COMPLETED,COMPLETED,,372,270.0,255,19.813377518095404,33.33333333333333,16.996699669966997,0.0,4544.0,183,6725,6210,0,0,0,0,0,0,0,0,0,,,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,aperv:mop_off_llm_off,2,300,gh104_06,1,COMPLETED,COMPLETED,,369,270.0,255,18.029999127932328,33.33333333333333,15.162104445738692,0.0,4135.0,213,14097,5763,0,0,0,0,1,0,0,1,1,,anr:at.techbee.jtx=1,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,aperv:mop_off_llm_off,3,300,gh104_06,1,COMPLETED,COMPLETED,,369,270.0,255,19.120083718496556,33.33333333333333,16.724907784896136,0.0,4385.0,205,8372,5469,0,0,0,0,1,0,0,1,1,,anr:at.techbee.jtx=1,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,aperv:mop_on_llm_off,1,300,gh104_06,1,COMPLETED,COMPLETED,,363,270.0,255,18.30906078311677,66.66666666666666,15.492137449039022,0.0,4199.0,152,20428,6025,0,0,0,3,1,0,0,4,4,129,crash:java.lang.RuntimeException=3;anr:at.techbee.jtx=1,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,aperv:mop_on_llm_off,2,300,gh104_06,1,COMPLETED,COMPLETED,,373,270.0,255,18.548879393040902,66.66666666666666,16.07454863133372,0.0,4254.0,215,18745,5877,0,0,0,4,0,0,0,4,4,103,crash:java.lang.RuntimeException=4,,10302,10,6,,ok,False
at.techbee.jtx_216000015.apk,aperv:mop_on_llm_off,3,300,gh104_06,1,COMPLETED,COMPLETED,,371,270.0,255,18.8323013865876,100.0,16.38516792855756,0.0,4319.0,151,10302,6128,0,0,0,1,0,0,0,1,1,156,crash:java.lang.RuntimeException=1,,10302,10,6,,ok,False
be.digitalia.fosdem_2300230.apk,ape,1,300,gh104_07,1,COMPLETED,COMPLETED,,371,270.0,255,30.561633843909554,22.22222222222222,36.42857142857142,7.0,1257.0,191,5553,2879,14,5,0,0,0,0,0,0,0,,,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,ape,2,300,gh104_07,1,COMPLETED,COMPLETED,,361,270.0,255,32.19061512278142,33.33333333333333,38.69047619047619,7.0,1324.0,236,7686,2994,21,5,0,0,0,0,0,0,0,,,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,ape,3,300,gh104_07,1,COMPLETED,COMPLETED,,361,270.0,255,32.4337466569414,33.33333333333333,39.76190476190476,7.0,1334.0,262,4058,3018,7,5,0,0,0,0,0,0,0,,,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,aperv:mop_off_llm_off,1,300,gh104_07,1,COMPLETED,COMPLETED,,366,270.0,255,31.77729151470946,33.33333333333333,37.857142857142854,7.0,1307.0,258,6332,2957,14,5,0,0,0,0,0,0,0,,,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,aperv:mop_off_llm_off,2,300,gh104_07,1,COMPLETED,COMPLETED,,363,270.0,255,32.506686117189396,33.33333333333333,39.166666666666664,7.0,1337.0,298,6229,3010,14,5,0,0,0,0,0,0,0,,,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,aperv:mop_off_llm_off,3,300,gh104_07,1,COMPLETED,COMPLETED,,359,270.0,255,32.4337466569414,33.33333333333333,38.69047619047619,7.0,1334.0,295,6415,3026,14,5,0,0,0,0,0,0,0,,,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,aperv:mop_on_llm_off,1,300,gh104_07,1,COMPLETED,COMPLETED,,362,270.0,255,34.816435691709216,77.77777777777779,40.95238095238095,7.0,1432.0,264,13700,3128,35,5,0,3,0,0,0,3,3,85,crash:java.lang.RuntimeException=3,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,aperv:mop_on_llm_off,2,300,gh104_07,1,COMPLETED,COMPLETED,,366,270.0,255,34.67055677121323,77.77777777777779,40.35714285714286,7.0,1426.0,287,12035,3102,28,5,0,3,0,0,0,3,3,87,crash:java.lang.RuntimeException=3,,840,9,7,,ok,False
be.digitalia.fosdem_2300230.apk,aperv:mop_on_llm_off,3,300,gh104_07,1,COMPLETED,COMPLETED,,365,270.0,255,34.719183078045226,77.77777777777779,40.95238095238095,7.0,1428.0,265,13604,3088,35,5,0,3,0,0,0,3,3,79,crash:java.lang.RuntimeException=3,,840,9,7,,ok,False
br.com.colman.petals_3040000.apk,ape,1,300,gh104_00,1,COMPLETED,COMPLETED,,362,270.0,255,48.89659520807062,100.0,49.50124688279301,0.0,1551.0,295,7933,3025,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,ape,2,300,gh104_00,1,COMPLETED,COMPLETED,,361,270.0,255,57.72383354350568,100.0,59.03990024937655,0.0,1831.0,338,6190,3622,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,ape,3,300,gh104_00,1,COMPLETED,COMPLETED,,361,270.0,255,38.65069356872636,100.0,37.406483790523694,0.0,1226.0,276,3675,2440,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,aperv:mop_off_llm_off,1,300,gh104_00,1,COMPLETED,COMPLETED,,362,270.0,255,42.780580075662044,100.0,42.14463840399002,0.0,1357.0,308,4203,2634,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,aperv:mop_off_llm_off,2,300,gh104_00,1,COMPLETED,COMPLETED,,364,270.0,255,42.780580075662044,100.0,41.64588528678304,0.0,1357.0,348,7757,2637,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,aperv:mop_off_llm_off,3,300,gh104_00,1,COMPLETED,COMPLETED,,359,270.0,255,31.147540983606557,100.0,30.48628428927681,0.0,988.0,264,6755,1810,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,aperv:mop_on_llm_off,1,300,gh104_00,1,COMPLETED,COMPLETED,,364,270.0,255,59.9936948297604,100.0,60.16209476309227,0.0,1903.0,313,8479,3716,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,aperv:mop_on_llm_off,2,300,gh104_00,1,COMPLETED,COMPLETED,,363,270.0,255,26.89155107187894,100.0,25.06234413965087,0.0,853.0,237,4056,1418,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
br.com.colman.petals_3040000.apk,aperv:mop_on_llm_off,3,300,gh104_00,1,COMPLETED,COMPLETED,,363,270.0,255,48.61286254728878,100.0,50.062344139650875,0.0,1542.0,321,12883,3181,0,0,0,0,0,0,0,0,0,,,,1604,4,2,True,ok,False
cc.sovellus.vrcaa_300007.apk,ape,1,300,gh104_01,1,COMPLETED,COMPLETED,,361,270.0,255,2.011780004589612,40.0,2.4200913242009134,7.0,263.0,250,7605,4506,14,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,ape,2,300,gh104_01,1,COMPLETED,COMPLETED,,363,270.0,255,2.011780004589612,40.0,2.4200913242009134,7.0,263.0,280,8664,3170,14,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,ape,3,300,gh104_01,1,COMPLETED,COMPLETED,,361,270.0,255,2.103572248145032,40.0,2.5342465753424657,7.0,275.0,294,7966,3127,14,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,aperv:mop_off_llm_off,1,300,gh104_01,1,COMPLETED,COMPLETED,,359,270.0,255,2.011780004589612,40.0,2.4200913242009134,7.0,263.0,258,13196,4650,21,5,0,0,1,0,0,1,1,,anr:cc.sovellus.vrcaa.dev=1,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,aperv:mop_off_llm_off,2,300,gh104_01,1,COMPLETED,COMPLETED,,364,270.0,255,1.9658838828119023,40.0,2.214611872146119,7.0,257.0,279,8144,4128,14,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,aperv:mop_off_llm_off,3,300,gh104_01,1,COMPLETED,COMPLETED,,365,270.0,255,2.0194293582192304,40.0,2.4200913242009134,7.0,264.0,290,6193,4488,7,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,aperv:mop_on_llm_off,1,300,gh104_01,1,COMPLETED,COMPLETED,,364,270.0,255,2.3712996251816723,60.0,2.8310502283105023,7.0,310.0,303,5597,3012,7,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,aperv:mop_on_llm_off,2,300,gh104_01,1,COMPLETED,COMPLETED,,367,270.0,255,2.4477931614778554,60.0,2.990867579908676,7.0,320.0,271,11524,4421,21,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
cc.sovellus.vrcaa_300007.apk,aperv:mop_on_llm_off,3,300,gh104_01,1,COMPLETED,COMPLETED,,365,270.0,255,2.3712996251816723,60.0,2.922374429223744,7.0,310.0,288,6724,3992,7,5,0,0,0,0,0,0,0,,,,4380,11,6,,ok,False
ch.joshuah.bibleverseapp_8.apk,ape,1,300,gh104_02,2,ERROR/COMPLETED,COMPLETED,,355,270.0,255,60.05917159763313,100.0,68.18181818181817,7,203,259,2304,1504,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
ch.joshuah.bibleverseapp_8.apk,ape,2,300,gh104_02,1,COMPLETED,COMPLETED,,365,270.0,255,61.53846153846154,100.0,70.45454545454545,7.0,208.0,238,3420,1516,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
ch.joshuah.bibleverseapp_8.apk,ape,3,300,gh104_02,1,COMPLETED,COMPLETED,,362,270.0,255,61.53846153846154,100.0,70.45454545454545,7.0,208.0,290,3187,1530,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
ch.joshuah.bibleverseapp_8.apk,aperv:mop_off_llm_off,1,300,gh104_02,1,COMPLETED,COMPLETED,,367,270.0,255,61.53846153846154,100.0,70.45454545454545,7.0,208.0,331,3585,1533,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
ch.joshuah.bibleverseapp_8.apk,aperv:mop_off_llm_off,2,300,gh104_02,1,COMPLETED,COMPLETED,,363,270.0,255,61.53846153846154,100.0,70.45454545454545,7.0,208.0,316,2631,1557,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
ch.joshuah.bibleverseapp_8.apk,aperv:mop_off_llm_off,3,300,gh104_02,1,COMPLETED,COMPLETED,,361,270.0,255,61.53846153846154,100.0,70.45454545454545,7.0,208.0,326,3023,1538,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
ch.joshuah.bibleverseapp_8.apk,aperv:mop_on_llm_off,1,300,gh104_02,1,COMPLETED,COMPLETED,,364,270.0,255,60.05917159763313,100.0,68.18181818181817,7.0,203.0,333,3531,1502,14,5,0,0,0,0,0,0,0,,,,44,1,0,True,ok,False
