apk,dex_files,wrappers,arity_pairs,arity_wrappers,arity_call_sites,arity_inline_hooks,arity_detail,subtype_unwoven,subtype_targets,subtype_detail,before_hooks,branch_target_hooks,branch_detail,keystore_entry_calls,keystore_entry_woven,error
ch.joshuah.bibleverseapp_8.apk,11,135,13,8,2,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:2|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0,2,1,Ljava/security/PublicKey;.getEncoded:()[B:2,9,0,,0,0,
ch.rmy.android.http_shortcuts_1104060001.apk,32,135,13,8,8,0,javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:4|javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:4|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0,18,4,Ljava/security/PublicKey;.getEncoded:()[B:8|Ljavax/crypto/SecretKey;.getEncoded:()[B:6|Ljava/security/PrivateKey;.getEncoded:()[B:3|Ljavax/crypto/spec/SecretKeySpec;.getEncoded:()[B:1,54,5,SignatureSpec_i4Event:3|KeyManagerFactorySpec_initEvent:1|SignatureSpec_updateEvent:1,1,0,
co.epitre.aelf_lectures_86.apk,16,135,13,8,4,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:3|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0,5,2,Ljava/security/PublicKey;.getEncoded:()[B:3|Ljava/security/PrivateKey;.getEncoded:()[B:2,17,0,,0,0,
com.a4a.g8invoicing_50.apk,22,135,13,8,1,0,java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:1|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0|javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:0,3,2,Ljavax/crypto/SecretKey;.getEncoded:()[B:2|Ljava/security/PublicKey;.getEncoded:()[B:1,80,3,IvChainJunctionSpec_useEvent+CipherSpec_i2Event:2|IvChainJunctionSpec_useRandomSpecEvent+IvChainJunctionSpec_useEvent+CipherSpec_i2Event:1,0,0,
com.absinthe.libchecker_2671.apk,21,135,13,8,1,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0,3,2,Ljava/security/PublicKey;.getEncoded:()[B:2|Ljavax/crypto/SecretKey;.getEncoded:()[B:1,73,0,,0,0,
com.afkanerd.deku_83.apk,3,135,13,8,7,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:5|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:2|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0,1,1,Ljavax/crypto/spec/SecretKeySpec;.getEncoded:()[B:1,77,5,SignatureSpec_i4Event:3|CipherSpec_i2Event:1|SignatureSpec_updateEvent:1,4,0,
com.antony.muzei.pixiv_327.apk,2,135,13,8,2,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:2|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0,0,0,,5,0,,0,0,
com.apps.adrcotfas.goodtime_348.apk,20,135,13,8,0,0,java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0|javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:0,0,0,,7,0,,0,0,
com.arslan.shizuwall_40.apk,16,135,13,8,8,0,javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:3|javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:2|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:1|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:1|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:1|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0,123,7,Ljava/security/PublicKey;.getEncoded:()[B:61|Ljavax/crypto/SecretKey;.getEncoded:()[B:31|Ljava/security/PrivateKey;.getEncoded:()[B:22|Ljava/security/interfaces/ECPublicKey;.getEncoded:()[B:4|Ljava/security/interfaces/ECPrivateKey;.getEncoded:()[B:2|Ljavax/crypto/spec/SecretKeySpec;.getEncoded:()[B:2|Ljavax/crypto/interfaces/PBEKey;.getEncoded:()[B:1,362,31,SecureRandomSpec_next2Event:13|SignatureSpec_i1Event:5|IvChainJunctionSpec_useEvent+CipherSpec_i2Event:3|KeyGeneratorSpec_initRandomSizeEvent:3|SignatureSpec_i4Event:3|CipherSpec_i2Event:2|KeyManagerFactorySpec_initEvent:1|SignatureSpec_updateEvent:1,1,0,
com.beemdevelopment.aegis_81.apk,20,135,13,8,3,0,java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:1|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:1|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:1|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0|javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:0,57,7,Ljava/security/PublicKey;.getEncoded:()[B:28|Ljavax/crypto/SecretKey;.getEncoded:()[B:16|Ljava/security/PrivateKey;.getEncoded:()[B:8|Ljava/security/interfaces/ECPublicKey;.getEncoded:()[B:2|Ljava/security/interfaces/ECPrivateKey;.getEncoded:()[B:1|Ljavax/crypto/interfaces/PBEKey;.getEncoded:()[B:1|Ljavax/crypto/spec/SecretKeySpec;.getEncoded:()[B:1,240,19,SecureRandomSpec_next2Event:13|SignatureSpec_i1Event:4|CipherSpec_i2Event:1|IvChainJunctionSpec_useEvent+CipherSpec_i2Event:1,0,0,
com.blacksquircle.ui_10028.apk,29,135,13,8,5,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:2|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:1|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:1|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:1|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0,62,7,Ljava/security/PublicKey;.getEncoded:()[B:34|Ljavax/crypto/SecretKey;.getEncoded:()[B:14|Ljava/security/PrivateKey;.getEncoded:()[B:9|Ljava/security/interfaces/ECPublicKey;.getEncoded:()[B:2|Ljava/security/interfaces/ECPrivateKey;.getEncoded:()[B:1|Ljavax/crypto/interfaces/PBEKey;.getEncoded:()[B:1|Ljavax/crypto/spec/SecretKeySpec;.getEncoded:()[B:1,262,22,SecureRandomSpec_next2Event:13|SignatureSpec_i1Event:4|CipherSpec_i2Event:3|IvChainJunctionSpec_useEvent+CipherSpec_i2Event:1|SignatureSpec_updateEvent:1,0,0,
com.celzero.bravedns_619.apk,20,135,13,8,1,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0,2,1,Ljava/security/PublicKey;.getEncoded:()[B:2,75,0,,0,0,
com.cointrend_10304.apk,11,135,13,8,1,0,javax_net_ssl_TrustManagerFactory_getInstance>TrustManagerFactorySpec_g2Event:1|java_security_SecureRandom_getInstance>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_1>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_2>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_3>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_4>SecureRandomSpec_g5Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g2Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g4Event:0|java_security_SecureRandom_getInstance_5>SecureRandomSpec_g5Event:0|javax_net_ssl_KeyManagerFactory_getInstance>KeyManagerFactorySpec_g2Event:0,2,1,Ljava/security/PublicKey;.getEncoded:()[B:2,7,0,,0,0,
