id,cls,method,spec,code,category,mechanism,root,provenance,evidence,version,confidence,notes,group
60,org.conscrypt.SSLParametersImpl,createDefaultX509KeyManager,KeyManagerFactorySpec,KEYMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_keystore,,"kmf.init(null, null) com literais null dentro do Conscrypt empacotado: o key manager padrão, sem chaves, criado quando SSLContext.init recebe KeyManager[] null.","jca_android/KeyManagerFactorySpec.mop:121-130 ; jca_android/KeyStoreSpec.mop:196 ; rvsec-core PredicateStore.java:343-345 ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:532-541 ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:122-133 (construtor, kms == null) ; conscrypt-android-2.5.3/org/conscrypt/OpenSSLContextImpl.java:103-107 ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:196-204 (getDefault) ; app.pachli_50.apk/app/src/main/java/app/pachli/PachliApplication.kt:89","org.conscrypt:conscrypt-android:2.5.3 (pachli, http_shortcuts) | 2.5.0 (etesync; trecho idêntico)",alta,"Os três apps instalam o Conscrypt como provedor 1 (PachliApplication.kt:89, http_shortcuts Application.kt:41, etesync cert4android CustomCertService.kt:61), então SSLContext.getInstance(""TLS"") devolve OpenSSLContextImpl e todo init(null, …) — Platform.newSslSocketFactory (id 15), etesync HttpClient.kt:233, http_shortcuts HttpClientFactory.kt:211 sem certificado de cliente — ou SSLParametersImpl.getDefault() cai aqui. O argumento é null seja qual for o chamador; o resultado é cacheado estaticamente.",G1
61,org.conscrypt.SSLParametersImpl,createDefaultX509TrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_truststore,,"tmf.init((KeyStore) null) com literal null dentro do Conscrypt empacotado: o trust store padrão do sistema, pedido quando TrustManager[] é null ou via Conscrypt.getDefaultX509TrustManager().","jca_android/TrustManagerFactorySpec.mop:146-155 ; jca_android/KeyStoreSpec.mop:196 (único produtor de GENERATED_KEY_STORE) ; rvsec-core PredicateStore.java:343-345 ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:601-615 ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:139-144 (construtor, tms == null) ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:196-204 (getDefault, usado por OpenSSLSocketFactoryImpl.java:48) ; conscrypt-android-2.5.3/org/conscrypt/Conscrypt.java:211-213 ; ch.rmy.android.http_shortcuts_1104060001.apk/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/utils/SSLUtil.kt:17-19",org.conscrypt:conscrypt-android:2.5.3 (http_shortcuts) | 2.5.0 (etesync; trecho idêntico),alta,"http_shortcuts chama Conscrypt.getDefaultX509TrustManager() explicitamente para HostVerificationConfig.Default; no etesync o chamador exato não foi fixado (candidatos: SSLParametersImpl.getDefault() por uma fábrica de sockets padrão, ou init com tms null), mas o argumento lido é o literal null em qualquer caminho. pachli não tem este site porque sempre passa TrustManager[] não nulo.",G1
19,at.bitfire.cert4android.CertUtils,getTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_truststore,,O KeyStore é null: CustomCertManager chama CertUtils.getTrustManager(null) para obter o TrustManager do sistema (trustSystemCerts=true por padrão).,"jca_android/TrustManagerFactorySpec.mop:147-154 ; jca_android/KeyStoreSpec.mop:96-99,194-196 (load → @match ensure GENERATED_KEY_STORE) ; com.etesync.syncadapter_20700.apk/cert4android/src/main/java/at/bitfire/cert4android/CertUtils.kt:20-23 ; com.etesync.syncadapter_20700.apk/cert4android/src/main/java/at/bitfire/cert4android/CustomCertManager.kt:73-74 ; com.etesync.syncadapter_20700.apk/app/src/main/java/com/etesync/syncadapter/HttpClient.kt:108-109",app@HEAD,alta,"O outro chamador, CustomCertService.onCreate (CustomCertService.kt:75-103), passa trustedKeyStore carregado com KeyStore.getInstance(getDefaultType)+load observados, que deve ler SATISFIED; o ErrorCollector deduplica por (local, mensagem), então as linhas vêm do caminho null. __LOC reporta :22 para o init da linha 23 (o g2/init de ORDER aparece na mesma linha).",G2
20,ch.rmy.android.http_shortcuts.http.HttpClientFactory,configureTLS,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,"keyManagers é null quando o atalho não tem certificado cliente (clientCertParams null); com Alias é um ClientCertKeyManager sobre KeyChain (framework) e com File é o array devolvido por KeyManagerFactory.getKeyManagers, que seria creditado.","jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; ch.rmy.android.http_shortcuts_1104060001.apk/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/http/HttpClientFactory.kt:210-211 ; ch.rmy.android.http_shortcuts_1104060001.apk/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/utils/SSLUtil.kt:24-44",app@HEAD,alta,,G2
20,ch.rmy.android.http_shortcuts.http.HttpClientFactory,configureTLS,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,copy_loses_identity,,"No caminho Default o TrustManager é Conscrypt.getDefaultX509TrustManager() — o primeiro X509TrustManager extraído do array de um TrustManagerFactory iniciado com KeyStore null dentro do Conscrypt empacotado — e o app o recoloca num array novo com arrayOf, então a identidade do array creditado se perde.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; ch.rmy.android.http_shortcuts_1104060001.apk/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/http/HttpClientFactory.kt:207-211 ; ch.rmy.android.http_shortcuts_1104060001.apk/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/utils/SSLUtil.kt:17-22 ; conscrypt-android-2.5.3/org/conscrypt/Conscrypt.java:211-213 ; conscrypt-android-2.5.3/org/conscrypt/SSLParametersImpl.java:591-610",app@HEAD ; org.conscrypt:conscrypt-android:2.5.3,média,"A configuração insegura existe e é alcançável só por opt-in do usuário por atalho: SecurityPolicy.AcceptAll → HostVerificationConfig.TrustAll → UnsafeTrustManager() que aceita tudo, com hostnameVerifier{true} (Shortcut.kt:203-207, SSLUtil.kt:21, UnsafeTrustManager.kt:19-22, HttpClientFactory.kt:215-221); FingerprintOnly fixa a impressão digital SHA-256/SHA-1 do certificado folha. As 23 execuções com a linha coincidem exatamente com as 23 execuções em que org.conscrypt.SSLParametersImpl.createDefaultX509TrustManager aparece, e esse método só é alcançado aqui por Conscrypt.getDefaultX509TrustManager (caminho Default); um atalho TrustAll na mesma execução ficaria escondido pela deduplicação.",G2
20,ch.rmy.android.http_shortcuts.http.HttpClientFactory,configureTLS,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,"O SecureRandom é null, o que pede ao provedor o gerador padrão da plataforma.","jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; ch.rmy.android.http_shortcuts_1104060001.apk/HTTPShortcuts/app/src/main/kotlin/ch/rmy/android/http_shortcuts/http/HttpClientFactory.kt:211",app@HEAD,alta,,G2
28,com.etesync.syncadapter.HttpClient$Builder,build,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,"O KeyManager[] é null porque certificateAlias nunca é atribuído, portanto não há autenticação por certificado cliente.","jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; com.etesync.syncadapter_20700.apk/app/src/main/java/com/etesync/syncadapter/HttpClient.kt:70,192-236",app@HEAD,alta,"keyManager nunca é não-nulo: certificateAlias é declarado (HttpClient.kt:70) e nunca atribuído. CustomCertManager valida: delega ao TrustManager do sistema (salvo se o usuário marcar ""distrust system certs"") e, se falhar, consulta o CustomCertService, que aceita só certificados já confiados ou aprovados pelo usuário via notificação/atividade (CustomCertService.kt:214-260); o HostnameVerifier embrulha o OkHostnameVerifier e só aceita nome divergente para certificado aprovado pelo usuário (CustomCertManager.kt:216-242).",G2
28,com.etesync.syncadapter.HttpClient$Builder,build,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,custom_validating_trust_manager,,"O array é criado pelo app (arrayOf) em volta de um CustomCertManager do cert4android, que valida pela cadeia do sistema e recorre à decisão explícita do usuário; nenhum TrustManagerFactory produz esse array.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; com.etesync.syncadapter_20700.apk/app/src/main/java/com/etesync/syncadapter/HttpClient.kt:108-109,183-187,233-236 ; com.etesync.syncadapter_20700.apk/cert4android/src/main/java/at/bitfire/cert4android/CustomCertManager.kt:73-74,142-203",app@HEAD,alta,"keyManager nunca é não-nulo: certificateAlias é declarado (HttpClient.kt:70) e nunca atribuído. CustomCertManager valida: delega ao TrustManager do sistema (salvo se o usuário marcar ""distrust system certs"") e, se falhar, consulta o CustomCertService, que aceita só certificados já confiados ou aprovados pelo usuário via notificação/atividade (CustomCertService.kt:214-260); o HostnameVerifier embrulha o OkHostnameVerifier e só aceita nome divergente para certificado aprovado pelo usuário (CustomCertManager.kt:216-242).",G2
28,com.etesync.syncadapter.HttpClient$Builder,build,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,"O SecureRandom é null, o que pede o gerador padrão do provedor.","jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; com.etesync.syncadapter_20700.apk/app/src/main/java/com/etesync/syncadapter/HttpClient.kt:236",app@HEAD,alta,,G2
33,com.ivanovsky.passnotes.data.repository.file.webdav.HttpClientFactory,createHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: não há autenticação por certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; com.ivanovsky.passnotes_11700.apk/app/src/main/kotlin/com/ivanovsky/passnotes/data/repository/file/webdav/HttpClientFactory.kt:38",app@HEAD,alta,"Opt-in duplo: só em build DEBUG (BuildConfig.DEBUG) e só se o usuário marcar ""ignorar validação SSL"" na tela de login WebDAV (ServerLoginViewModel.kt:148-151,329-331 → WebDavNetworkLayer.kt:51-57 → HttpClientFactory.kt:27). O APK do corpus executou o ramo, logo é build debug e a exploração marcou a caixa (1 linha). O SecureRandom é new SecureRandom(), observado — por isso não há NOBS-02.",G2
33,com.ivanovsky.passnotes.data.repository.file.webdav.HttpClientFactory,createHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-01,MISUSE,trust_all_manager,,"O array contém um X509TrustManager anônimo cujos checkServerTrusted/checkClientTrusted são vazios, e o cliente ainda recebe hostnameVerifier que devolve true.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; com.ivanovsky.passnotes_11700.apk/app/src/main/kotlin/com/ivanovsky/passnotes/data/repository/file/webdav/HttpClientFactory.kt:36-41,48-67 ; com.ivanovsky.passnotes_11700.apk/app/src/main/kotlin/com/ivanovsky/passnotes/data/repository/file/webdav/WebDavNetworkLayer.kt:51-57 ; com.ivanovsky.passnotes_11700.apk/app/src/main/kotlin/com/ivanovsky/passnotes/presentation/serverLogin/ServerLoginViewModel.kt:148-151,329-331",app@HEAD,alta,"Opt-in duplo: só em build DEBUG (BuildConfig.DEBUG) e só se o usuário marcar ""ignorar validação SSL"" na tela de login WebDAV (ServerLoginViewModel.kt:148-151,329-331 → WebDavNetworkLayer.kt:51-57 → HttpClientFactory.kt:27). O APK do corpus executou o ramo, logo é build debug e a exploração marcou a caixa (1 linha). O SecureRandom é new SecureRandom(), observado — por isso não há NOBS-02.",G2
35,com.matedroid.di.TeslamateApiFactory,configureInsecureTls,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: sem certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; com.matedroid_178120864.apk/app/src/main/java/com/matedroid/di/NetworkModule.kt:216",app@HEAD,alta,"Gated por configuração do usuário ""aceitar certificados inválidos"" (padrão false, SettingsViewModel.kt:42,163; NetworkModule.kt:126,200-202). SecureRandom() observado — sem NOBS-02.",G2
35,com.matedroid.di.TeslamateApiFactory,configureInsecureTls,SSLContextSpec,SSLCONTEXT-NOBS-01,MISUSE,trust_all_manager,,"trustAllCerts é um array literal com um X509TrustManager de métodos vazios, combinado com hostnameVerifier que aceita qualquer nome.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; com.matedroid_178120864.apk/app/src/main/java/com/matedroid/di/NetworkModule.kt:200-202,208-219 ; com.matedroid_178120864.apk/app/src/main/java/com/matedroid/ui/screens/settings/SettingsViewModel.kt:42,163",app@HEAD,alta,"Gated por configuração do usuário ""aceitar certificados inválidos"" (padrão false, SettingsViewModel.kt:42,163; NetworkModule.kt:126,200-202). SecureRandom() observado — sem NOBS-02.",G2
41,com.nononsenseapps.jsonfeed.OkHttpBuilderExtensionsKt,trustAllCerts,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: sem certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; com.nononsenseapps.feeder.play_4025.apk/app/src/main/java/com/nononsenseapps/jsonfeed/OkHttpBuilderExtensions.kt:32",app@HEAD,alta,"Sem opt-in: cachingHttpClient tem trustAllCerts=true por padrão e o singleton OkHttpClient do app (FeederApplication.kt:117-123) o chama sem passar o parâmetro, então todo o tráfego de feeds (e o cliente de imagens derivado por newBuilder) aceita qualquer certificado e qualquer hostname em uso normal.",G2
