id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
GAMA-MDG-05,MessageDigestSpec allow-list vs historico,diagnostico,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,aviso de realinhamento de oraculo (protocolo S3.10),5891 of 6048 historical UnsafeAlgorithm lines are MD5/SHA-1 (output K); the api30 rule admits both (MessageDigest.cryptsl:63); mdg_b executed: MD5 clean in the current artifact,any future-campaign drop in MDG UnsafeAlgorithm is oracle change (availability profile) not repair - must never be read as improvement,none - both artifacts and rule measured,none,prevents misreading a future delta,n/a,0.97
GAMA-KPG-01,KeyPairGeneratorSpec validate(int) / init1+initError conditions,toolchain_android,FEN-D-KPG-NPE,FAIL,INCORRETA,NPE lancado no codigo tecido quando initialize(int) e o primeiro evento,spec field 'String algorithm;' uninitialized (KeyPairGeneratorSpec.mop:26); validate(int) does switch(algorithm) (mop:29); harness kpg_c: init1Event and initErrorEvent on an unseen generator BOTH throw java.lang.NullPointerException out of the static event method (gama_harness_output.txt:46-47) - under weaving this propagates into the app at KeyPairGenerator.initialize(int) => crash,"executed 3x deterministic; reachable via the (String,Provider) creation route (GAMA-KPG-02) or any unseen creation; jca-inherited (twin has the same field); unregistered (searched switch/null/uninitial in data/gh101: 0 hits)",checked whether the generated wrapper catches Throwable: it does not (artifact :441-456 and dispatch :1039-1045),harness != woven app: under weaving the advice call frame differs but the exception path is the same javac semantics,app crash (worse than FP/FN); silences all subsequent evidence from the process,critica,0.92
GAMA-KPG-02,KeyPairGeneratorSpec Gets vs rule g2: getInstance(alg _),captura,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA,overload (String Provider) conformante invisivel,"android-30 declares KeyPairGenerator.getInstance(String Provider) (javap from bytes); rule g2 getInstance(alg _) covers it (KeyPairGenerator.cryptsl:19); spec g2 is (String,String) only and g1/g3 are 1-arg => no event; the initialize(int) that follows is the NPE of GAMA-KPG-01; initialize(AlgorithmParameterSpec) that follows is a first-event fail",the Cipher-repaired capture class (divergence b532e439f79a) unrepaired here with a crash consequence; unregistered (searched Provider in data/gh101: 0 hits),matcher half is Beta's lane (named); the member absence is measured from class bytes,none material,crash (via KPG-01) or FP displaced records on conformant traces,critica,0.9
GAMA-KPG-03,KeyPairGeneratorSpec / H2 ambas as formas,diagnostico,FEN-C-PAIRING-IMEDIATO,FAIL,INCORRETA,pareamento imediato e retardado executados na classe nomeada por H2,immediate: kpg_a g3(EC)+init1(256) => UnsafeAlgorithm + InvalidSeq same call (init1[0]=4); delayed: kpg_b init1(1024) => InvalidKeySize alone (initError loops 2->2) then gen => InvalidSeq at the gen site (gen[2]=4) - specific and spurious on different calls; historical: 7/7 KPG cells carry both categories 100% pairing (output F H); jca twin had initError absent from the ere (register 151e53aa8e1f) = same-call form during the campaign,H2 closure for KPG: refuted in both forms on the current artifact; the gh101 initError repair converted the immediate pairing into the delayed one - it did not remove it,kpg_d conformant control: specific alone + clean gen/match,harness != woven app; historical attribution deferred (16 lines fully dumped output H),FP (1 spurious InvalidSeq per violating lifecycle at the gen site),critica,0.95
GAMA-KPG-04,KeyPairGeneratorSpec @fail sem __RESET + flags obsoletos,toolchain_android,FEN-A-STALE-FLAGS,FAIL,INCORRETA,estado fail absorvente re-acusa cada evento + re-disparo por flag obsoleto em evento suprimido,no __RESET in @fail (mop:137-140); fail state absorbing (all tables index4=4); kpg_b: second gen => third InvalidSeq at a new site; kpg_a: suppressed initError (validate(256) true) still re-fired the fail handler at its own __LOC because Prop_1_event_initError returns false BEFORE flag update (artifact :441-456) and the dispatch checks the stale Category_fail unconditionally (artifact :1039-1045),batch A GAMA-SET-08 stale-flags first instantiated with a real extra record; in production the merged advice's two monitorCalls share one __LOC so in-advice re-fires dedupe away but every later distinct-site event re-accuses,in specs with __RESET the cascade re-arms from start instead - both shapes measured this round,harness lines simulate distinct app sites,FP (unbounded: one InvalidSeq per distinct site touched after any fail),major,0.92
GAMA-KPG-05,KeyPairGeneratorSpec init2 vs CONSTRAINTS keySize,bindings_clausulas,FEN-B-DELAYED,FAIL,OMITIDA,ramo violador ausente para initialize(int SecureRandom),initError pointcut covers initialize(int) only (mop:113-120); kpg_f: init2(1024 rnd) => 0 records (suppressed no channel) then gen => displaced InvalidSeq only - the InvalidKeySize channel does not exist for the 2-arg overload the rule's i4 covers,unregistered: layer-2 register 151e53aa8e1f names only initialize(int); searched init2+initError rows: 0 hits,the rule states keySize constraints over the aggregate Inits,harness != woven app,FN (specific channel) + FP (displaced generic),major,0.9
GAMA-KPG-06,KeyPairGeneratorSpec gen pointcut disjuntivo,toolchain_android,FEN-D-FIRST-DISJUNCT,FAIL,INCORRETA,' || call(' no pointcut gen - primeira ocorrencia desde o sweep,KeyPairGeneratorSpecMonitorAspect.aj:77 '(call(public KeyPair KeyPairGenerator.generateKeyPair()) || call(public KeyPair KeyPairGenerator.genKeyPair()))'; round-manifest register: dexlib2 WrapperEmitter.findFirstCall keeps only the first call() disjunct (WrapperEmitter.java:507-524) => genKeyPair() sites unwoven under the canonical variant; android-30 declares both members (javap),batch C first-call-disjunct sweep was clean; batch D has the set's instance; under ajc both disjuncts match - variant-divergent observability (dimension 7),"dexlib2 weave not executed (Beta lane, named pendency G10-KPG-2)","claim rests on the round-manifest register + descriptor text, not on an executed dexlib2 weave",FN under dexlib2 (genKeyPair invisible; monitor never completes; delayed accusations),major,0.8
GAMA-KPG-07,KeyPairGeneratorSpec preparedDH read + generatedKeypair writer,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,leituras/escritas reparadas verificadas + aresta terminal conforme registro,kpg_d: DH + unmarked params => exactly one UnsatisfiedConstraint (registered 7a1c46677ac2/41d4aac445c7); gen => GENERATED_KEY_PAIR(realPair)=true + accepting; kpg_b: write withdrawn by @fail remove after gen-fail; predicate_omissions GENERATED_KEY_PAIR row (two writers zero readers deliberate) verified accurate - the downstream composition rides GENERATED_PRIVATE/PUBLIC_KEY as registered,the KPG->KeyPairSpec generatedKeypair edge is terminal by registered design; end-to-end the pair flow is accused by KeyPairSpec (batch B KPR-01) not by this writer,searched for an unregistered reader: none,batch B KPR REPROVADA context bounds the edge's value,reduces FN on DH param clause,n/a,0.9
GAMA-SRD-01,SecureRandomSpec fsm end-state vs ORDER Ins Seeds? Ends*,linguagem_formal,FEN-D-SRD-NEXTBYTES,FAIL,INCORRETA,linha next2 ausente do estado end: segundo nextBytes conformante = violacao,"spec fsm end block omits next2 (SecureRandomSpec.mop:169-177); effective table next2={4,1,3,4,4} - end(3)->4=fail while all sibling consuming events loop end->end (artifact :400-407); harness srd_a: c1 nextBytes nextBytes nextBytes => 2 false InvalidSeq (calls 2 and 3; __RESET re-arms from start where next2[0]=4); control srd_a2: nextInt x3 => 0 records; rule ORDER admits Ends* (SecureRandom.cryptsl:57)",the most common SecureRandom call pattern (repeated nextBytes) is a permanent FP generator; jca-INHERITED (jca twin end block :155-162 also omits next2); unregistered (searched next2/nextBytes in data/gh101: inventory rows only),language verdict issued over the effective automaton (D-piloto-3); minimal separating trace: c1 nB nB,harness != woven app (G10-SRD-1 replay named),FP (one InvalidSeq per nextBytes call from the second onward per object modulo site dedupe),critica,0.97
GAMA-SRD-02,SecureRandomSpec / historico 12400 linhas,diagnostico,FEN-D-SRD-NEXTBYTES,INCONCLUSIVE,INCONCLUSIVA,hipotese H-SRD-1: a massa historica e o FP de SRD-01,12400 lines 100% InvalidSequenceOfMethodCalls 100% unknown over 53 sites 43 APKs; site profile (output G I) dominated by nextBytes wrappers: secureRandomBytes 3962 invokeSuspend(nonce loop) 3104 randBytes 1532 secureRandomUuid 1229 engineNextBytes/getEntropy/run 1001; H5's all-fail-creation account predicts constructor/getInstance sites - a small minority (DRBG <init> 251); jca twin carried the same missing row all campaign,updates pilot H5: the dominant mechanism candidate is the missing next2 row not the all-fail violating branches; zero specific records ever (nothing to pair - H2 vacuous for SRD),per-site lines/exec up to 33.7 (H7 restart inflation) - units kept separate; causal attribution requires replay,pre-repair data; weaver-loss confound,if H-SRD-1 holds: ~12k historical lines are FPs,major,0.75
GAMA-SRD-03,SecureRandomSpec ENSURES randomized[...] writers (set-wide RANDOMIZED),predicados_composicao,FEN-D-RANDOMIZED-WRITER,FAIL,INCORRETA,escrita incondicional: estado fail e unsafeInit tambem marcam RANDOMIZED,"body-before-handleEvent: srd_a RANDOMIZED(b2)=true despite the fail; srd_c first-event fail path still marks; srd_b: unsafe-algorithm SecureRandom (unsafeInit) marks RANDOMIZED(b1)=true RANDOMIZED(b2)=true - CrySL ENSURES holds only of rule-satisfying usage, so every downstream randomized[] REQUIRES in the set (Cipher PBEKeySpec IvParameterSpec GCM SecretKeySpec(Spec) KeyGenerator SSL) is satisfied by non-conformant randomness",set-wide FN direction: the RANDOMIZED predicate as implemented means 'came from any SecureRandom' not 'conformant randomness'; this is the writer-side answer the round demanded for every RANDOMIZED edge audited in pilot/A/B,the unsafeInit design is registered (029a4511565f) as 'consume events do not accuse' - the register does not state that the ENSURES writes still execute there; searched: 0 hits,oracle reading: CrySL predicate semantics on violating objects (Alfa lane for formal confirmation),FN (downstream constraints silently satisfied by unsafe randomness),major,0.85
GAMA-SRD-04,SecureRandomSpec next1/next3/ints bindings vs rule ne/nB,bindings_clausulas,FEN-D-CACHE-BOXING,FAIL,DIVERGENCIA_EQUIVALENTE_COMPROVADA,marcacao do argumento-range em caixa Integer + eventos extra-oraculo,next1 marks the boxed RANGE argument BEFORE the call (mop:110-115 TODO admits the doubt); srd_d: RANDOMIZED(new box of 100)=true (Integer cache identity) RANDOMIZED(new box of 1000)=false - cache-boundary-dependent global marking; the rule itself states randomized[numB] over the ARGUMENT (SecureRandom.cryptsl:77 - raw oracle honored literally) and its ne is the protected next(int) no app can call; nextInt()/ints are not rule events at all,register endorses randomized[randIntInRange] as present (predicate_edges:75) - consistent with the raw oracle's own oddity; recorded as oracle ambiguity + D-S13-family cache unsoundness,the alternative reading (mark the return) is what next3 does - the two coexist,oracle ambiguity flagged for the judge not resolved here,over-marking FN direction for small ints; under Integer cache only,minor,0.85
GAMA-SRD-05,SecureRandomSpec c1/g1/g4 + match1,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,randomized[this] after Ins + filosofia unsafeInit sem pareamento,srd_e: c1 => RANDOMIZED(rnd)=true accepting=true; srd_b: g4(FOO) => exactly one UnsafeAlgorithm no InvalidSeq (unsafeInit registered design 029a4511565f/547f13f50890 works as registered); GAMA-SET-22 (two philosophies) confirmed from the SRD side,the registered layer-2 repairs for c3/g4/setSeed3 hold in execution,none found on these paths,harness != woven app,removes the campaign-era all-fail FP source,n/a,0.95
GAMA-SRD-06,SecureRandomSpec 2-arg unsafe getInstance,captura,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA,getInstance(alg prov) inseguro nao casa evento algum,g2 is (String ..) args(alg *) with condition safe-only; g4 is (String ..) args(alg) = 1-arg only (aspect .aj:70-81); unsafe 2-arg => nothing fires; srd_c: first-consume nextBytes => displaced InvalidSeq (unknown) + RANDOMIZED still marked; no UnsafeAlgorithm ever,safe side is covered ((String ..) takes both 2-arg overloads - contrast SIG/KPG/MAC); only the unsafe branch is capture-blind,matcher half Beta lane (named),args-arity semantics from .aj text + descriptor,FN (UnsafeAlgorithm never reported for 2-arg) + FP (displaced generic),major,0.85
GAMA-SIG-01,SignatureSpec s1/s2 vs android-30 sign(),captura,FEN-D-DEAD-RETURN-TYPE,FAIL,INCORRETA,pointcuts de sign() com tipo de retorno errado - eventos mortos,aspect .aj:82-90 declares call(public byte Signature.sign()) and call(public byte Signature.sign(byte[] int int)); android-30 declares public final byte[] sign() and public final int sign(byte[] int int) (javap from extracted bytes) => neither pointcut can ever match; sig_b executed consequence: fully conformant sign flow never reaches match (accepting=false) SIGNED never written; a sign-misuse (sign with no update - the very case frozen_set_debt.md:243 argues about) is unobservable,batch C SSL-03/gtm1 dead-return-type class on a far more frequent API; jca-inherited; unregistered (searched 'byte Signature'/sign() in data/gh101: 0 hits); SIGNED is a registered terminal predicate (predicate_omissions) so downstream predicate impact is nil - the ORDER/diagnostic impact is not,the whole InitSigns branch can never accept nor fail at Signs - silent non-acceptance; static target list still carries both sign rows (GAMA-SET-23),ajc/dexlib2 matcher halves not executed (the member absence is measured; a matching member does not exist to be matched),FN (all sign-branch violations + acceptance unobservable),critica,0.95
GAMA-SIG-02,SignatureSpec i1-i4 / H4 + H2,diagnostico,FEN-C-EMPTY-LABEL,FAIL,INCORRETA,rotulo vazio vivo + pareamento imediato + tres tipos no mesmo call,sig_a: i1 as first event unmarked key => THREE records at one __LOC: UnsafeAlgorithm 'but found .' + UnsatisfiedConstraint + InvalidSeq (all survive dedupe - types differ); sig_d: g3(unsafe) then i4 => UnsafeAlgorithm+InvalidSeq same call (i4[0]=8 g3 loops 0); historical H4: 234/234 SIG empty-label lines at ONE site - spongycastle X509CertificateObject#checkSignature an initVerify wrapper whose Signature is created via provider-parameterized getInstance; 107/133 cells both categories,H4 closure for SIG: the empty label has a live current-artifact route (first-event after invisible creation); the historical residue matches it rather than (only) the GH100 wrapper story,jca twin: g3 existed but was absent from the ere (jca :127) - campaign-era mechanism was immediate-fail-at-getInstance PLUS the same i1 empty-field body; sig_e conformant control clean,historical attribution deferred (G10-SIG-1 replay named); harness != woven app,FP (2-3 records on conformant-creation traces; degraded label),critica,0.95
GAMA-SIG-03,SignatureSpec g2 vs rule g2: getInstance(alg _),captura,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA,overload (String Provider) conformante invisivel,"android-30 declares Signature.getInstance(String Provider) (javap); rule g2 covers it (Signature.cryptsl:31); spec g2 is (String,String) only; consequence executed as sig_a (first-event 2-3 false records); the dominant historical empty-label site (spongycastle checkSignature) uses exactly provider-parameterized creation",SSL-02 analog (batch C critica); unregistered (searched Provider: 0 hits),matcher half Beta lane (named),provider-route in spongycastle read from site name + API not executed end-to-end,FP (conformant traces accused),critica,0.9
GAMA-SIG-04,SignatureSpec v1/v2 VERIFIED writer,predicados_composicao,FEN-D-CACHE-BOXING,FAIL,DIVERGENCIA_EQUIVALENTE_COMPROVADA,VERIFIED marcado no singleton Boolean do cache,v1 binds returning(boolean signed) and marks Property.VERIFIED over the box (mop:133-138); sig_c: validate(VERIFIED Boolean.TRUE)=true process-globally after one verify; VERIFIED is a registered terminal predicate (predicate_omissions VERIFIED row) so no reader exists today,dormant defect: equivalent-in-effect while terminal; becomes an over-marking bug the day a reader appears (D-S13 Byte-cache family),searched for VERIFIED readers in all 23 specs: none,none material,none today (no reader); latent FN direction,minor,0.9
GAMA-SIG-05,SignatureSpec generatedPrivkey/Pubkey reads + g3 repair,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,leituras de REQUIRES corretas e reparo g3 sem acusacao imediata,sig_e: conformant verify flow (marked pub) => 0 records + match; sig_a shows the i1 read reporting the clause when unmarked; sig_d: no record at the getInstance line (g3 loops - registered repair 04a0d6a32e23 works); reads registered de638ead62f7/7e5b6fac89ee/8805d6e83eb1 verified in execution,repairs hold; the i3 certificate form correctly carries no key clause (register note verified),none found,harness != woven app,reduces FN on key-provenance clauses,n/a,0.95
GAMA-SET-23,conjunto / visao estatica vs alvos dinamicamente mortos,toolchain_android,FEN-SET-STATIC-DEAD-TARGETS,FAIL,INCORRETA,alvos estaticos que o caminho dinamico nunca pode testemunhar,gama_extractor_ja.csv (49 rows): includes Signature#sign x2 (dead pointcuts GAMA-SIG-01) Mac#doFinal(byte[] int) (ajc-dead + broadcast GAMA-MAC-03) SecureRandom#nextInt x2 + #ints (inherited from java.util.Random - absent from SecureRandom.class declared members javap-measured; dexlib2 AndroidClassIndex is declared-only per round register) SecureRandom#new x2 (GATOR client 'new' blindness GAMA-SET-09 cited); mappability per spec: MAC 11/11 MDG 7/7 KPG 8/8 SIG 11/11 SRD 10/12,S13 breach class (batch C SET-20 family): statically flagged members with no possible dynamic witness inflate cov_mop denominators and break the static-dynamic contract on 6 of 49 rows,the remaining 43 rows are name-mappable - batch D is METHOD-heavy as the round predicted,dexlib2 weave not executed for the inherited-member half (named),static view over-promises on 6 targets,major,0.85
GAMA-SET-24,conjunto / selecao jca vs jca_android no caminho estatico,toolchain_android,FEN-SET-STATIC-JCA-DEFAULT,FAIL,INCORRETA,default literal jca mede-se quase-vacuo para o lote D exceto reset,extractor diff jca vs jca_android (gama_extractor_j.csv vs _ja.csv): at the (class#method) GATOR key the only delta is MessageDigest#reset present in jca only (the removed event) - under the literal-jca default (rv_static_analysis/config.py:199-207 re-verified current) the static view of a jca_android APK counts a member the derived monitors do not monitor; Mac#update row split invisible at key level; android_jar probe list still lacks '30' (config.py:186-194),GAMA-SET-01/03 carried forward and quantified for batch D (batch B analog: destroy),none - measured both directions,extractor exercises JavamopFacade.listUsedMethods as the GATOR client does not full GATOR,cov_mop denominator inflated by one dead member,minor,0.9
GAMA-SET-26,conjunto / dedupe (type spec __LOC) x cascata,diagnostico,FEN-SET-DEDUPE,FAIL,LIMITACAO_INEVITAVEL_DOCUMENTADA,controle de colapso re-executado nos artefatos do lote D,mdg_e: three same-line updates after unsafe => 1 UnsafeAlgorithm + 1 InvalidSeq (collapse by shared __LOC); mdg_c: same trace on distinct lines => 6 records; ErrorDescription dedupe excludes expecting (hashCode comment re-verified current); every batch D @fail is 3-arg => expecting=unknown in all 26 scenarios' sequencing records,the pairing FPs are amplified per-site and masked per-line - dataset line counts depend on code layout; same-call pairs survive because their TYPES differ,batch B/C controls reproduced on new artifacts,in-JVM dedupe is per-process (H7),count distortion both directions,major,0.9
GAMA-SET-27,conjunto / H4 fechamento,diagnostico,FEN-C-EMPTY-LABEL,FAIL,INCORRETA,o rotulo vazio esta vivo em 3/5 specs do lote D - H4 fechado,executed mac_c mdg_a sig_a: current artifacts produce 'but found .' via creation-at-consume; the pilot H4 residue (SIG 234 MDG 156 MAC 31 lines) sits at sites whose API shape matches the live routes (provider-parameterized creation clone-based digest provider-parameterized Mac) not the TMF/SSL wrapper-collision story; KPG/SRD empty-label lines = 0 historically and no route exists (KPG crashes instead SRD has no algorithm field in messages),H4 closes: mechanism identified live in-artifact for exactly the three classes the pilot named; historical attribution per-line remains deferred to replay,task 8.1's post-GH100 measurement of 0 empty labels covered the weaver route only - it could not see the first-event route because its micro-scenarios began with a visible creation,replay battery named (G10-SIG-1 G10-MAC-1),FP + degraded diagnostics on unseen-creation sites,critica,0.9
GAMA-SET-28,conjunto / proveniencia e reprodutibilidade do lote D,reprodutibilidade,,PASS,FIDELIDADE_DEMONSTRADA,freeze checks + determinismo,all five .mop and .cryptsl sha256 equal the frozen manifest; all 20 generated artifacts equal the generation manifest (verified before any read); errors.csv hash verified in-script; harness 3 reps sha256-identical (55db8a3e...); rv-monitor-rt.jar 0fa65fbc... = toolchain manifest; all five monitors compile clean (no KGN-01 recurrence),D-piloto-3 satisfied: all language claims over effective artifacts,none,single-generation determinism not independent replication (REF-11),none,n/a,0.98
