id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
BETA-MDG-01,"MessageDigestSpec captura completa (update/digest/ByteBuffer/Provider)",captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"todos os 4 update (incl ByteBuffer) fundem em update; g1/g2/g3 cobrem getInstance(String)/(String,String)/(String,Provider); d1/d2/d3 mapeiam os 3 digest; reset() (membro android-30) corretamente NAO modelado (D-S12); ambas as metades concordam (beta_capture_matrix.txt); drive MDG-a/c limpos","MDG e a spec limpa do lote: sem evento morto/nao-ligado, ByteBuffer e Provider capturados","execucao ART pendente","nenhum defeito de captura","nenhum",n/a,0.92
BETA-MDG-02,"MessageDigestSpec merged advice g1->g4 benigno",bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"g1 seta currentAlgorithmInstance antes da condition de g4 le-lo; alg minusculo seguro (sha-256) => sem UnsafeAlgorithm nem InvalidSeq (drive MDG-c1); accepting apos d2","ordem do merged advice preservada e correta","o pattern g4* g1 remove o FP de bench02 (comentario da spec)","nenhuma","nenhum",n/a,0.9
BETA-KPG-01,"KeyPairGeneratorSpec initError* (reparo gh101)",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"initialize(int) com keysize invalido => initError (InvalidKeySize) admitido por initError* em ambas as posicoes; drive KPG-c: initialize(1024)->InvalidKeySize, depois 2048->accepting=true, delta so InvalidKeySize (SEM InvalidSeq espurio) — 3 reps identicos","o reparo initError* funciona: a rota de correcao de tamanho nao gera violacao de sequencia","initError era all-fail antes do gh101 (reparo verificado)","nenhuma","reparo verificado — sem FP na rota de correcao",n/a,0.9
BETA-KPG-02,"KeyPairGeneratorSpec gen = generateKeyPair() || genKeyPair() (1o disjunto)",captura_eventos,FEN-SET-firstcall-disjunct,FAIL,INCORRETA,MEDIDO,"WrapperEmitter.findFirstCall so pega o 1o call() da disjuncao (WrapperEmitter.java:507-524); site kpg_gen WRAPPED mas kpg_genkp UNTOUCHED em dexlib2 (beta_weave_all_D.out; WeaveReport plansSkippedAliasing=1); ajc casa AMBOS (capture_matrix); drive DX-KPG-2: GENERATED_KEY_PAIR(kpB)=false, accepting=false, delta vazio","um par de chaves gerado por genKeyPair() nunca marca GENERATED_KEY_PAIR em Android dexlib2","INV-INS-66/first-disjunct jar-independente; recorre de batch B/C","ajc casa o 2o disjunto — metades DISCORDAM; ART pendente","FN silencioso critico no caminho de producao dexlib2",critica,0.95
BETA-KPG-03,"KeyPairGeneratorSpec rota EC insegura (residuo)",diagnostico,FEN-D-UNSAFE-RESIDUE,FAIL,INCORRETA,MEDIDO,"gh101 removeu EC do safe list ({DH,DSA,RSA} vs jca {RSA,EC,DSA,DiffieHellman,DH}); getInstance('EC')=>g3, initialize(256) valida (validate mantem EC=>256) => init1 dispara UnsafeAlgorithm no corpo E InvalidSeq no automato (g3 sem g1/g2); drive KPG-b1: UnsafeAlg=1 InvalidSeq=1","UnsafeAlgorithm correto (alinhado a CrySL alg in {DSA,DH,RSA}) mas com InvalidSeq espurio em cima","forma de residuo jca-inherited; exposicao de EC e gh101-introduced","o InvalidSeq espurio confunde a atribuicao","FP: InvalidSeq espurio sobre UnsafeAlgorithm correto",major,0.9
BETA-KPG-04,"KeyPairGeneratorSpec g2 getInstance(String,String) — Provider omitido",captura_eventos,FEN-D-GETINSTANCE-PROVIDER,FAIL,OMITIDA,MEDIDO,"casa exato getInstance(String,String); kpg_gi2p UNCAPTURED (ajc) e UNTOUCHED (dexlib2); android-30 publica getInstance(String,Provider) (beta_member_tables.txt)","gerador obtido via getInstance(alg,providerObj) invisivel","CrySL g2 = getInstance(alg,_) abrange o overload Provider","mesma omissao de MAC/SIG","FN: overload Provider nao monitorado",major,0.9
BETA-KPG-05,"KeyPairGeneratorSpec REQUIRES preparedDSA/RSA/EC nao lidos",predicados_composicao,,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"CrySL exige 4 REQUIRES condicionais (DH/DSA/RSA/EC => prepared*[params]); init3/init4 leem SO PREPARED_DH (KeyPairGeneratorSpec.mop:95-110); os outros 3 sem constante de Property (comentario Group 5)","init com AlgorithmParameterSpec arbitrario para DSA/RSA/EC nao levanta nada","registrado no comentario da spec como pendencia de vocabulario","so DH tem reader hoje","FN: preparedDSA/RSA/EC nao verificados",major,0.85
BETA-SRD-01,"SecureRandomSpec g2 call(getInstance(String,..)) && args(alg,*)",captura_eventos,FEN-SET-VARARGS-ARGS-IGNORED,FAIL,INCORRETA,MEDIDO,"WrapperEmitter.generate le so o call() e ignora args() (expandCallTarget WrapperEmitter.java:326-400); o wrapper de getInstance(String) 1-arg agrupa g1,g2,g4 (beta_MonitorWrappers_multispec.java linhas SecureRandom_getInstance); drive DX-SRD-1: getInstance('SHA1PRNG') => InvalidSequenceOfMethodCalls (g1->init, g2:init sem transicao->fail) — 3 reps identicos; ajc casa so g1+g4 no site 1-arg (capture_matrix)","toda getInstance('SHA1PRNG') 1-arg LEGAL gera InvalidSeq espurio no dexlib2 de producao","mecanismo jar-independente; recorre de batch C (KMF/TMF)","ajc respeita args(alg,*) — metades DISCORDAM; ART pendente","FP critico sobre a chamada CORRETA (dexlib2)",critica,0.95
BETA-SRD-02,"SecureRandomSpec g4 call(getInstance(String,..)) && args(alg) 1-arg",captura_eventos,FEN-D-G4-ARITY,FAIL,INCORRETA,MEDIDO,"g4 usa args(alg) (1-arg) com condition(!contains); ajc casa g4 SO no site 1-arg; drive SRD-d1: getInstance('NativePRNG','SUN') 2-arg inseguro => delta vazio em ajc (FN silencioso), monitored=false; no dexlib2 o over-expansion de g4 no wrapper 2-arg captura-o por acaso — metades DISCORDAM","um getInstance(algInseguro, provider) 2-arg nao reporta UnsafeAlgorithm no ajc","g4 deveria cobrir 2-arg tambem (o oraculo constrange randAlg em ambos)","dexlib2 acerta por over-expansion (o mesmo bug de SRD-01)","FN (ajc): algoritmo inseguro 2-arg nao diagnosticado",major,0.88
BETA-SRD-03,"SecureRandomSpec next3/ints UNTOUCHED no dexlib2",captura_eventos,FEN-SET-DECLARED-ONLY,FAIL,INCORRETA,MEDIDO,"nextInt() e ints(..) sao UNTOUCHED no weave dexlib2 (beta_weave_all_D.out; nenhum wrapper emitido); drive DX-SRD-2: delta vazio e nenhuma escrita RANDOMIZED; nextBytes/generateSeed (membros declarados, inline/wrapped) sobrevivem (DX-SRD-2b PASS); ajc captura next3/ints","os produtores RANDOMIZED next3/ints ficam mortos no caminho do dispositivo","AndroidClassIndex declared-only; membros nao pareados nao geram wrapper","ajc os captura — metades DISCORDAM; ART pendente","FN: RANDOMIZED de nextInt()/ints() nao propaga em Android dexlib2",major,0.9
BETA-SRD-04,"SecureRandomSpec c3 (semente nao-randomizada no construtor) silenciosa",diagnostico,FEN-D-CTOR-SILENT,FAIL,OMITIDA,MEDIDO,"c3 (new SecureRandom(seed) nao randomizada) => unsafeInit sem report; drive SRD-e1: delta vazio; ja setSeed3 (mesma condicao no setter) reporta UnsatisfiedConstraint (SRD-e2) — assimetria","CrySL REQUIRES randomized[seed] vale para o construtor; a spec so o diagnostica no setSeed, nao no ctor","design registrado no .mop (c3 cria em unsafeInit)","assimetria ctor vs setSeed","FN: semente nao-randomizada via construtor nao diagnosticada",major,0.85
BETA-SRD-05,"SecureRandomSpec next1/next3 marcam Integer boxed (cache/identidade)",predicados_composicao,FEN-D-BOXING,FAIL,LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA,MEDIDO,"next1 marca o BOUND boxed (RANDOMIZED(Integer 100)=true) e nao o retorno (drive SRD-f1); next3 marca o retorno boxed mas um valor fora do cache (>127) e perdido pelo IdentityHashMap (SRD-f2 RANDOMIZED(re-boxed)=false)","o store por identidade perde boxes nao-cacheados e sobre-marca os cacheados","comentario TODO na spec sobre randIntInRange; identidade x igualdade","observabilidade: re-boxing no validate","FP (cache) e FN (nao-cache) de RANDOMIZED sobre int",minor,0.82
BETA-SRD-06,"SecureRandomSpec produtor RANDOMIZED (writer do edge do conjunto)",predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"@match1 escreve RANDOMIZED(sr); genSeed/next1/next2 escrevem RANDOMIZED no caminho ajc; drive SRD-a: RANDOMIZED(sr1),(rb via next2),(generateSeed ret) todos true, sem erros — 3 reps identicos (beta_drive_run1.out)","o lado writer do edge RANDOMIZED consumido por todo o conjunto funciona no ajc","no dexlib2 next3/ints morrem (BETA-SRD-03); nextBytes/genSeed sobrevivem","o edge e observacionalmente completo so no ajc","writer correto (ajc); parcial (dexlib2)",n/a,0.9
BETA-SIG-01,"SignatureSpec s1 sign() e s2 sign(byte[],int,int) — tipo de retorno errado",captura_eventos,FEN-D-WRONG-RETURN,FAIL,INCORRETA,PROVADO,"s1/s2 declaram call(public byte Signature.sign()...) mas android-30 retorna byte[] (sign()) e int (sign(byte[],int,int)) (beta_member_tables.txt); sites sig_sign0/sig_sign3 UNCAPTURED em ajc e sem wrapper em dexlib2 (WrapperEmitter emitiu so getInstancex2+verifyx2, beta_weave_all_D.out); drives SIG-b1/DX-SIG-1: SIGNED=false, accepting=false; SIG-b2/DX-SIG-2: re-initSign apos sign gera InvalidSeq espurio (>0) — 3 reps identicos","toda a familia sign() esta MORTA em ambas as metades: SIGNED nunca escrito, ramo de assinatura nunca aceita, re-init vira violacao","tipo byte vs byte[]/int e defeito de spec, nao divergencia de captura; jca-inherited (mesmo byte no twin)","ambas as metades cegas (nao ha divergencia — as duas falham igual)","FN (SIGNED nunca escrito) + FP (InvalidSeq no re-init)",critica,0.96
BETA-SIG-02,"SignatureSpec g2 getInstance(String,String) — Provider omitido",captura_eventos,FEN-D-GETINSTANCE-PROVIDER,FAIL,OMITIDA,MEDIDO,"casa exato getInstance(String,String); sig_gi2p UNCAPTURED (ajc) e UNTOUCHED (dexlib2); android-30 publica getInstance(String,Provider)","Signature obtida via getInstance(alg,providerObj) invisivel","CrySL g2 = getInstance(alg,_) abrange o overload Provider","mesma omissao de MAC/KPG","FN: overload Provider nao monitorado",major,0.9
BETA-SIG-03,"SignatureSpec ramo verify fiel + isolamento de 2 objetos",bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"i3/i4 (initVerify) e v1/v2 (verify) capturados em ambas as metades; VERIFIED escrito; drive SIG-d: dois Signature intercalados ambos accepting, sem contaminacao — 3 reps identicos","o ramo verify (i3/i4 update* v1/v2) e realizado corretamente; contraste com o ramo sign morto","REQUIRES generatedPubkey lido em i4 contra writer externo (KeyPair/KeyStore spec)","ART pendente; o ramo sign esta morto (BETA-SIG-01)","nenhum no ramo verify",n/a,0.88
BETA-SIG-04,"SignatureSpec i1/i4 leem GENERATED_PRIVATE/PUBLIC_KEY (edge cross-spec)",predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,OBSERVADO_EM_ARTEFATO,"i1 le GENERATED_PRIVATE_KEY e i4 le GENERATED_PUBLIC_KEY no corpo (SignatureSpec.mop:69,107); writers sao KeyStoreSpec:77-78 e KeyPairSpec:47,58 (fora dos meus 5); drive SIG-b0/a0 nao reporta UnsatisfiedConstraint quando a chave veio de KeyPair monitorado","o reader esta presente e ligado ao objeto certo; o writer e cross-spec","KeyPairSpec (batch B, REPROVADA) injeta ruido InvalidSeq nas mesmas chamadas","a fidelidade do reader depende do writer externo","reader fiel; writer auditado em batch B/C",n/a,0.8
BETA-SET-06,"pendencia: execucao ART/dispositivo (metade G6/G10)",toolchain_android,,INCONCLUSIVE,INCONCLUSIVA,NAO_VERIFICADO,"as metades executaveis (ajc-woven drive com objetos JDK reais; dexlib2 weave de producao + drive sobre os wrappers emitidos) cobrem captura e dispatch; a execucao no ART/dispositivo (weave DEX real + logcat + parser + errors.csv) NAO foi exercida","o comportamento em ART pode divergir do JSE (after-finally em retornos excepcionais, pressao de registradores)","emulador proibido a este agente; sem device","INCONCLUSIVE nao vira aprovacao","nao avaliado — terceiro estado",minor,0.6
BETA-SET-07,"pendencia: default de produção android-37.0 (dexlib2)",toolchain_android,,INCONCLUSIVE,INCONCLUSIVA,OBSERVADO_EM_ARTEFATO,"toda a auditoria dexlib2 usou android-30 (96ccfdc8) passado explicitamente; ConfigResolver de producao resolve o MAXIMO LEXICOGRAFICO (android-37.0 no host, android-36 no Docker) — nenhum call-site passa --android-jar (toolchain_ambiente.md secao 4)","as sobrecargas e descritores podem diferir sob android-37; a auditoria fixou android-30","divergencia de API-level nao medida","REF-C-03 herdado","descritores podem variar por API-level",minor,0.7
