id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
ALFA-PBE-03,PBEParameterSpecSpec/violacao no ctor 3-args sem carrier,bindings_clausulas,FEN-PBE-supressao-c2,FAIL,INCORRETA (supressao silenciosa de misuse realizavel; carrier omitido sem registro),PROVADO-artefato+harness,"aspecto gerado: advice do ctor 3-args chama SO c2Event (PBEParameterSpecSpecMonitorAspect.aj:49-52); c2 com guard falso retorna false antes de handleEvent (monitor :186); harness T3b: new PBEParameterSpec(salt,100,ivSpec) retorna normalmente; nao existe evento violador 3-args no .mop (eventos: c1,c2,c3 - c3 e 2-args, mop:42-51)","misuse do oraculo (iterationCount<10000 ou salt nao randomizado, via ctor 3-args) nao gera evento, report, nem monitor: FN terminal realizavel; assimetria com o ctor 2-args (c3 reporta)","procurei registro em data/gh101/{divergence_record,predicate_omissions,conformance_record}.csv (linha PBE cobre so o reparo do c3 2-args), frozen_set_debt.md, proposal.md:39, design.md:168, tasks.md 3b (listam PBEParameterSpecSpec.c3 apenas) - a lacuna 3-args nao esta registrada em lugar algum","frequencia real do ctor 3-args em corpus nao medida; o FN em si e estrutural",FN,critica,0.9
ALFA-PBE-04,PBEParameterSpecSpec/c3 mensagem de erro,diagnostico,FEN-PBE-msg-1000,FAIL,INCORRETA (mensagem contradiz o limiar implementado),MEDIDO,"mop:49-50: mensagem 'expecting at least 1000 iterations and a randomized salt.' vs guard iterationCount<10000 (mop:46); mesmo texto no .rvm:? e monitor gerado","o texto informa limiar 10x menor que o verificado; atribuivel (spec+LOC presentes) porem engana o triador","procurei segundo sitio com o texto correto (nenhum)","-",nenhum-direto,minor,0.95
ALFA-PBE-05,PBEParameterSpecSpec/c3 categoria de erro,diagnostico,FEN-PBE-errortype,FAIL,INCORRETA (categoria inconsistente com o padrao do conjunto),OBSERVADO_EM_ARTEFATO,"mop:49 usa ErrorType.UnsafeAlgorithm para violacao de constraint/requires; IvParameterSpec.mop:48/55 e SecretKeySpecSpec.mop:48/55 usam UnsatisfiedConstraint para a mesma forma; ErrorType.java enumera ambos","mesma classe de fenomeno com categorias distintas entre specs irmas quebra estratificacao por categoria no errors.csv","procurei justificativa da escolha (nenhuma nos registros gh101)","ErrorType nao tem categoria RequiredPredicate (limitacao de vocabulario comum as tres specs - nota no relatorio)",nenhum-direto,minor,0.85
ALFA-PBE-06,PBEParameterSpecSpec/REQUIRES randomized + ENSURES preparedPBE (grafo),predicados_composicao,FEN-PBE-grafo,PASS,FIDELIDADE_DEMONSTRADA (com omissao de leitor registrada espelhando o oraculo),OBSERVADO_EM_ARTEFATO,"reads RANDOMIZED em c1/c2/c3 sobre salt; writers de RANDOMIZED existem (SecureRandomSpec.mop:106-133); escrita PREPARED_PBE @match (mop:66); nenhum leitor de PREPARED_PBE no conjunto E nenhum consumidor de preparedPBE nas regras api30 (grep); registrado em predicate_omissions.csv (constant-write-no-read PREPARED_PBE)","constantes e objetos corretos; writer-sem-leitor espelha a ausencia de consumidor no proprio oraculo api30 e esta registrado","procurei consumidor de preparedPBE em api30/*.cryptsl (so o proprio ENSURES); procurei leitor de PREPARED_PBE nos 23 .mop (nenhum)","-",nenhum,minor,0.9
ALFA-PBE-07,PBEParameterSpecSpec/parametrica-ciclo de vida (dim 5),predicados_composicao,FEN-PBE-lifecycle,PASS,FIDELIDADE_DEMONSTRADA,OBSERVADO_EM_ARTEFATO,"indexacao pelo objeto retornado s; paramSpec ligado em c2 e sem clausula dependente (fiel a regra que tambem nao o restringe); identidade conforme ALFA-DHG-04","ciclo fiel nos caminhos com evento; o caminho suprimido (ALFA-PBE-03) nao cria monitor - consequencia ja julgada la","-","-",nenhum,minor,0.9
ALFA-IVP-01,IvParameterSpecSpec/ORDER Cons:=cons1|cons2 + carriers c3/c4,linguagem_formal,FEN-IVP-linguagem-carrier,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (prefixo Kleene (c3|c4)* registrado),PROVADO-verificacao-algoritmica,"alfa_automata_check.py; tabelas c1/c2={1,2,2} c3/c4={0,2,2} (gen_IvParameterSpec/...RuntimeMonitor.java:137-140, sha 0fb95150); IvParameterSpec.cryptsl:15-23; reparo registrado divergence_record.csv hunk f4fe01f5b82c","dupla inclusao VALE modulo alfa nos traces realizaveis; ramo violador reporta sem match e sem @fail","trace separador (nenhum)","-",nenhum,minor,0.95
ALFA-IVP-02,IvParameterSpecSpec/c2 conjuntos extra (offset/len/length),bindings_clausulas,FEN-IVP-envelope-api,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (conjuntos vacuamente verdadeiros no join point after-returning),PROVADO-harness-JVM,"mop:33-38; harness T1a-T1d (alfa_jvm_harness_output.txt): IvParameterSpec(byte[],int,int) lanca AIOOBE/IAE exatamente quando offset<0, len<0 ou iv.length<offset+len; evento e after returning (aspecto)","apos retorno normal os tres conjuntos extras sao sempre verdadeiros: c2 dispara sse RANDOMIZED(iv); c2 e c4 particionam totalmente o join point (sem supressao silenciosa no IVP)","procurei lacuna R&&!envelope (inalcancavel: ctor lanca); procurei overflow de offset+len (exige arrays irrealizaveis)","provado no JDK do host (Temurin 25); implementacao ART/libcore segue o mesmo contrato documentado mas nao foi executada aqui (android.jar e stub)",nenhum,minor,0.8
ALFA-IVP-03,IvParameterSpecSpec/REQUIRES randomized[iv] + ENSURES preparedIV[this],predicados_composicao,FEN-IVP-grafo,PASS,FIDELIDADE_DEMONSTRADA,OBSERVADO_EM_ARTEFATO,"reads RANDOMIZED nos 4 eventos sobre iv (mop:25,34,46,54); writers SecureRandomSpec.mop:121 etc; escrita PREPARED_IV @match (mop:74); leitor CipherSpec.mop:84; edges registrados present (predicate_edges.csv:22-23)","constantes/objetos corretos nas duas pontas; violacao de requires reporta no proprio sitio (c3/c4) e a ausencia de PREPARED_IV reproduz no leitor o mesmo par de erros que o CrySL daria (dupla acusacao fiel)","procurei leitor com objeto errado (nenhum); procurei writer de PREPARED_IV fora do @match (nenhum)","categoria UnsatisfiedConstraint para requires: vocabulario sem RequiredPredicate (nota no relatorio; nao reclamo aqui)",nenhum,minor,0.9
ALFA-IVP-04,IvParameterSpecSpec/parametrica-ciclo de vida (dim 5),predicados_composicao,FEN-IVP-lifecycle,PASS,FIDELIDADE_DEMONSTRADA,OBSERVADO_EM_ARTEFATO,"indexacao pelo objeto retornado; identidade conforme ALFA-DHG-04; byte[] iv comparado por identidade no store (correto: equals de array ja e identidade)","instancias intercaladas isoladas; objeto construido por c3 permanece vivo nao-aceitante sem acusar (fiel: sob CrySL o erro e de predicado, ja reportado no sitio)","-","-",nenhum,minor,0.9
ALFA-SKS-01,SecretKeySpecSpec/ORDER Cons:=c1|c2 + carriers c3/c4,linguagem_formal,FEN-SKS-linguagem-carrier,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (prefixo Kleene registrado),PROVADO-verificacao-algoritmica,"alfa_automata_check.py; tabelas c1/c2={1,2,2} c3/c4={0,2,2} (gen_SecretKeySpecSpec/...RuntimeMonitor.java:139-142, sha 2216bf9a); SecretKeySpec.cryptsl:17-24; reparo registrado divergence_record.csv hunk f0ffa75b48bc","dupla inclusao VALE modulo alfa nos traces realizaveis","trace separador (nenhum)","-",nenhum,minor,0.95
ALFA-SKS-02,SecretKeySpecSpec/whitelist de algoritmos em c1-c4,bindings_clausulas,FEN-SKS-whitelist-extra-oraculo,FAIL,INCORRETA (constraint extra-oraculo registrada como traducao manual; FP realizavel),PROVADO-artefato,"mop:19-20 (lista AES/HMAC*) e guards c1-c4; SecretKeySpec.cryptsl NAO tem constraint sobre alg (sha ee7edaf9; unica CONSTRAINT e length:29); conformance_record.csv linha SecretKeySpecSpec: 'the derived rule imposes no membership constraint at all ... stays a declared hand translation'","trace FP realizavel: new SecretKeySpec(bytesRandomizados,'DESede') -> c3 reporta UnsatisfiedConstraint; sob o oraculo cru o trace e valido e ensures speccedKey/generatedKey; teste D-piloto-2(a) executado (T5a/T5b): folding toUpperCase e consistente com o JCA (aceita 'aes'/'hmacsha256'), nao altera o veredito","procurei constraint de alg em api30 (nenhuma); registro EXISTE (conformance_record) - registrado nao e aprovado (modelo_semantico secao 7); procurei reducao formal de escopo pelo pesquisador (nenhuma)","vies do oraculo cru declarado: a regra derivada e MAIS permissiva que a 1.5.2 (que tinha a lista); candidata a reducao explicita de escopo",FP,critica,0.85
ALFA-SKS-03,SecretKeySpecSpec/REQUIRES preparedKeyMaterial[keyMaterial],predicados_composicao,FEN-SKS-surrogate-preparedkeymaterial,FAIL,INCORRETA (constante surrogate registrada porem nao equivalente: conjunto de produtores difere),PROVADO-estrutural,"mop:29 le RANDOMIZED; SecretKeySpec.cryptsl:34 requer preparedKeyMaterial; produtores do oraculo: SecretKey.cryptsl:25 e Key.cryptsl:23 (after ge) apenas; produtores de RANDOMIZED no conjunto: SecureRandomSpec.mop:106-133 e RandomStringPassword.mop:15-22 e SecretKeySpec.mop:26; registro: predicate_edges.csv:66 'present-surrogate ... carried as Property.RANDOMIZED' e README.md:162 'borrowed constant'","o surrogate ACEITA produtores que o oraculo nao aceita: new SecretKeySpec(bytes de SecureRandom.nextBytes,'AES') passa c1 e ganha GENERATED_KEY, onde o oraculo cru da RequiredPredicateError -> FN realizavel; nao ha Property.PREPARED_KEY_MATERIAL no enum (Property.java)","registro EXISTE (present-surrogate) mas nao demonstra equivalencia; procurei prova de equivalencia nos registros (nenhuma); procurei reducao de escopo (nenhuma)","o 'misuse' que o oraculo acusa aqui e pratica criptografica boa - vies do oraculo cru a registrar, nao a corrigir (pre_registro secao 1)",FN,critica,0.8
ALFA-SKS-04,SecretKeySpecSpec/REQUIRES nao aplicado no ctor 4-args,predicados_composicao,FEN-SKS-requires-4arg,FAIL,INCORRETA (clausula REQUIRES nao lida em metade do alfabeto; FN realizavel; sem registro),PROVADO-artefato,"c2 guard = whitelist && length (mop:37; .rvm:21); c4 guard = negacao disso (mop:54); NENHUM validate(RANDOMIZED) no caminho 4-args; c1 (2-args) valida (mop:29) - assimetria interna; harness T2d: ctor 4-args valido retorna","FN realizavel: new SecretKeySpec(bytesNaoRandomizados,0,16,'AES') -> c2 match -> GENERATED_KEY+SPECCED_KEY escritos; oraculo: REQUIRES preparedKeyMaterial insatisfeito -> erro; alem do FN, o predicado envenena leitores downstream (CipherSpec/MacSpec validam GENERATED_KEY)","procurei registro em predicate_edges.csv:66 (marca REQUIRES 'present' sem notar que so c1/c3 leem - inventario predicate_inventory_jca_android.csv:102-103 lista reads so em c1/c3), divergence_record.csv (hunk f0ffa75b48bc descreve c4 sem notar a ausencia do predicado), predicate_omissions.csv, tasks/design/proposal (nada)","-",FN,critica,0.9
ALFA-SKS-05,SecretKeySpecSpec/ENSURES generatedKey[this. alg] - 2a casa,predicados_composicao,FEN-SET-generatedkey-2a-casa,FAIL,OMITIDA (2a casa alg descartada na escrita; sem registro da omissao),PROVADO-estrutural,"@match escreve setProperty(GENERATED_KEY, spec) unario (mop:81); SecretKeySpec.cryptsl:41 ensures generatedKey[this, alg]; store ExecutionContext e unario (ExecutionContext.java:102-120, sem casa para alg); leitores CipherSpec.mop:156/177/198 e MacSpec.mop:75/94 validam GENERATED_KEY sem algoritmo","chave de algoritmo X aceita em cipher/mac de algoritmo Y (mesmo fenomeno da 2a casa do piloto, ALFA-CIP-07, lado leitor; aqui o lado escritor) -> FN de concordancia chave-algoritmo","procurei registro da 2a casa: predicate_edges.csv:68 marca generatedKey 'present' (argument this, sem nota); predicate_omissions.csv nao cobre (mesma lacuna que o juiz do piloto apontou na secao 6 item 5); divergence_record.csv hunks 85e775e32049/644c9b978750 registram speccedKey, nao a casa alg","projecao da 1a casa e correta para leitores que so quantificam this - mas os leitores reais quantificam o par",FN,critica,0.85
ALFA-SKS-06,SecretKeySpecSpec/ENSURES speccedKey[this. _],predicados_composicao,FEN-SKS-speccedkey,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (escrita fiel; leitor inexistente porque SecretKeyFactory nao e modelada),OBSERVADO_EM_ARTEFATO,"@match escreve SPECCED_KEY (mop:82); 2a casa e anonima (_) na regra -> escrita unaria e projecao fiel; consumidor do oraculo SecretKeyFactory.cryptsl:42 sem .mop (inventario: 11 regras sem spec); registrado em predicate_omissions.csv (SPECCED_KEY) e divergence_record.csv hunk 644c9b978750","escrita correta e registrada; efeito morto espelha o conjunto incompleto (criterio D-S14)","procurei leitor de SPECCED_KEY (so PBEKeySpecSpec escreve/remove; nenhum le)","limitacao registrada segue bloqueando alegacao de aderencia total (modelo_semantico secao 7)",nenhum,minor,0.9
ALFA-SKS-07,SecretKeySpecSpec/CONSTRAINT length(keyMaterial)>=off+len,bindings_clausulas,FEN-SKS-length-envelope,PASS,FIDELIDADE_DEMONSTRADA (transcricao exata em c2; nao-avaliavel em c1 por componente ausente; disjunto de c4 morto por API),PROVADO-harness-JVM,"c2 guard keyMaterial.length>=offset+len (mop:37) transcreve SecretKeySpec.cryptsl:29; em c1 off/len nao existem -> constraint nao avaliada (mesmo principio do teste D-piloto-2(b), que e N/A literal: nenhuma das 5 regras usa part()); harness T2a-T2c: o ctor lanca exatamente quando a constraint falharia -> no after-returning o disjunto de c4 'keyMaterial.length < offset+len' e inalcancavel","constraint fiel onde avaliavel; inavaliavel onde a regra nao da componentes; violacao real e barrada pela propria API antes do evento","procurei caso em que c4 dispara pela casa de length (inalcancavel apos retorno normal - provado T2a)","provado no JDK host; contrato ART identico documentado (mesma ameaca de ALFA-IVP-02); mensagem do c4 cita a casa morta (nota diagnostica no relatorio)",nenhum,minor,0.85
ALFA-SKS-08,SecretKeySpecSpec/parametrica-ciclo de vida (dim 5),predicados_composicao,FEN-SKS-lifecycle,PASS,FIDELIDADE_DEMONSTRADA,OBSERVADO_EM_ARTEFATO,"SecretKeySpec tem equals/hashCode POR VALOR (javap android-30: equals/hashCode declarados); ExecutionContext usa identitySet/IdentityHashMap (ExecutionContext.java:52-54,102-120) e o javadoc :18-27 justifica exatamente este tipo; indice JavaMOP por identidade (CachedWeakReference no monitor gerado)","duas instancias equals-iguais e distintas por identidade tem monitores e marcas isolados - o caso de risco maximo do conjunto (wrapper por valor) esta correto","procurei store por equals em algum caminho (nenhum)","-",nenhum,minor,0.9
ALFA-SET-01,conjunto/flags de categoria obsoletas em evento suprimido,toolchain_android,FEN-SET-flags-obsoletas,FAIL,INCORRETA (defeito de mecanismo do gerador; benigno nas 5 specs do lote por idempotencia),PROVADO-artefato,"wrapper estatico descarta o boolean do evento e testa flags do monitor: gen_IvParameterSpec/...RuntimeMonitor.java:410-417; advice chama c1Event e depois c3Event no mesmo joinpoint (aspecto :41-43; json monitorCalls); apos c1 match, c3Event suprimido re-executa Prop_1_handler_match com flags obsoletas","mesmo fenomeno de BETA-CIP-06/GAMA-CIP-08 do piloto confirmado nos artefatos do lote A; nas 5 specs os handlers @match sao idempotentes (setProperty/setObjectAsInAcceptingState em sets de identidade) -> dano zero AQUI; padrao segue latente para handlers nao-idempotentes","procurei cenario nao-idempotente no lote (nenhum: nenhum handler tem remove/contador)","nao exercitado em runtime; ordem dos monitorCalls (conforme antes de violador) e a que torna o caso benigno",nenhum-no-lote,major,0.9
ALFA-SET-02,conjunto/parser JavaMOP fail-open a parentese desbalanceado,toolchain_android,FEN-SET-failopen-parser,FAIL,INCORRETA (aceitacao silenciosa de entrada malformada; exit 0),MEDIDO,"batchA/alfa_paren_check.py + output: SecretKeySpecSpec.mop evento c1 (linha 24-30) balanco -1 (um ')' sobrando na linha 30); .rvm e .aj gerados balanceados e semanticamente integros; generation_manifest: exit 0, stderr vazio","o gerador absorveu um erro de sintaxe sem aviso - parente do fail-open de simbolo do piloto (GAMA-GCM-01); neste caso o artefato recuperou a semantica pretendida; nada garante isso em geral","procurei warning no stdout da geracao (generation_manifest: nenhum); verifiquei que a condicao sobreviveu integra no .rvm:13","fonte .mop permanece malformada na arvore (higiene de reprodutibilidade)",nenhum-neste-caso,major,0.85
ALFA-SET-03,conjunto/oraculo api30 contem regra de classe ausente da API 30,toolchain_android,FEN-HMC-classe-ausente-api30,FAIL,INCORRETA (defeito do gerador do perfil de disponibilidade; vies do oraculo registrado),MEDIDO,"HMACParameterSpec.cryptsl presente em MetaCrySL/generated/api30 (manifesto congelado); 0 entradas javax/xml/crypto no android-30.jar sha 96ccfdc8 (alfa_api30_members_output.txt)","o perfil que 'modela disponibilidade' emitiu regra para classe que a API 30 nao publica - viola a premissa do proprio perfil; consequencias na spec em ALFA-HMC-02","procurei a classe no jar por unzip (metodo autoritativo; javap tem fallback silencioso ao JDK - documentado)","defeito e do oraculo derivado, fora do poder da traducao; nao muda vereditos de fidelidade, muda a leitura do conjunto",nenhum-direto,major,0.9
ALFA-SET-04,conjunto/@fail morto nas 5 specs de ctor unico,diagnostico,FEN-BATCHA-fail-morto,PASS,FIDELIDADE_DEMONSTRADA (nenhum InvalidSequenceOfMethodCalls espurio e possivel a partir destas specs),PROVADO-verificacao-algoritmica,"tabelas efetivas dos 5 monitores: fail (estado 2) alcancavel so a partir de estado>=1, que exige 2o evento sobre o MESMO objeto - impossivel para construtores; alfa_automata_output.txt secao [vacuous]","as 5 specs nao podem emitir sequencia invalida espuria (o tipo dominante do dataset historico) - propriedade positiva do lote; handlers @fail+__RESET sao codigo morto (higiene, nao defeito)","procurei rota para estado 2 com 1 evento (nenhuma)","weaving/duplicacao de advice fora do escopo Alfa (se um weaver duplicar o evento, o fail vira alcancavel - pendencia G6/G10)",nenhum,minor,0.9
