id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
BETA-PBE-02,PBEParameterSpecSpec/pointcuts c1-c3,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"matcher de producao vs android-30 extraido: c1/c3->ctor2 (overlap deliberado; complementaridade PROVADA em execucao), c2->ctor3; getters UNMATCHED; GCMParameterSpec ctors 0 hits","Esperado(2 ctors)⊆Capturado; vizinhos livres; exatamente 1 transicao por construcao","mesa contra android-36/37.0 identica; complementaridade das conditions executada","weave real nao exercitado (G6)","nenhum",-,0.96
BETA-PBE-03,PBEParameterSpecSpec/ORDER c3*(c1|c2),linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,"tabelas c1{1;2;2} c2{1;2;2} c3{0;2;2} RuntimeMonitor:115-117; walks executaveis BetaDrive PBE-a/b/d","linguagem efetiva por objeto = c3*(c1|c2) = ere do .mop","tabelas extraidas e exercitadas","comparacao com CrySL e de Alfa","nenhum",-,0.97
BETA-PBE-04,PBEParameterSpecSpec/ctor 3-arg violador (CONSTRAINT iterationCount),bindings_clausulas,FEN-PBE-supressao-c2,FAIL,INCORRETA (FN terminal realizavel: violacao 3-arg invisivel ponta a ponta),PROVADO,"advice do ctor 3-arg tem SO c2 (aspecto :48-51; descriptor advices[1] 1 monitorCall); BetaDrive PBE-c: new PBEParameterSpec(salt,100,aps) retorna normal (API real), c2 suprimido -> 0 eventos 0 erros 0 propriedades; PREPARED_PBE sem leitor no conjunto (predicate_omissions.csv:8)","violacao do iterationCount>=10000 via ctor 3-arg: sem acusacao local (nao ha c4-analogo), sem transicao, e sem acusacao downstream (write-no-read) -> FN terminal","procurado ramo negativo p/ 3-arg no .mop/.rvm/aspecto/descriptor: inexistente; procurado leitor de PREPARED_PBE nos 23 .mop: inexistente","comportamento libcore do ctor INFERIDO igual ao JDK (retorna normal)","FN terminal demonstrado em trace realizavel",critica,0.95
BETA-PBE-05,PBEParameterSpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,"fail exige 2o evento no mesmo monitor por objeto (:307); mesma prova executavel do DHG-04","InvalidSequenceOfMethodCalls desta spec nunca emitido em trace real","rota real para 2o evento procurada: inexistente","nenhuma estrutural","FN de diagnostico local",major,0.95
BETA-PBE-06,PBEParameterSpecSpec/ENSURES preparedPBE,predicados_composicao,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (write-no-read D-S14 registrado),OBSERVADO_EM_ARTEFATO,"@match grava PREPARED_PBE (RuntimeMonitor:218-223); leitor inexistente nos 23 (grep); registro em predicate_omissions.csv:8 (consumidor AlgorithmParameters nao modelado)","escrita fiel a regra; efeito morto no conjunto; registrado — o que ainda bloqueia alegacao de aderencia total (modelo semantico par.7)","grep de PREPARED_PBE em todos os .mop do conjunto","interage com BETA-PBE-04 elevando o FN a terminal","sem FP; contribui para o FN do claim irmao",minor,0.9
BETA-PBE-07,PBEParameterSpecSpec/mensagem do c3,diagnostico,,FAIL,INCORRETA (mensagem contradiz o limiar),OBSERVADO_EM_ARTEFATO,".mop:50 e .rvm:32: mensagem diz 'expecting at least 1000 iterations' mas a condition exige >=10000 (.mop:26,46)","diagnostico atribuivel porem enganoso por um fator de 10","conferido no .mop, .rvm e monitor gerado (mesmo texto)","nenhuma","orienta correcao errada do app (nao gera FP/FN)",minor,0.98
BETA-IVP-01,IvParameterSpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"0,41s/87,8MB + 0,91s/87,2MB exit 0; CoenableProbe: 4 eventos coenable[fail]=60=4x(2^4-1) saturado; chars=719","geracao limpa; hashes = manifesto","stderr inspecionado; regeneracao independente","nenhuma relevante","nenhum",-,0.98
BETA-IVP-02,IvParameterSpecSpec/pointcuts c1-c4,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"matcher de producao vs android-30 extraido: c1/c3->ctor1 c2/c4->ctor3 (overlaps deliberados); getIV UNMATCHED; GCMParameterSpec ctors 0 hits; overloads exaustivos (2 ctors na API 30)","Esperado⊆Capturado; vizinhos livres; exatamente 1 transicao por construcao realizavel","mesa contra android-36/37.0 identica","weave real nao exercitado (G6)","nenhum",-,0.96
BETA-IVP-03,IvParameterSpecSpec/ORDER (c3|c4)*(c1|c2),linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,"tabelas :137-140; walks executaveis BetaDrive IVP-a/b/c/d","linguagem efetiva por objeto = ere do .mop","tabelas extraidas e exercitadas","comparacao com CrySL e de Alfa","nenhum",-,0.97
BETA-IVP-04,IvParameterSpecSpec/particao c2-c4,bindings_clausulas,,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (lacuna de predicado inalcancavel via after-returning),MEDIDO,"c2=RANDOMIZED&&ranges c4=!RANDOMIZED nao cobrem (RANDOMIZED&&ranges invalidos); BetaDrive IVP-e: toda construcao com ranges invalidos LANCA no JDK (AIOOBE/IAE inclusive overflow) -> nunca ha retorno normal na lacuna","particao total sobre construcoes que retornam normalmente; zero-fire impossivel em trace realizavel (JDK)","procurada construcao real que retorne normal dentro da lacuna: 3 formas testadas, todas lancam","libcore Android INFERIDO igual (derivado OpenJDK) — nao executado em device: ameaca nomeada","nenhum sob JDK; FN latente so se libcore aceitar ranges que o JDK rejeita",minor,0.8
BETA-IVP-05,IvParameterSpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,"fail exige 2o evento no mesmo monitor por objeto (:356); mesma prova executavel do DHG-04","InvalidSequenceOfMethodCalls desta spec nunca emitido em trace real","rota real para 2o evento procurada: inexistente","nenhuma estrutural","FN de diagnostico local",major,0.95
BETA-IVP-06,IvParameterSpecSpec/nomeacao arquivo vs spec,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (cadeia consistente apesar da dupla origem de nomes),OBSERVADO_EM_ARTEFATO,"classe publica e aspecto do NOME DO ARQUIVO (IvParameterSpecRuntimeMonitor :340; descriptor fileName/shortName=IvParameterSpec); wrappers e specName do NOME DA SPEC (IvParameterSpecSpec); monitorCalls referenciam a classe que existe; no -merge de producao a classe publica e MultiSpec_1RuntimeMonitor e errors.csv usa o literal IvParameterSpecSpec dos corpos","nenhum consumidor chaveia no nome derivado do arquivo; mismatch benigno e documentado","procurado consumidor keying em fileName: descriptor consumers usam strings method completas; parser logcat usa o literal do corpo","-","nenhum",minor,0.9
BETA-SKS-01,SecretKeySpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"0,44s/86,7MB + 0,90s/86,7MB exit 0; CoenableProbe: 4 eventos coenable[fail]=60 saturado","geracao limpa; hashes = manifesto","stderr inspecionado; regeneracao independente","nenhuma relevante","nenhum",-,0.98
BETA-SKS-02,SecretKeySpecSpec/pointcuts c1-c4,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"matcher de producao vs android-30 extraido: c1/c3->ctor2 c2/c4->ctor4; getters UNMATCHED; DESKeySpec 0 hits; armadilha SecretKeySpec vs SecretKey coberta (SecretKey e interface sem ctor; metodos nao casam); owner de MESMO nome simples em pacote errado NAO casa sob imports de producao (PointcutBudgetCtorB + TypeResolver.java:110-131 igualdade exata de descriptor)","Esperado⊆Capturado; vizinhos livres inclusive a armadilha nomeada do conjunto","primeira rodada do trap contaminada por imports derivados do owner foi detectada e refeita com imports do descriptor","weave real nao exercitado (G6)","nenhum",-,0.96
BETA-SKS-03,SecretKeySpecSpec/ORDER (c3|c4)*(c1|c2),linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,"tabelas :139-142; walks executaveis BetaDrive SKS-a/b/c/e","linguagem efetiva por objeto = ere do .mop","tabelas extraidas e exercitadas","comparacao com CrySL e de Alfa","nenhum",-,0.97
BETA-SKS-04,SecretKeySpecSpec/parentese excedente no c1,toolchain_android,FEN-SET-parenteses-tolerados,PASS,FIDELIDADE_DEMONSTRADA (condicao efetiva integra apesar da anomalia textual),MEDIDO,".mop:30 tem ')' excedente; .rvm:13 traz a condicao pretendida integra; sondas p1/p2: parenteses de fechamento excedentes produzem .rvm byte-identico sem qualquer diagnostico","o artefato realiza a condicao pretendida; a tolerancia do parser e defeito de conjunto (BETA-SET-05)","gerada variante com parenteses extras e comparada por hash","-","nenhum nesta spec",minor,0.95
BETA-SKS-05,SecretKeySpecSpec/REQUIRES preparedKeyMaterial no ctor 4-arg,bindings_clausulas,FEN-SKS-requires-c2,FAIL,INCORRETA (REQUIRES abandonado no overload 4-arg; FN realizavel),PROVADO,"c2 condition = whitelist && length (sem RANDOMIZED; .mop:37; .rvm:21); BetaDrive SKS-c: material NAO randomizado via ctor 4-arg -> GENERATED_KEY concedido com 0 erros; regra exige preparedKeyMaterial p/ ambos os ctors (SecretKeySpec.cryptsl:32-35); predicate_edges.csv:66 registra 'present-surrogate' sem restringir ao 2-arg","chave de material nao aleatorio ganha GENERATED_KEY e satisfaz downstream (Cipher/Mac init) -> FN realizavel demonstrado no plano da propriedade","procurado validate(RANDOMIZED) no c2/c4: inexistente em .mop/.rvm/artefato","elo downstream lido (leitores de GENERATED_KEY) e nao executado","FN demonstrado no plano do predicado",critica,0.93
BETA-SKS-06,SecretKeySpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,"fail exige 2o evento no mesmo monitor por objeto (:359); mesma prova executavel do DHG-04","InvalidSequenceOfMethodCalls desta spec nunca emitido em trace real","rota real para 2o evento procurada: inexistente","nenhuma estrutural","FN de diagnostico local",major,0.95
BETA-SKS-07,SecretKeySpecSpec/whitelist de algoritmos,bindings_clausulas,FEN-SKS-whitelist-extra,FAIL,INCORRETA (constraint extra-oraculo com registro; FP realizavel vs oraculo cru),PROVADO,"regra api30 SO tem length(keyMaterial)>=off+len (SecretKeySpec.cryptsl:27-29); BetaDrive SKS-b: 'DES' com material randomizado -> UnsatisfiedConstraint emitido e GENERATED_KEY negado; conformance_record.csv:21 registra lista como hand translation sem ancora derivada","acusacao e negacao de predicado para construcao legal pelo oraculo cru — FP demonstrado em execucao; registrado nao e aprovado (precedente do piloto)","procurada constraint de membership na regra api30: ausente","vies do oraculo cru (perfil android modela disponibilidade) registrado por mandato da fase 0 — a direcao do vies aqui e acusar o que o oraculo aceita","FP realizavel demonstrado",critica,0.9
BETA-SKS-08,SecretKeySpecSpec/ENSURES speccedKey,predicados_composicao,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (write-no-read D-S14 registrado),PROVADO,"@match grava SPECCED_KEY (artefato :264; BetaDrive SKS-a executado); leitor inexistente nos 23 (grep; SecretKeyFactory nao modelado); registro em predicate_omissions.csv:10","escrita fiel a regra; efeito morto registrado; bloqueia alegacao de aderencia total","grep de SPECCED_KEY: so escritores (SKS e PBEKeySpec)","registro gh101 contraditorio em outra linha — ver BETA-SET-07","nenhum",minor,0.92
BETA-SET-01,conjunto/determinismo e reproducao,reprodutibilidade,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"regeneracao independente: 20/20 artefatos byte-identicos ao manifesto da rodada; -merge de producao (23 specs): os 5 .rvm byte-identicos aos per-spec e tabelas identicas no MultiSpec; BetaDrive 3 reps com sha256 identico","cadeia de geracao deterministica e reproducao exata; nota REF-11: determinismo do gerador nao e replicacao independente","hash-compare em todos os artefatos e reps","-","nenhum",-,0.98
BETA-SET-02,gerador/parametro de spec nunca ligado,toolchain_android,FEN-HMC-monitor-global,FAIL,INCORRETA (defeito de toolchain: aceitacao silenciosa gera monitor global),PROVADO,"HMACParameterSpecSpec aceito com exit 0 e stderr vazio apesar de nenhum evento ligar o parametro da spec; artefato resultante e global (Tuple2 :212) e produz FP provado (BetaDriveHmc)","um mismatch de NOME entre parametro da spec e binding do evento muda silenciosamente a semantica de por-objeto para por-processo — sem warning","procurado qualquer diagnostico nas duas fases: inexistente","unico exemplar no lote; generalidade do padrao a confirmar nos demais lotes","FP latente em qualquer spec com typo de parametro",major,0.93
BETA-SET-03,gerador/exit 0 com erro de parse,toolchain_android,FEN-SET-exit0-erro,FAIL,INCORRETA (defeito de toolchain: fail-open de exit code),MEDIDO,"sonda p4: '(' excedente -> javamop imprime MOPException no stderr mas retorna EXIT 0 e nao gera NENHUM artefato; a spec sumiria do conjunto num pipeline gateado por exit code","reproducao primaria do fenomeno BETA-SET-04 do piloto na forma de batch A","exit code capturado e diretorio out inspecionado","tratamento de stderr pelo Command de producao nao verificado nesta rodada","FN em massa latente (spec inteira some silenciosamente)",major,0.9
BETA-SET-04,gerador/simbolo indefinido no ERE,toolchain_android,FEN-SET-failopen-simbolo,FAIL,INCORRETA (defeito de toolchain: fail-open de simbolo),MEDIDO,"sonda p3: c9 inexistente adicionado ao ERE do PBE -> exit 0 nas duas fases; c9 flui ao .rvm e e descartado em silencio (3 eventos, sem tabela)","fenomeno GAMA-GCM-01 do piloto reproduzido em primeira mao sobre forma do lote","artefato inspecionado por tabela/wrapper de c9: inexistentes","-","typo em spec futura mudaria a linguagem sem diagnostico",major,0.92
BETA-SET-05,gerador/parenteses de fechamento excedentes,toolchain_android,FEN-SET-parenteses-tolerados,FAIL,INCORRETA (defeito de toolchain: parse tolerante sem diagnostico),MEDIDO,"sondas p1/p2: ')' excedentes em pointcut/condition -> exit 0, stderr vazio, .rvm byte-identico; assimetria com '(' (p4: erro + exit 0)","texto malformado aceito sem aviso; benigno nos 5 (SKS carrega um exemplar congelado)","comparacao por hash com artefato nao mutado","-","mascara typos; risco combinado com BETA-SET-03",minor,0.9
BETA-SET-06,gerador/flags de categoria obsoletas em evento suprimido,toolchain_android,FEN-SET-flags-obsoletas,FAIL,INCORRETA (defeito de mecanismo do rv-monitor; exercitado a cada construcao monitorada),PROVADO,"advice fundido chama 2 wrappers em sequencia; wrapper do evento suprimido testa flags sem consultar o retorno (ex. SKS :414-419); prova executavel: Property removida apos match e REESCRITA pelo handler re-executado no evento suprimido (PBE-a-stale e SKS-a-stale; 3 reps)","@match re-executa em TODA construcao conforme destes 3 specs (PBE/IVP/SKS) — nao inerte como no GCM do piloto; benigno porque os handlers sao idempotentes","procurado guard no wrapper ou clear de flags no prologo: inexistentes","dano real exige handler nao-idempotente (inexistente no lote); severidade e do padrao set-wide","FP de efeito colateral latente em spec futura com handler nao idempotente",major,0.92
BETA-SET-07,registros gh101/consistencia,reprodutibilidade,,FAIL,INCORRETA (registro desatualizado contradiz artefato congelado),OBSERVADO_EM_ARTEFATO,"predicate_edges.csv:67 marca ENSURES speccedKey de SecretKeySpecSpec como 'missing;translation-defect' mas o .mop congelado (:82) e o artefato (:264) GRAVAM SPECCED_KEY (executado em BetaDrive); predicate_omissions.csv:10 lista SecretKeySpecSpec como produtor (contradicao interna); mesmo padrao em edges:46 (MacSpec preparedHMAC 'missing') vs MacSpec.mop:99 que LE PREPARED_HMAC","os registros gh101 sao alegacoes (pre-registro par.1) e pelo menos 2 linhas estao desatualizadas frente ao conjunto congelado","linhas conferidas contra .mop congelado, artefato gerado e execucao","escopo: nao auditei as demais linhas do csv","engana auditoria e score se usado como fonte primaria",minor,0.9
BETA-SET-08,mesa de captura/triangulacao android.jar,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA (matching insensivel a anomalia de resolucao do jar para este lote),MEDIDO,"ctor sets dos 4 alvos javax.crypto.spec identicos em android-30/android-36(host)/android-37.0(host, default lexicografico do dexlib2 CLI); javax/xml/crypto ausente nos tres","a pendencia ConfigResolver.java:111-127 (jar lexicografico max) nao altera captura destes 5 specs","membros extraidos e comparados por javap dos .class dos tres jars","android-36 DO CONTAINER segue nao triangulado (REF-12) — pendencia mantida aberta","nenhum para este lote",minor,0.9
BETA-SET-09,weaving ajc/execucao em device,toolchain_android,,INCONCLUSIVE,INCONCLUSIVA (exige weave+device; fase G6/G10),NAO_VERIFICADO,"ajc ausente do PATH do host (toolchain_ambiente.md par.7); pendencias nomeadas: after-returning de ctor em ART; __LOC sob DEX; comportamento do ajc com tipo irresoluvel (HMC) no classpath android-30","meia-cadeia dexlib2 verificada estaticamente (descriptor==aj; MonitorInvokeBuilder.java:69-77; DexWeaver.java:303); nada convertido em PASS","-","sem device nesta fase por desenho do protocolo","desconhecido ate G6/G10",-,0.5
