id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca,resolucao_juiz,classificacao_final,severidade_final,justificativa_curta
ALFA-SKS-01,SecretKeySpecSpec/ORDER Cons:=c1|c2 + carriers c3/c4,linguagem_formal,FEN-SKS-linguagem-carrier,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (prefixo Kleene registrado),PROVADO-verificacao-algoritmica,"alfa_automata_check.py; tabelas c1/c2={1,2,2} c3/c4={0,2,2} (gen_SecretKeySpecSpec/...RuntimeMonitor.java:139-142, sha 2216bf9a); SecretKeySpec.cryptsl:17-24; reparo registrado divergence_record.csv hunk f0ffa75b48bc",dupla inclusao VALE modulo alfa nos traces realizaveis,trace separador (nenhum),-,nenhum,minor,0.95,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (prefixo Kleene registrado),minor,walk do juiz confirma; hunk f0ffa75b48bc verificado
ALFA-SKS-02,SecretKeySpecSpec/whitelist de algoritmos em c1-c4,bindings_clausulas,FEN-SKS-whitelist-extra-oraculo,FAIL,INCORRETA (constraint extra-oraculo registrada como traducao manual; FP realizavel),PROVADO-artefato,mop:19-20 (lista AES/HMAC*) e guards c1-c4; SecretKeySpec.cryptsl NAO tem constraint sobre alg (sha ee7edaf9; unica CONSTRAINT e length:29); conformance_record.csv linha SecretKeySpecSpec: 'the derived rule imposes no membership constraint at all ... stays a declared hand translation',"trace FP realizavel: new SecretKeySpec(bytesRandomizados,'DESede') -> c3 reporta UnsatisfiedConstraint; sob o oraculo cru o trace e valido e ensures speccedKey/generatedKey; teste D-piloto-2(a) executado (T5a/T5b): folding toUpperCase e consistente com o JCA (aceita 'aes'/'hmacsha256'), nao altera o veredito",procurei constraint de alg em api30 (nenhuma); registro EXISTE (conformance_record) - registrado nao e aprovado (modelo_semantico secao 7); procurei reducao formal de escopo pelo pesquisador (nenhuma),vies do oraculo cru declarado: a regra derivada e MAIS permissiva que a 1.5.2 (que tinha a lista); candidata a reducao explicita de escopo,FP,critica,0.85,FAIL,INCORRETA (whitelist extra-oraculo; FP realizavel; registrado nao e aprovado),critica,regra api30 sem constraint de alg verificada pelo juiz; Beta executou SKS-b (UnsatisfiedConstraint emitido); sem reducao formal de escopo
ALFA-SKS-03,SecretKeySpecSpec/REQUIRES preparedKeyMaterial[keyMaterial],predicados_composicao,FEN-SKS-surrogate-preparedkeymaterial,FAIL,INCORRETA (constante surrogate registrada porem nao equivalente: conjunto de produtores difere),PROVADO-estrutural,mop:29 le RANDOMIZED; SecretKeySpec.cryptsl:34 requer preparedKeyMaterial; produtores do oraculo: SecretKey.cryptsl:25 e Key.cryptsl:23 (after ge) apenas; produtores de RANDOMIZED no conjunto: SecureRandomSpec.mop:106-133 e RandomStringPassword.mop:15-22 e SecretKeySpec.mop:26; registro: predicate_edges.csv:66 'present-surrogate ... carried as Property.RANDOMIZED' e README.md:162 'borrowed constant',"o surrogate ACEITA produtores que o oraculo nao aceita: new SecretKeySpec(bytes de SecureRandom.nextBytes,'AES') passa c1 e ganha GENERATED_KEY, onde o oraculo cru da RequiredPredicateError -> FN realizavel; nao ha Property.PREPARED_KEY_MATERIAL no enum (Property.java)",registro EXISTE (present-surrogate) mas nao demonstra equivalencia; procurei prova de equivalencia nos registros (nenhuma); procurei reducao de escopo (nenhuma),"o 'misuse' que o oraculo acusa aqui e pratica criptografica boa - vies do oraculo cru a registrar, nao a corrigir (pre_registro secao 1)",FN,critica,0.8,FAIL,INCORRETA (surrogate RANDOMIZED nao equivalente: produtores divergem do oraculo),critica,edges.csv:66 present-surrogate sem prova de equivalencia; produtores do oraculo sao getEncoded (SecretKey/Key.cryptsl); FN e FP direcionais realizaveis; vies do oraculo registrado
ALFA-SKS-04,SecretKeySpecSpec/REQUIRES nao aplicado no ctor 4-args,predicados_composicao,FEN-SKS-requires-4arg,FAIL,INCORRETA (clausula REQUIRES nao lida em metade do alfabeto; FN realizavel; sem registro),PROVADO-artefato,c2 guard = whitelist && length (mop:37; .rvm:21); c4 guard = negacao disso (mop:54); NENHUM validate(RANDOMIZED) no caminho 4-args; c1 (2-args) valida (mop:29) - assimetria interna; harness T2d: ctor 4-args valido retorna,"FN realizavel: new SecretKeySpec(bytesNaoRandomizados,0,16,'AES') -> c2 match -> GENERATED_KEY+SPECCED_KEY escritos; oraculo: REQUIRES preparedKeyMaterial insatisfeito -> erro; alem do FN, o predicado envenena leitores downstream (CipherSpec/MacSpec validam GENERATED_KEY)","procurei registro em predicate_edges.csv:66 (marca REQUIRES 'present' sem notar que so c1/c3 leem - inventario predicate_inventory_jca_android.csv:102-103 lista reads so em c1/c3), divergence_record.csv (hunk f0ffa75b48bc descreve c4 sem notar a ausencia do predicado), predicate_omissions.csv, tasks/design/proposal (nada)",-,FN,critica,0.9,FAIL,INCORRETA (REQUIRES nao lido no caminho 4-args; FN realizavel; sem registro),critica,"c2/c4 sem validate(RANDOMIZED) verificado pelo juiz no .mop/.rvm/artefato; Beta executou SKS-c (GENERATED_KEY concedido, 0 erros)"
ALFA-SKS-05,SecretKeySpecSpec/ENSURES generatedKey[this. alg] - 2a casa,predicados_composicao,FEN-SET-generatedkey-2a-casa,FAIL,OMITIDA (2a casa alg descartada na escrita; sem registro da omissao),PROVADO-estrutural,"@match escreve setProperty(GENERATED_KEY, spec) unario (mop:81); SecretKeySpec.cryptsl:41 ensures generatedKey[this, alg]; store ExecutionContext e unario (ExecutionContext.java:102-120, sem casa para alg); leitores CipherSpec.mop:156/177/198 e MacSpec.mop:75/94 validam GENERATED_KEY sem algoritmo","chave de algoritmo X aceita em cipher/mac de algoritmo Y (mesmo fenomeno da 2a casa do piloto, ALFA-CIP-07, lado leitor; aqui o lado escritor) -> FN de concordancia chave-algoritmo","procurei registro da 2a casa: predicate_edges.csv:68 marca generatedKey 'present' (argument this, sem nota); predicate_omissions.csv nao cobre (mesma lacuna que o juiz do piloto apontou na secao 6 item 5); divergence_record.csv hunks 85e775e32049/644c9b978750 registram speccedKey, nao a casa alg",projecao da 1a casa e correta para leitores que so quantificam this - mas os leitores reais quantificam o par,FN,critica,0.85,FAIL,OMITIDA (2a casa alg descartada na escrita; sem registro),critica,setProperty binario verificado (ExecutionContext.java:102-120); leitores unarios; edges.csv:68 sem nota de casa; FEN-SET-generatedkey-2a-casa (= piloto ALFA-CIP-07 lado escritor)
ALFA-SKS-06,SecretKeySpecSpec/ENSURES speccedKey[this. _],predicados_composicao,FEN-SKS-speccedkey,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (escrita fiel; leitor inexistente porque SecretKeyFactory nao e modelada),OBSERVADO_EM_ARTEFATO,@match escreve SPECCED_KEY (mop:82); 2a casa e anonima (_) na regra -> escrita unaria e projecao fiel; consumidor do oraculo SecretKeyFactory.cryptsl:42 sem .mop (inventario: 11 regras sem spec); registrado em predicate_omissions.csv (SPECCED_KEY) e divergence_record.csv hunk 644c9b978750,escrita correta e registrada; efeito morto espelha o conjunto incompleto (criterio D-S14),procurei leitor de SPECCED_KEY (so PBEKeySpecSpec escreve/remove; nenhum le),limitacao registrada segue bloqueando alegacao de aderencia total (modelo_semantico secao 7),nenhum,minor,0.9,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (segue bloqueando aderencia total),minor,registro duplo verificado (omissions SPECCED_KEY; hunk 644c9b978750)
ALFA-SKS-07,SecretKeySpecSpec/CONSTRAINT length(keyMaterial)>=off+len,bindings_clausulas,FEN-SKS-length-envelope,PASS,FIDELIDADE_DEMONSTRADA (transcricao exata em c2; nao-avaliavel em c1 por componente ausente; disjunto de c4 morto por API),PROVADO-harness-JVM,"c2 guard keyMaterial.length>=offset+len (mop:37) transcreve SecretKeySpec.cryptsl:29; em c1 off/len nao existem -> constraint nao avaliada (mesmo principio do teste D-piloto-2(b), que e N/A literal: nenhuma das 5 regras usa part()); harness T2a-T2c: o ctor lanca exatamente quando a constraint falharia -> no after-returning o disjunto de c4 'keyMaterial.length < offset+len' e inalcancavel",constraint fiel onde avaliavel; inavaliavel onde a regra nao da componentes; violacao real e barrada pela propria API antes do evento,procurei caso em que c4 dispara pela casa de length (inalcancavel apos retorno normal - provado T2a),provado no JDK host; contrato ART identico documentado (mesma ameaca de ALFA-IVP-02); mensagem do c4 cita a casa morta (nota diagnostica no relatorio),nenhum,minor,0.85,PASS,FIDELIDADE_DEMONSTRADA,minor,transcricao exata em c2; harness T2 prova envelope da API; componente ausente nao avaliavel em c1
ALFA-SKS-08,SecretKeySpecSpec/parametrica-ciclo de vida (dim 5),predicados_composicao,FEN-SKS-lifecycle,PASS,FIDELIDADE_DEMONSTRADA,OBSERVADO_EM_ARTEFATO,"SecretKeySpec tem equals/hashCode POR VALOR (javap android-30: equals/hashCode declarados); ExecutionContext usa identitySet/IdentityHashMap (ExecutionContext.java:52-54,102-120) e o javadoc :18-27 justifica exatamente este tipo; indice JavaMOP por identidade (CachedWeakReference no monitor gerado)",duas instancias equals-iguais e distintas por identidade tem monitores e marcas isolados - o caso de risco maximo do conjunto (wrapper por valor) esta correto,procurei store por equals em algum caminho (nenhum),-,nenhum,minor,0.9,PASS,FIDELIDADE_DEMONSTRADA,minor,identitySet vs equals-por-valor do SecretKeySpec verificado - caso de risco maximo correto
ALFA-SET-01,conjunto/flags de categoria obsoletas em evento suprimido,toolchain_android,FEN-SET-flags-obsoletas,FAIL,INCORRETA (defeito de mecanismo do gerador; benigno nas 5 specs do lote por idempotencia),PROVADO-artefato,"wrapper estatico descarta o boolean do evento e testa flags do monitor: gen_IvParameterSpec/...RuntimeMonitor.java:410-417; advice chama c1Event e depois c3Event no mesmo joinpoint (aspecto :41-43; json monitorCalls); apos c1 match, c3Event suprimido re-executa Prop_1_handler_match com flags obsoletas",mesmo fenomeno de BETA-CIP-06/GAMA-CIP-08 do piloto confirmado nos artefatos do lote A; nas 5 specs os handlers @match sao idempotentes (setProperty/setObjectAsInAcceptingState em sets de identidade) -> dano zero AQUI; padrao segue latente para handlers nao-idempotentes,procurei cenario nao-idempotente no lote (nenhum: nenhum handler tem remove/contador),nao exercitado em runtime; ordem dos monitorCalls (conforme antes de violador) e a que torna o caso benigno,nenhum-no-lote,major,0.9,FAIL,INCORRETA (defeito de mecanismo do gerador; benigno no lote por idempotencia),major,padrao verificado pelo juiz no dispatch (SKS :414-419); Beta exercitou ao vivo; precedente piloto: major como padrao set-wide
ALFA-SET-02,conjunto/parser JavaMOP fail-open a parentese desbalanceado,toolchain_android,FEN-SET-failopen-parser,FAIL,INCORRETA (aceitacao silenciosa de entrada malformada; exit 0),MEDIDO,"batchA/alfa_paren_check.py + output: SecretKeySpecSpec.mop evento c1 (linha 24-30) balanco -1 (um ')' sobrando na linha 30); .rvm e .aj gerados balanceados e semanticamente integros; generation_manifest: exit 0, stderr vazio",o gerador absorveu um erro de sintaxe sem aviso - parente do fail-open de simbolo do piloto (GAMA-GCM-01); neste caso o artefato recuperou a semantica pretendida; nada garante isso em geral,procurei warning no stdout da geracao (generation_manifest: nenhum); verifiquei que a condicao sobreviveu integra no .rvm:13,fonte .mop permanece malformada na arvore (higiene de reprodutibilidade),nenhum-neste-caso,major,0.85,FAIL,INCORRETA (parser fail-open a parentese desbalanceado; exit 0),major,balance -1 no fonte congelado + artefatos integros verificados; familia GAMA-GCM-01 do piloto (major como padrao)
ALFA-SET-03,conjunto/oraculo api30 contem regra de classe ausente da API 30,toolchain_android,FEN-HMC-classe-ausente-api30,FAIL,INCORRETA (defeito do gerador do perfil de disponibilidade; vies do oraculo registrado),MEDIDO,HMACParameterSpec.cryptsl presente em MetaCrySL/generated/api30 (manifesto congelado); 0 entradas javax/xml/crypto no android-30.jar sha 96ccfdc8 (alfa_api30_members_output.txt),o perfil que 'modela disponibilidade' emitiu regra para classe que a API 30 nao publica - viola a premissa do proprio perfil; consequencias na spec em ALFA-HMC-02,procurei a classe no jar por unzip (metodo autoritativo; javap tem fallback silencioso ao JDK - documentado),"defeito e do oraculo derivado, fora do poder da traducao; nao muda vereditos de fidelidade, muda a leitura do conjunto",nenhum-direto,major,0.9,FAIL,INCORRETA (oraculo derivado emite regra de classe ausente da API 30),major,"0 entradas no jar verificado pelo juiz; vies registrado, nao corrigido (pre_registro par.1)"
ALFA-SET-04,conjunto/@fail morto nas 5 specs de ctor unico,diagnostico,FEN-BATCHA-fail-morto,PASS,FIDELIDADE_DEMONSTRADA (nenhum InvalidSequenceOfMethodCalls espurio e possivel a partir destas specs),PROVADO-verificacao-algoritmica,"tabelas efetivas dos 5 monitores: fail (estado 2) alcancavel so a partir de estado>=1, que exige 2o evento sobre o MESMO objeto - impossivel para construtores; alfa_automata_output.txt secao [vacuous]","as 5 specs nao podem emitir sequencia invalida espuria (o tipo dominante do dataset historico) - propriedade positiva do lote; handlers @fail+__RESET sao codigo morto (higiene, nao defeito)",procurei rota para estado 2 com 1 evento (nenhuma),"weaving/duplicacao de advice fora do escopo Alfa (se um weaver duplicar o evento, o fail vira alcancavel - pendencia G6/G10)",nenhum,minor,0.9,FAIL,INCORRETA (propriedade set-wide refutada: HMC emite InvalidSequenceOfMethodCalls espurio),critica,REVERTIDO de PASS: J3 executado pelo juiz - monitor global do HMC dispara @fail em trace legal; a propriedade vale apenas para as 4 specs parametrizadas
BETA-DHG-01,DHGenParameterSpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"/usr/bin/time -v javamop+rv-monitor em scratch: 0,42s/85,7MB + 0,88s/86,1MB exit 0 stderr vazio; CoenableProbe ere c1: coenable[fail]=1=1x(2^1-1) saturado; 1 evento <=17",geracao limpa e trivial; artefatos byte-identicos ao insumo da rodada,stderr e stdout inspecionados por strings de erro; regeneracao independente com hash-compare,carga da maquina afeta wall-clock e nao contagens,nenhum,-,0.98,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),-,medicao limpa; artefatos byte-identicos verificados pelo juiz
BETA-DHG-02,DHGenParameterSpecSpec/pointcut c1,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,PointcutBudgetCtor sobre matcher de producao (instr-cli.jar 356e8b70) vs android-30 96ccfdc8 (membros por javap de .class EXTRAIDOS do jar): c1 captura ctor/2 apenas; getters UNMATCHED; DHParameterSpec ctors 0 hits; beta_capture_outputs.txt,Esperado(1 ctor)⊆Capturado; vizinhos livres; sem overlap,mesa contra android-36 e android-37.0: ctor set identico,call-site sintetico; weave real nao exercitado (G6),nenhum,-,0.97,PASS,FIDELIDADE_DEMONSTRADA,-,"matcher de producao, particao exata, vizinhos livres"
BETA-DHG-03,DHGenParameterSpecSpec/ORDER c1,linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,tabela {1;2;2} DHGenParameterSpecSpecRuntimeMonitor.java:68; walk executavel BetaDrive DHG-a/c: um c1 conforme aceita; segundo evento no mesmo monitor -> fail,linguagem efetiva por objeto = exatamente um c1 = ere do .mop,tabela extraida e exercitada em execucao real do monitor compilado,comparacao com CrySL e de Alfa; aqui so artefato vs .mop,nenhum,-,0.97,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),-,tabela verificada pelo juiz (J1); compoe com ALFA-DHG-01 sem conflito
BETA-DHG-04,DHGenParameterSpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,fail=2 exige 2o evento no MESMO monitor indexado pelo objeto retornado (MapOfMonitor :206); construcao sempre gera objeto novo; BetaDrive DHG-c: so evento artificial duplicado dispara @fail,InvalidSequenceOfMethodCalls desta spec nunca e emitido em trace real; mesmo fenomeno do GCM no piloto,procurada rota real para 2o evento no mesmo monitor: inexistente (nenhum outro pointcut liga o objeto),nenhuma estrutural,FN de diagnostico local (spec sem canal proprio),major,0.95,FAIL,INCORRETA (canal @fail morto - higiene),minor,AJUSTADO major->minor: sob o oraculo DHG nao existe trace violador por objeto (ORDER c1 unico) - o canal morto nada perde; difere do GCM piloto (la havia violacoes suprimidas sem canal vivo)
BETA-DHG-05,DHGenParameterSpecSpec/condition exponentSize<primeSize,bindings_clausulas,FEN-DHG-condicao-extra,FAIL,INCORRETA (constraint extra-oraculo via supressao silenciosa; ancora 1.5.2 registrada),MEDIDO,DHGenParameterSpec.cryptsl SEM secao CONSTRAINTS; .mop:24 condition(exponentSize<primeSize); BetaDrive DHG-b: construcao legal pelo oraculo suprimida com 0 erros e PREPARED_DH negado; conformance_record.csv:5 registra a ancora,objeto legal pelo oraculo cru fica sem PREPARED_DH; KeyPairGeneratorSpec.mop:96/107 acusa !validate(PREPARED_DH) -> cadeia de FP,procurado CONSTRAINTS na regra api30: ausente; registro gh101 localizado,elo final (acusacao no KPG) lido no fonte e nao executado (spec de outro lote),FP downstream realizavel para construcao oracle-legal,major,0.85,FAIL,INCORRETA (constraint extra-oraculo via supressao silenciosa),critica,"AJUSTADO major->critica: a ressalva de Beta (elo final nao executado) foi fechada pelo J2 do juiz (FP fim-a-fim, 3 reps); criterio pre-registrado par.4"
BETA-HMC-01,HMACParameterSpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"0,42s/84,7MB + 0,93s/85,1MB exit 0; CoenableProbe: 1 evento coenable[fail]=1 saturado",geracao limpa e trivial; hashes = manifesto,stderr inspecionado; regeneracao independente,nenhuma relevante,nenhum,-,0.98,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),-,medicao limpa
BETA-HMC-02,HMACParameterSpecSpec/classe-alvo vs API 30,captura_eventos,FEN-HMC-classe-ausente,FAIL,INCORRETA (regra api30 modela classe inexistente na plataforma declarada),MEDIDO,unzip -l android-30/android.jar: 0 entradas HMACParameterSpec e 0 sob javax/xml/crypto (so datatype/namespace/parsers/transform/validation/xpath); idem android-36/37.0; javap resolve do JDK (armadilha demonstrada); matcher casa call-site de classe EMBARCADA no app (beta_capture_outputs.txt),Esperado(plataforma)=vazio: a spec e irrealizavel via API da plataforma API 30; so dispara com javax.xml.crypto embarcado (JSR-105); perfil android de disponibilidade contradito,procurada a classe em todo o jar e em 36/37.0; testado matching de owner embarcado,lado ajc (tipo irresoluvel no classpath android-30) nao executavel no host: pendencia nomeada,zero-fire estrutural na plataforma; PREPARED_HMAC nunca escrito em Android -> leitor MacSpec.mop:99 acusa qualquer params nao-nulo,major,0.95,FAIL,INCORRETA (regra api30 modela classe inexistente na plataforma declarada),major,0 entradas verificado pelo juiz; convencao D-piloto-4 item 4 (medicao FAIL -> INCORRETA do oraculo/toolchain); complementar a ALFA-HMC-02 (unidade spec)
BETA-HMC-03,HMACParameterSpecSpec/parametrizacao (ciclo de vida),bindings_clausulas,FEN-HMC-monitor-global,FAIL,INCORRETA (monitor global; FP em trace legal),PROVADO,"parametro da spec hmacParameterSpec nunca ligado (evento liga s; .mop:17,21); arvore de indexacao = Tuple2 estatico unico (RuntimeMonitor:212,236-239; MultiSpec_1RuntimeMonitor.java:9462); BetaDriveHmc 3 reps identicas: 2 construcoes distintas legais -> errors=1 InvalidSequenceOfMethodCalls e 2o objeto sem PREPARED_HMAC","FP demonstrado em execucao: ciclo de vida CrySL e por this, o do artefato e por processo; 2o objeto tambem perde PREPARED_HMAC (FP de 2a ordem via MacSpec.mop:99)",procurada indexacao por objeto no wrapper: inexistente; teste discriminante global-vs-parametrico executado 3x,realizavel em Android so com classe embarcada (BETA-HMC-02); em JSE plenamente realizavel,FP direto (acusacao falsa) + FN/FP de predicado downstream,critica,0.97,FAIL,INCORRETA (monitor global; FP em trace legal),critica,"re-executado pelo juiz (J3, 3 reps) sobre o artefato da rodada: errors=1 InvalidSequenceOfMethodCalls; 2o objeto sem PREPARED_HMAC; realizavel onde a classe existir"
BETA-HMC-04,HMACParameterSpecSpec/ORDER c,linguagem_formal,FEN-HMC-monitor-global,PASS,FIDELIDADE_DEMONSTRADA (tabela fiel ao ere c; escopo do monitor tratado em BETA-HMC-03),PROVADO,tabela {1;2;2} RuntimeMonitor:94; backend sincronizado (AbstractSynchronizedMonitor :79) difere dos outros 4 (atomico) sem mudar semantica de tabela,"transicoes = ere c; a divergencia critica esta no ESCOPO (claim irmao), nao na tabela",tabela exercitada em execucao,separacao tabela/escopo pode subestimar o defeito se lida isolada: cross-ref obrigatorio,nenhum na tabela,-,0.9,PASS,FIDELIDADE_DEMONSTRADA (tabela fiel ao ere; escopo do monitor no claim irmao),-,escopo declarado tabela-vs-ere mantido (precedente piloto BETA-CIP-09); cross-ref obrigatorio a BETA-HMC-03
BETA-PBE-01,PBEParameterSpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"0,43s/86,2MB + 0,91s/87,2MB exit 0; CoenableProbe: 3 eventos coenable[fail]=21=3x(2^3-1) saturado; chars=261",geracao limpa; hashes = manifesto,stderr inspecionado; regeneracao independente,nenhuma relevante,nenhum,-,0.98,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),-,medicao limpa
BETA-PBE-02,PBEParameterSpecSpec/pointcuts c1-c3,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,"matcher de producao vs android-30 extraido: c1/c3->ctor2 (overlap deliberado; complementaridade PROVADA em execucao), c2->ctor3; getters UNMATCHED; GCMParameterSpec ctors 0 hits",Esperado(2 ctors)⊆Capturado; vizinhos livres; exatamente 1 transicao por construcao,mesa contra android-36/37.0 identica; complementaridade das conditions executada,weave real nao exercitado (G6),nenhum,-,0.96,PASS,FIDELIDADE_DEMONSTRADA,-,particao exata; complementaridade das conditions provada em execucao
BETA-PBE-03,PBEParameterSpecSpec/ORDER c3*(c1|c2),linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,tabelas c1{1;2;2} c2{1;2;2} c3{0;2;2} RuntimeMonitor:115-117; walks executaveis BetaDrive PBE-a/b/d,linguagem efetiva por objeto = c3*(c1|c2) = ere do .mop,tabelas extraidas e exercitadas,comparacao com CrySL e de Alfa,nenhum,-,0.97,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),-,tabelas verificadas pelo juiz (J1)
BETA-PBE-04,PBEParameterSpecSpec/ctor 3-arg violador (CONSTRAINT iterationCount),bindings_clausulas,FEN-PBE-supressao-c2,FAIL,INCORRETA (FN terminal realizavel: violacao 3-arg invisivel ponta a ponta),PROVADO,"advice do ctor 3-arg tem SO c2 (aspecto :48-51; descriptor advices[1] 1 monitorCall); BetaDrive PBE-c: new PBEParameterSpec(salt,100,aps) retorna normal (API real), c2 suprimido -> 0 eventos 0 erros 0 propriedades; PREPARED_PBE sem leitor no conjunto (predicate_omissions.csv:8)","violacao do iterationCount>=10000 via ctor 3-arg: sem acusacao local (nao ha c4-analogo), sem transicao, e sem acusacao downstream (write-no-read) -> FN terminal",procurado ramo negativo p/ 3-arg no .mop/.rvm/aspecto/descriptor: inexistente; procurado leitor de PREPARED_PBE nos 23 .mop: inexistente,comportamento libcore do ctor INFERIDO igual ao JDK (retorna normal),FN terminal demonstrado em trace realizavel,critica,0.95,FAIL,INCORRETA (FN terminal realizavel: violacao 3-args invisivel ponta a ponta),critica,executado (PBE-c); advice 3-args com so c2Event verificado pelo juiz no aspecto; PREPARED_PBE sem leitor confirmado
BETA-PBE-05,PBEParameterSpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,fail exige 2o evento no mesmo monitor por objeto (:307); mesma prova executavel do DHG-04,InvalidSequenceOfMethodCalls desta spec nunca emitido em trace real,rota real para 2o evento procurada: inexistente,nenhuma estrutural,FN de diagnostico local,major,0.95,FAIL,INCORRETA (canal @fail morto - higiene),minor,AJUSTADO major->minor: PBE tem canal vivo proprio (c3) para as violacoes reais; ORDER por objeto nao viola; difere do GCM piloto
BETA-PBE-06,PBEParameterSpecSpec/ENSURES preparedPBE,predicados_composicao,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (write-no-read D-S14 registrado),OBSERVADO_EM_ARTEFATO,@match grava PREPARED_PBE (RuntimeMonitor:218-223); leitor inexistente nos 23 (grep); registro em predicate_omissions.csv:8 (consumidor AlgorithmParameters nao modelado),escrita fiel a regra; efeito morto no conjunto; registrado — o que ainda bloqueia alegacao de aderencia total (modelo semantico par.7),grep de PREPARED_PBE em todos os .mop do conjunto,interage com BETA-PBE-04 elevando o FN a terminal,sem FP; contribui para o FN do claim irmao,minor,0.9,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (write-no-read D-S14 registrado),minor,registro verificado (omissions linha PREPARED_PBE); bloqueia aderencia total
BETA-PBE-07,PBEParameterSpecSpec/mensagem do c3,diagnostico,,FAIL,INCORRETA (mensagem contradiz o limiar),OBSERVADO_EM_ARTEFATO,".mop:50 e .rvm:32: mensagem diz 'expecting at least 1000 iterations' mas a condition exige >=10000 (.mop:26,46)",diagnostico atribuivel porem enganoso por um fator de 10,"conferido no .mop, .rvm e monitor gerado (mesmo texto)",nenhuma,orienta correcao errada do app (nao gera FP/FN),minor,0.98,FAIL,INCORRETA (mensagem contradiz o limiar),minor,verificado no .mop/.rvm/artefato
BETA-IVP-01,IvParameterSpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"0,41s/87,8MB + 0,91s/87,2MB exit 0; CoenableProbe: 4 eventos coenable[fail]=60=4x(2^4-1) saturado; chars=719",geracao limpa; hashes = manifesto,stderr inspecionado; regeneracao independente,nenhuma relevante,nenhum,-,0.98,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),-,medicao limpa
BETA-IVP-02,IvParameterSpecSpec/pointcuts c1-c4,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,matcher de producao vs android-30 extraido: c1/c3->ctor1 c2/c4->ctor3 (overlaps deliberados); getIV UNMATCHED; GCMParameterSpec ctors 0 hits; overloads exaustivos (2 ctors na API 30),Esperado⊆Capturado; vizinhos livres; exatamente 1 transicao por construcao realizavel,mesa contra android-36/37.0 identica,weave real nao exercitado (G6),nenhum,-,0.96,PASS,FIDELIDADE_DEMONSTRADA,-,particao exata; overloads exaustivos
BETA-IVP-03,IvParameterSpecSpec/ORDER (c3|c4)*(c1|c2),linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,tabelas :137-140; walks executaveis BetaDrive IVP-a/b/c/d,linguagem efetiva por objeto = ere do .mop,tabelas extraidas e exercitadas,comparacao com CrySL e de Alfa,nenhum,-,0.97,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),-,tabelas verificadas pelo juiz (J1)
