mop_file,rule,variable,rule_object,verdict,changed_from_jca,mop_literals,rule_literals,spelling_variants,aliases,unmatched,absent_from_mop,reason
jca_android/KeyStoreSpec.mop,generated/api30/KeyStore.cryptsl,keyStoreAlg,"keyStoreAlg in {AndroidKeyStore, PKCS12, BKS, BouncyCastle, AndroidCAStore}",transcription,yes,"AndroidKeyStore, PKCS12, BKS, BouncyCastle, AndroidCAStore",same 5,case-insensitive,none — OpenSSLProvider.java registers no KeyStore alias (declared limit of the table),-,"JCEKS, JKS, DKS, PKCS11","this single clause resolves the 2,005-event / 11-app / 12-misuse AndroidKeyStore block of the publishable tier. Narrowing hunk: the seed also admitted JCEKS, JKS, DKS and PKCS11 — MOP-MAIS-PERMISSIVO row of constraint_table.csv against KeyStore.cryptsl:89. The three neverTypeOf clauses are deferred constants, entered below."
jca_android/MacSpec.mop,generated/api30/Mac.cryptsl,macAlg,macAlg in {12 entries},transcription,yes,"PBEwithHmacSHA256, PBEwithHmacSHA1, HmacSHA224, HmacSHA256, HmacMD5, HmacSHA512, PBEwithHmacSHA512, HmacSHA384, PBEwithHmacSHA384, PBEwithHmacSHA224, PBEwithHmacSHA, HmacSHA1",same 12,case-insensitive,Mac rows of alias_table.csv (24),-,HmacPBESHA1,"api30 adds HmacMD5, HmacSHA1 and HmacSHA224; the seed already carried the PBEwithHmac* family under the spelling PBEWithHmac*, which case-insensitive comparison covers. Narrowing hunk: the seed also admitted HmacPBESHA1 — MOP-MAIS-PERMISSIVO row of constraint_table.csv against Mac.cryptsl:71. The seed hand-wrote the Conscrypt aliases HMAC-SHA256, HMAC/SHA256, HMAC-SHA384, HMAC/SHA384, HMAC/SHA512, HMAC-SHA512, PBEWITHHMACSHA and PBEWITHHMACSHA-256 inside the list; they leave with it. offset < len and length(output1) > outOffset are deferred constants, entered below."
jca_android/MessageDigestSpec.mop,generated/api30/MessageDigest.cryptsl,digestAlg,"digestAlg in {MD5, SHA-224, SHA-256, SHA-1, SHA-512, SHA-384}",transcription,yes,"MD5, SHA-224, SHA-256, SHA-1, SHA-512, SHA-384",same 6,case-insensitive,"MessageDigest rows of alias_table.csv (12): SHA1/SHA -> SHA-1 (OpenSSLProvider.java:115-116), SHA256 -> SHA-256 (:124), SHA224/SHA384/SHA512 and the OIDs",-,-,"DECLARED COST of the single-oracle rule: api30 admits MD5 and SHA-1, so the published dataset's 6,048 MessageDigestSpec/UnsafeAlgorithm rows lose 5,892 — 3,552 MD5 and 2,340 SHA-1/SHA1/SHA — which is 97.4 % of that specification's UnsafeAlgorithm reports, 36.4 % of all its 16,183 reports and 6.1 % of the 97,018-row corpus. This is a decision recorded as a transcription, NOT a divergence: re-narrowing the list on preference would restore the JSE-era preference-as-fact. In jca_android the ErrorType UnsafeAlgorithm therefore means ""value outside the api30 allow-list of the platform"", not ""cryptographically insecure"". pre_len > pre_off and len > off are deferred constants, entered below."
jca_android/PBEKeySpecSpec.mop,generated/api30/PBEKeySpec.cryptsl,iterationCount,iterationCount >= 10000,transcription,no,iterationCount >= 10000,iterationCount >= 10000,-,none,-,-,"IGUAL; the rule declares no allow-list. neverTypeOf(password, java.lang.String) is a deferred constant, entered below. The rule's REQUIRES randomized[salt] cannot be encoded in a set that carries no predicates (INV-INS-128), which is what removes err2 and err3."
jca_android/PBEParameterSpecSpec.mop,generated/api30/PBEParameterSpec.cryptsl,iterationCount,iterationCount >= 10000,transcription,no,iterationCount >= 10000,iterationCount >= 10000,-,none,-,-,"IGUAL; the rule declares no allow-list. The rule's REQUIRES randomized[salt] is encoded by the seed's predicate on c3, which the successor carries over unchanged (D-11)."
jca_android/SSLContextSpec.mop,generated/api30/SSLContext.cryptsl,protocol,"protocol in {Default, TLSv1.2, TLSv1.1, SSL, TLSv1, TLS, TLSv1.3}",transcription,yes,"Default, TLSv1.2, TLSv1.1, SSL, TLSv1, TLS, TLSv1.3",same 7,case-insensitive,"none — SSLContext.SSL and SSLContext.TLS at OpenSSLProvider.java:80-81 point at the same implementation class but are not Alg.Alias registrations, so they are behavioural equivalence and not table rows",-,-,"this single clause resolves the 8,648-event / 60-app / 65-misuse TLS block of the publishable tier, the single largest contributor to the published count. The seed was strictly narrower (TLSV1.2, TLSV1.3 under .toUpperCase()), a MOP-MAIS-RESTRITIVO row of constraint_table.csv."
jca_android/SecretKeySpecSpec.mop,generated/api30/SecretKeySpec.cryptsl,keyMaterial,CONSTRAINTS = length(keyMaterial) >= off + len only,transcription,yes,keyMaterial.length >= offset + len,length(keyMaterial) >= off + len,-,none,-,"AES, HMACSHA256, HMACSHA384, HMACSHA512 and the four hand-written HMAC aliases","the api30 rule declares nothing about the algorithm, so THE ALLOW-LIST HAS NO BASE AND IS REMOVED — a MOP-SEM-BASE row of constraint_table.csv. Knock-on: c1 and c3 lose the algorithm conjunct and keep the randomisation predicate the seed guards them with; c4 keeps the bounds half alone. The length clause itself is IGUAL."
jca_android/SecureRandomSpec.mop,generated/api30/SecureRandom.cryptsl,randAlg,randAlg in {SHA1PRNG},transcription,yes,SHA1PRNG,SHA1PRNG,case-insensitive,none in this service,-,"Windows-PRNG, NativePRNG, NativePRNGBlocking, NativePRNGNonBlocking, PKCS11","the api30 rule is the more restrictive one and is right: none of the four dropped provider names exists on Android 11. Narrowing hunk, MOP-MAIS-PERMISSIVO row of constraint_table.csv against SecureRandom.cryptsl:61; not a divergence, since it is the transcription itself."
jca_android/SignatureSpec.mop,generated/api30/Signature.cryptsl,alg,alg in {20 entries},transcription,yes,"the 20 api30 entries plus SHA1withECDSA, SHA256withECDSA, SHA384withECDSA, SHA512withECDSA (24)","NONEwithRSA, SHA1withDSA, SHA224withECDSA, MD5withRSA, SHA256withDSA, SHA384withRSA/PSS, DSAwithSHA1, SHA384withRSA, SHA512withRSA/PSS, SHA1withRSA/PSS, SHA512withRSA, SHA1withRSA, NONEwithDSA, SHA256withRSA/PSS, SHA224withRSA/PSS, SHA256withRSA, DSA, SHA224withRSA, SHA224withDSA, DSS","case-insensitive — SHA256WITHRSA (4 events, 1 app, 1 misuse) matches on case alone and needs no alias row",Signature rows of alias_table.csv (55),-,-,"DECLARED COST: the same single-oracle rule makes the set accept MD5withRSA, SHA1withRSA and SHA1withDSA, which the frozen jca rejected. The four SHA*withECDSA additions are a recorded divergence, not a transcription — see divergence_record.csv (task 2.7); the seed already carried three of the four, so a literal transcription would have made the successor accuse where its predecessor did not."
jca_android/TrustManagerFactorySpec.mop,generated/api30/TrustManagerFactory.cryptsl,algo,algo in {PKIX},transcription,yes,PKIX,PKIX,case-insensitive,"X509 -> PKIX (OpenSSLProvider.java:90), the one TrustManagerFactory row of alias_table.csv",-,SunX509,"more restrictive and correct: SunX509 does not exist on Android. Narrowing hunk, MOP-MAIS-PERMISSIVO row of constraint_table.csv against TrustManagerFactory.cryptsl:37. The 643 observed X509 events (3 apps, 5 misuses) are resolved by the alias row, not by the list — the list stays exactly PKIX."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(1) in {CFB,PCBC,OFB,CBC,CTS,CTR} && encmode != 1 => noCallTo(IWOIV)",deferred-constant,no,-,-,-,-,-,"part(1) in {CFB,PCBC,OFB,CBC,CTS,CTR} && encmode != 1 => noCallTo(IWOIV)","clause at Cipher.cryptsl:123. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(1) in {OFB,CBC,CTS,CTR,CFB,PCBC} && encmode == 1 => callTo(iv)",deferred-constant,no,-,-,-,-,-,"part(1) in {OFB,CBC,CTS,CTR,CFB,PCBC} && encmode == 1 => callTo(iv)","clause at Cipher.cryptsl:125. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"encmode in {2, 4, 1, 3}",deferred-constant,no,-,-,-,-,-,"encmode in {2, 4, 1, 3}","clause at Cipher.cryptsl:127. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,length(pre_plaintext) >= pre_plain_off + len,deferred-constant,no,-,-,-,-,-,length(pre_plaintext) >= pre_plain_off + len,"clause at Cipher.cryptsl:129. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,length(pre_ciphertext) <= pre_ciphertext_off,deferred-constant,no,-,-,-,-,-,length(pre_ciphertext) <= pre_ciphertext_off,"clause at Cipher.cryptsl:131. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,length(plainText) <= plain_off + len,deferred-constant,no,-,-,-,-,-,length(plainText) <= plain_off + len,"clause at Cipher.cryptsl:133. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,length(cipherText) <= ciphertext_off,deferred-constant,no,-,-,-,-,-,length(cipherText) <= ciphertext_off,"clause at Cipher.cryptsl:135. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {DESede} => part(1) in {CTS,CTR,CFB,OFB,ECB,CBC}",deferred-constant,no,-,-,-,-,-,"part(0) in {DESede} => part(1) in {CTS,CTR,CFB,OFB,ECB,CBC}","clause at Cipher.cryptsl:139. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {BLOWFISH} => part(1) in {CTS,CTR,CFB,OFB,ECB,CBC}",deferred-constant,no,-,-,-,-,-,"part(0) in {BLOWFISH} => part(1) in {CTS,CTR,CFB,OFB,ECB,CBC}","clause at Cipher.cryptsl:151. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {BLOWFISH} && part(1) in {CBC} => part(2) in {PKCS5Padding,PKCS7Padding,ISO10126Padding}",deferred-constant,no,-,-,-,-,-,"part(0) in {BLOWFISH} && part(1) in {CBC} => part(2) in {PKCS5Padding,PKCS7Padding,ISO10126Padding}","clause at Cipher.cryptsl:153. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {BLOWFISH} && part(1) in {OFB,CTR,CFB} => part(2) in {NoPadding}",deferred-constant,no,-,-,-,-,-,"part(0) in {BLOWFISH} && part(1) in {OFB,CTR,CFB} => part(2) in {NoPadding}","clause at Cipher.cryptsl:155. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,part(0) in {ARC4} => part(1) in {ECB},deferred-constant,no,-,-,-,-,-,part(0) in {ARC4} => part(1) in {ECB},"clause at Cipher.cryptsl:157. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,part(0) in {ARC4} => part(2) in {NoPadding},deferred-constant,no,-,-,-,-,-,part(0) in {ARC4} => part(2) in {NoPadding},"clause at Cipher.cryptsl:159. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {AES_256,AES_128} => part(1) in {GCM,ECB,CBC}",deferred-constant,no,-,-,-,-,-,"part(0) in {AES_256,AES_128} => part(1) in {GCM,ECB,CBC}","clause at Cipher.cryptsl:161. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {AES_256,AES_128} && part(1) in {ECB,CBC} => part(2) in {PKCS5Padding,NoPadding}",deferred-constant,no,-,-,-,-,-,"part(0) in {AES_256,AES_128} && part(1) in {ECB,CBC} => part(2) in {PKCS5Padding,NoPadding}","clause at Cipher.cryptsl:163. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {AES_128,AES_256} && part(1) in {GCM} => part(2) in {NoPadding}",deferred-constant,no,-,-,-,-,-,"part(0) in {AES_128,AES_256} && part(1) in {GCM} => part(2) in {NoPadding}","clause at Cipher.cryptsl:165. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,"part(0) in {ChaCha20} => part(1) in {Poly1305, """"}",deferred-constant,no,-,-,-,-,-,"part(0) in {ChaCha20} => part(1) in {Poly1305, """"}","clause at Cipher.cryptsl:167. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,-,part(0) in {ChaCha20} => part(2) in {NoPadding},deferred-constant,no,-,-,-,-,-,part(0) in {ChaCha20} => part(2) in {NoPadding},"clause at Cipher.cryptsl:169. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherInputStreamSpec.mop,generated/api30/CipherInputStream.cryptsl,-,len > off,deferred-constant,no,-,-,-,-,-,len > off,"clause at CipherInputStream.cryptsl:41. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherOutputStreamSpec.mop,generated/api30/CipherOutputStream.cryptsl,-,len > off,deferred-constant,no,-,-,-,-,-,len > off,"clause at CipherOutputStream.cryptsl:43. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/KeyGeneratorSpec.mop,generated/api30/KeyGenerator.cryptsl,-,"alg in {AES} => keySize in {128, 192, 256}",deferred-constant,no,-,-,-,-,-,"alg in {""AES""} => keySize in {128, 192, 256}","clause at KeyGenerator.cryptsl:47. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
