id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
GAMA-KST-02,KST @fail predicate withdrawal on shared field,predicados_composicao,FEN-KST-ERASURE,FAIL,INCORRETA (executed cross-object erasure chain),predicados_executado,"harness kst_c: A completes conformant Gets+Loads (validate(ksA)=true); B's bogus store() fails the GLOBAL monitor; @fail removes GENERATED_KEY_STORE(keyStore field == A) -> validate(ksA)=false; downstream conformant TMF.init(ksA) -> UnsatisfiedConstraint FP (record shown)",The wholesale-erasure defect class gh101 repaired for KMF/TMF (2-arg removes) resurfaces in KST through the global monitor's shared field - one object's misuse erases another object's rule-granted predicate,Register rows 4c9dd488caaa/c48992bd2264 fix the array-erasure for the factories; nothing covers KST's shared-field variant: 0 hits,G10; requires two live keystores + one misuse,FP (downstream KMF/TMF/SSL chain),critica,0.95
GAMA-KST-03,"KST ORDER Gets,Loads vs g2*g1 ere prefix",diagnostico,FEN-C-PAIRING-IMEDIATO,FAIL,INCORRETA (executed FP pair),diagnostico_executado,"harness kst_b: [g1(JKS) suppressed, g2, load, getKey] -> InvalidSeq at load line + InvalidKeyStoreType 'but found JKS.' + InvalidSeq at getKey line; ere '(g2* g1 load ...)+' (.mop:81) demands a SAFE g1 before load; rule KeyStore.cryptsl:78-89 puts the type in CONSTRAINTS - ORDER 'Gets, Loads' is satisfied by the trace","Unsafe-type keystore: 2 spurious InvalidSeq bracketing the one correct specific report; load[0]=5 and gk1[0]=5 (artifact :244,:248)",frozen_set_debt.md 3b.11b names KeyStoreSpec's g2* prefix - registered-residue caveat as TMF-01,G10,FP x2 per unsafe-type lifecycle,critica,0.9
GAMA-KST-04,"KST rule g2: getInstance(keyStoreAlg, _)",captura_eventos,FEN-C-UNSAFE-2ARG,FAIL,OMITIDA (rule aggregate member absent; null-marking side effect),captura_artefato+api,"Rule g2 is the 2-arg getInstance (KeyStore.cryptsl:47); spec's g2 is the unsafe-TYPE 1-arg twin (.mop:38-43) - name collision, different clause; android-30: getInstance(String,String) and (String,Provider) exist; no event matches either; load body then runs setProperty(GENERATED_KEY_STORE, keyStore==null) (.mop:48) since only g1 sets the field",2-arg-created keystore: creation invisible; load accused from state 0; the REAL store object never earns generatedKeyStore -> downstream KMF/TMF UnsatisfiedConstraint FP on conformant flows; null is marked instead,Searched registers for the KST 2-arg gap: 0 hits,Not separately executed (tables + executed analogues tmf_c/kst_c),FP (displaced downstream) + FN (type constraint on 2-arg routes),major,0.85
GAMA-KST-05,KST Entries: scE skE1 skE2,bindings_clausulas,FEN-KST-ENTRIES-OMITIDAS,FAIL,OMITIDA (unregistered),clausula_ausente,"Rule declares setCertificateEntry and both setKeyEntry overloads (KeyStore.cryptsl:67-71); spec has no events (grep 0 hits); registers: 0 hits (grep output preserved); android-30 declares all three; app flow load->setKeyEntry->store: monitor accuses store (se1-less) at a displaced site with unknown",Three declared rule events unobservable; the rule's own ORDER treatment of Entries-not-in-ORDER is an oracle ambiguity - recorded for Alfa,"Searched predicate_omissions, divergence_record, frozen_set_debt, README: 0 hits",Oracle ambiguity (Entries declared but only gE/sE in ORDER),FN + displaced FP at store,major,0.85
GAMA-KST-06,KST conformant lifecycle + 3-predicate key marking,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA (repair holds),predicados_executado,"harness kst_d: [g1(BKS), load, getKey] -> 0 records; validate(GENERATED_KEY,key)=true AND validate(GENERATED_PRIVATE_KEY,key)=true (row 40cf6d2335e1 repair); @fail removals symmetric (.mop:86-89)",gh101 task 4.1 three-predicate write verified executing,Falsification via kst_a/b/c,G10,none on this path,n/a,0.9
GAMA-KST-07,KST historical 10660 lines,diagnostico,FEN-C-PAIRING-IMEDIATO,INCONCLUSIVE,INCONCLUSIVA (attribution deferred),historico_hipotese,"Stratification: 10660/35/22/52; InvalidKeyStoreType 2005 lines ALL 'but found AndroidKeyStore.' under the jca desktop list (JCEKS/JKS/DKS/PKCS11/PKCS12) - jca_android realigns to the rule's 5 Android types; cells both=927 only_generic=2771; top sites tink Android <init> wrappers and okhttp newEmptyKeyStore",The 2005-line category disappears in jca_android by ORACLE ALIGNMENT not repair; only-generic cells consistent with the global-monitor interleaving of KST-01 (multi-keystore apps) - named replay tests,Register 792897ad0e9c documents the type-list realignment - verified read,Pre-repair data; no causal claim,n/a,n/a,0.85
GAMA-KGN-01,KGN generated monitor compilability,reprodutibilidade,FEN-KGN-NOCOMPILE,FAIL,INCORRETA (per-spec artifact does not compile; production-masked),toolchain_executado,"javac over the frozen round artifact: 'error: cannot find symbol Key generatedKey' exit=1 (gama_kgn_compile_error.txt); .mop declares Key generatedKey (.mop:28) with no java.security.Key import (imports .mop:3-10); jca twin identical (inherited); production masked ONLY by -merge import union (runtime_verification_generator.py:211,269) with KeyStoreSpec supplying the import",The per-spec artifact of record for this round is non-compilable; the production build compiles by accident of merge order - removing/customizing any Key-importing spec breaks the whole merged monitor,Searched registers for the missing import: 0 hits; verified jca twin carries the same declaration (diff),Round generation is per-spec (audit pipeline); production is -merge - severity is latency not current breakage,none directly; masks all KGN findings if unmasked,major,0.95
GAMA-KGN-02,"KGN ORDER Gets, Inits?, gk vs ere unsafe prefix",diagnostico,FEN-C-PAIRING-IMEDIATO,FAIL,INCORRETA (executed FP pair),diagnostico_executado,"harness kgn_a (patched-import copy, 1-line delta documented, sha 4e24e1bf...): [g1(DES) suppressed, g3, generateKey] -> InvalidSeq(unknown) + UnsafeAlgorithm 'but found DES.' at the SAME gk1 line; gk1={5,5,1,1,1,5} from state 0 -> 5 (artifact :275); rule KeyGenerator.cryptsl:40-48: alg is a CONSTRAINT; ORDER 'Gets, Inits?, gk' satisfied",Fifth spec of the batch with the same-call pairing; also the whole 17-item whitelist (incl. 6 non-rule spellings) is serialized into the expecting field,frozen_set_debt.md 3b.11b names KeyGeneratorSpec's g3* prefix,G10; patched-copy caveat (1 import line only),FP per unsafe-algorithm generateKey,critica,0.9
GAMA-KGN-03,KGN CONSTRAINTS alg allow-list,bindings_clausulas,FEN-KGN-WHITELIST,FAIL,INCORRETA (executed FN vs raw oracle; registered as carried artefact),bindings_executado,"harness kgn_c: g1('HMAC-SHA256') accepted, generateKey -> 0 records; rule constraint lists exactly 11 algorithms (KeyGenerator.cryptsl:45) - none of the 6 HMAC-dash/slash spellings; divergence row 53b2fdc6652b registers them as 'translation artefacts carried over unchanged'; conformance row 9 lists them as alias groups",A rule-forbidden algorithm generates a key silently - FN executed; register acknowledges but does not repair; no researcher scope reduction on file (pre_registro par.7),algorithm_naming.md's alias argument read - it argues a static list cannot express aliases; the frozen oracle nonetheless does not contain these strings,JCA case/alias folding (D-piloto-2 test = Alfa lane) could reclassify to DIVERGENCIA_EQUIVALENTE if the spellings provably resolve to listed algorithms on Android 30 providers,FN,major,0.85
GAMA-KGN-04,"KGN CONSTRAINTS alg in {AES} => keySize in {128,192,256}",bindings_clausulas,FEN-KGN-KEYSIZE-OMITIDA,FAIL,OMITIDA (executed FN; unregistered),bindings_executado,"harness kgn_d: g1('AES'), init(64), generateKey -> 0 records; rule KeyGenerator.cryptsl:47; i1/i2 bodies carry no keySize check (.mop:75-85); grep keySize across data/gh101: only KeyPairGeneratorSpec rows",The rule's second constraint has no transcription and no channel; contrast KeyPairGeneratorSpec where the same constraint shape got initError (row 151e53aa8e1f),"Searched divergence_record, conformance_record, frozen_set_debt, README for a KeyGenerator keySize register: 0 hits",InvalidKeySize category exists in the ErrorType enum and is never usable here,FN,major,0.9
GAMA-KGN-05,KGN g3 condition reads state not argument,bindings_clausulas,FEN-KGN-G3-STATE-COND,FAIL,INCORRETA (latent; executed benign),bindings_artefato,"g3 condition is !safeAlgorithms.contains(currentAlgorithmInstance) (.mop:59) - monitor state - where KMF/TMF/KST twins test the ARGUMENT (KMF .mop:53); artifact Prop_1_event_g3 (:353-360) confirms; harness kgn_b: benign on the conformant path (advice order g1-then-g3, g1 body sets the field first; JSON monitorCalls order verified)",Divergent shape from the set's own pattern; misfires if a monitor ever observes a second getInstance or if advice order changes,Executed the masking conditions (kgn_b = 0 records); per-object indexing makes 2-getInstance-per-monitor unrealizable via returning-bound creation,dexlib2 wrapper emission order could differ from AJC textual order,latent FP/FN,minor,0.85
GAMA-KGN-06,KGN unsafe 2-arg getInstance,captura_eventos,FEN-C-UNSAFE-2ARG,FAIL,INCORRETA (structural twin),captura_estrutural,"g2=(String,Object+) conforming-only (.mop:48-54); g3 1-arg; gk1[0]=5 -> first-event generateKey pairs fail + 'but found .' (empty currentAlgorithmInstance)",Same class as TMF-03/KMF-02/SSL-02; Cipher repair asymmetry,Same register search: 0 hits,Not separately executed,FP + empty label,major,0.8
GAMA-KGN-07,KGN conformant flow + REQUIRES randomized read + GENERATED_KEY write,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA (repairs hold),predicados_executado,"harness kgn_b: 0 records, validate(GENERATED_KEY, sk)=true (writer side of the SecretKeySpec-e1/Mac/Cipher read edges - reader-heavy round check); kgn_e: unrandomized SecureRandom at init -> EXACTLY 1 UnsatisfiedConstraint and NO spurious InvalidSeq (the body-read design row 017696e9c911/b65be4f34f8c holds); reportUnrandomized __LOC threading verified in artifact (:384-425 per-site getLineOfCode)",The five-way init split + body reads work as registered; no pairing on the REQUIRES path,Falsified elsewhere (kgn_a/c/d),G10,none on this path,n/a,0.9
GAMA-SET-17,ErrorSummary dedupe vs multi-clause events (set),diagnostico,FEN-SET-DEDUPE,FAIL,INCORRETA (mechanism re-verified; 3-clause instance executed),diagnostico_executado,"ErrorDescription.java:108-139 (expecting excluded - comment names the consequence) re-verified current; executed 3->1 at SSL init (ssl_b); TMF/KMF i1 dual reports survive only because their TYPES differ (UnsafeAlgorithm vs UnsatisfiedConstraint) - executed tmf_a/kmf_a with both present",Clause identity is carried by nothing but type+site: any spec putting 2+ same-type clause reads at one event loses all but the first,batch B FEN-SET-DEDUPE resolution cited not re-litigated; this round adds the 3-clause worst case,dexlib2 advice order threat (survivor only),FN (masked clauses),major,0.95
GAMA-SET-18,live @fail channels emit expecting=unknown (set),diagnostico,FEN-SET-FAIL-UNKNOWN,FAIL,INCORRETA (5/5 executed),diagnostico_executado,"All five specs' @fail use the 3-arg ErrorDescription (KGN .mop:122, KMF :125, TMF :142, SSL :123, KST :84); ErrorDescription.java:34-37 3-arg ctor delegates 'unknown'; executed in tmf_a/kmf_a/ssl_a/ssl_c/kst_a/kst_b/kgn_a - every InvalidSeq record reads expecting unknown",G9 gate criterion 'nenhum unknown' breached by every sequencing record of the batch; batch A/B pattern now 5/5 in batch C,Searched the five specs for any 4-arg @fail: none,none,attribution loss on every InvalidSeq,major,0.95
GAMA-SET-19,static-path mappability of batch C targets,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (measured; first fully mappable batch),estatico_medido,"Production mop-extractor (-t METHODS_PARAMS) over scratch copies: 28 rows, 0 'new' rows (vs batch B 6/20 blind) - gama_extractor_ja.csv; jca-vs-jca_android diff = 1 row differing ONLY in the signature column (gtm1 KeyManager[]->TrustManager[]), class#method key set IDENTICAL -> GAMA-SET-01's literal-jca default is measured VACUOUS for batch C targets",Quantifies exactly what the SET-01 default silently loses for these five specs: nothing at the GATOR-client key level,Searched for 2-arg getInstance rows: absent (static view shares the dynamic blindness - REF-C-04 'both views blind' shape),Extractor path exercises JavamopFacade.listUsedMethods as the GATOR client does; full GATOR invocation not re-run,n/a,n/a,0.9
GAMA-SET-20,static target list contains an uncapturable member,toolchain_android,FEN-SSL-ENGINE-DEAD,FAIL,INCORRETA (static/dynamic contradiction),estatico_medido,"gama_extractor_ja.csv row 'javax.net.ssl.SSLContext,createSSLEngine,(..)': the static view lists a target whose production pointcut can never match (GAMA-SSL-03) - a statically-flagged createSSLEngine site can never obtain its dynamic witness (protocol par.13)",Static cov_mop denominators built from this list silently include an unobservable member; contradiction is jar-independent,Checked whether any register marks the row as static-only: 0 hits,Conditional on GAMA-SSL-03 (matcher half inferred),FN masked as not-covered,major,0.85
GAMA-SET-21,historical zero-emission of KGN and KMF,diagnostico,,INCONCLUSIVE,INCONCLUSIVA (zero is a third state),historico_hipotese,"errors.csv: 0 lines for both specs AND token search 'KeyGenerator'/'KeyManagerFactory' in any field of 97018 lines = 0 (gama_errors_batchC_output.txt sec G); jca twins had live @fail channels and (KGN) the DES/DESede-narrow list - zeros decompose into {not woven, capture lost, conformant traffic, emission lost}, undetermined",Extends batch B GAMA-SET-16 with the batch C pair; the KGN non-compiling monitor (KGN-01) is NOT the explanation for the campaign (production -merge masks it) - decomposition still open,Token-level absence claim in exact-location form; no inference from zero to conformance,Pre-repair data,n/a,n/a,0.9
GAMA-SET-22,two repair philosophies inside the derived set,predicados_composicao,FEN-SET-DESIGN-SPLIT,FAIL,INCORRETA (register-internal inconsistency; artifact-proven),registro_artefato,"SecureRandomSpec's unsafeInit admits ALL consuming events (genSeed/setSeed*/next*/ints loop - SecureRandomSpec.mop fsm; register row 029a4511565f: 'the calls that consume it are admitted so they do not accuse') while KMF/TMF unsafeAlg and SSL unsafeProtocol admit NO consuming event (i1/i2/init -> fail rows, artifacts :192-198/:170-174); frozen_set_debt.md 3b.11b rejects the absorbing-state repair PARTLY on the ground it 'would leave the set with two repair philosophies'",The set already carries both philosophies - the stated ground for keeping the batch C pairing FPs is factually false; the D-S9-family decision rests on an incorrect premise (protocol par.8 adversarial review),Read 3b.11b in full including the FP-vs-FN trade ground (which stands independently),Severity of the inconsistency is register-level; the executed FPs are claimed per spec,indirect (justifies FP retention),major,0.9
