id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
ALFA-KMF-04,KMF acceptance at end of trace (gkm1 -> start),linguagem_formal,FEN-C-ACCEPT-END,FAIL,INCORRETA,verificacao_algoritmica+harness,"gkm1 row {3,3,0,3} (RuntimeMonitor.java:197): from match state 2 to non-match 0; alfa_harnessC_rep1.txt KMF-T2","CrySL-complete word g1 i1 gkm1 ends outside the match category; accepting mark persists only because gkm1 fires no handler","looked for an unset of the accepting mark on that path: none, so no observable error","re-entry words enabled from state 0 are object-unrealizable",none demonstrated (table-level divergence),minor,0.9
ALFA-KMF-05,KMF REQUIRES generatedKeyStore[keyStore] at i1,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,harness,"KeyManagerFactorySpec.mop:76-79; alfa_harnessC_rep1.txt CHAIN-T1 (marked ks validates) and CHAIN-T2 (unmarked ks -> UnsatisfiedConstraint)","reader bound to the rule's object, both directions of the KST->KMF edge exercised","null-guard residue noted (init(null,pw) skips read)","",none in monitored path,minor,0.95
ALFA-KMF-06,KMF ENSURES generatedKeyManager[this]/[kms],predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,harness+inspecao,"writes at .mop:80/91/98 (one constant, two objects); SSL reader consumes the array (CHAIN-T1)","both ENSURES written; array route feeds SSLContext.init as the rule chains it","factory-object reader search across 23 specs: none (array is the consumed route, consistent with rules)","",none,minor,0.9
ALFA-KMF-07,KMF @fail remove cascade after granted ENSURES,predicados_composicao,FEN-C-REMOVE-CASCADE,FAIL,INCORRETA,contraexemplo_executado,"alfa_harnessC_rep1.txt CHAIN-T3: second getKeyManagers -> fail -> remove(GENERATED_KEY_MANAGERS,kms) -> SSLContext.init reports UnsatisfiedConstraint on previously-validated managers","a later misuse revokes an ENSURES the rule granted unconditionally; KMF/TMF/KGN/KST/SSL rules carry zero NEGATES (grep count 0)","searched the five api30 rules for NEGATES justifying revocation: none","second getKeyManagers is itself a raw-rule violation — the FP lands on the innocent SSLContext, not the offender",FP on downstream spec after any upstream sequence violation,critica,0.9
ALFA-KMF-08,"KMF CONSTRAINT neverTypeOf(password, String)",bindings_clausulas,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,leitura_normativa+registro,"KeyManagerFactory.cryptsl:39; registered out of scope in openspec gh101 tasks.md:117 and data/gh101/README.md:695","static type-provenance constraint unobservable by a dynamic monitor over a char[] signature; registration on file","checked register text names KMF explicitly: yes","registration blocks total-adherence claims (modelo_semantico §7) — no researcher countersignature on file",FN on the static pattern the clause targets,minor,0.9
ALFA-KMF-09,KMF CONSTRAINT algo in {PKIX} whitelist,bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,harness+registro,"safeAlgorithms == raw set (conformance_record.csv:10); alfa_foldingC_rep1.txt: pkix/Pkix variants rejected by both",whitelist literal-identical to raw api30 set; folding consistent,searched for extra members: none,carrier FP on rejected names is ALFA-KMF-02,none,minor,0.95
ALFA-KMF-10,KMF parametric binding all events,bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,inspecao_artefato,"all 6 events bind k (.mop:34-99); indexing tree KeyManagerFactorySpec_k_Map",parameterless/unbound shapes absent,grep AbstractSynchronizedMonitor: not this spec (AbstractAtomicMonitor per-object),,none,minor,0.9
ALFA-TMF-01,"TMF ORDER Gets,Init,gtm? — safe paths + gtm1 four-defect repair",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,verificacao_algoritmica+harness,"tables TrustManagerFactorySpecRuntimeMonitor.java:193-198 isomorphic to KMF; gtm1 binds mf, returns TrustManager[], writes GENERATED_TRUST_MANAGERS (.mop:105-110); CHAIN-T1 0 errors","safe path clean; the four jca defects (k-binding, TrustManager[][], KeyManager[] return, wrong constant) verified repaired in the round artifact","diffed against jca twin: defects present there, absent here","",none,minor,0.95
ALFA-TMF-02,TMF unsafe-algorithm carrier then mandatory init,linguagem_formal,FEN-C-CARRIER-SEQFAIL,FAIL,INCORRETA,contraexemplo_executado,"alfa_harnessC_rep1.txt TMF-T1: getInstance(""X509"");init;getTrustManagers -> UnsafeAlgorithm + 2x InvalidSequence; X509 resolves on host JDK (folding)","the campaign shape (frozen_set_debt.md:172 8371 UnsafeAlgorithm events at MemorizingTrustManager) now also carries a double sequence FP","fsm re-read: unsafeAlg has no i-transition (TrustManagerFactorySpec.mop:124-128)","gh101 task 3.1 moved the accusation from getInstance to init but the sequence FP remains",FP x2 + spurious @fail,critica,0.95
ALFA-TMF-03,TMF 2-arg unsafe getInstance suppressed,captura_eventos,FEN-C-GETS-INVISIVEL,FAIL,INCORRETA,verificacao_algoritmica,witness G2u I1 (alfa_language_results.txt); mechanism identical to measured cases,Gets invisible -> immediate fail at init,grep for unsafe 2-arg twin: absent,not separately driven,FP,critica,0.9
ALFA-TMF-04,TMF acceptance at end of trace (gtm1 -> start),linguagem_formal,FEN-C-ACCEPT-END,FAIL,INCORRETA,verificacao_algoritmica,"gtm1 row {3,3,0,3}; same shape as ALFA-KMF-04","CrySL-complete g1 i1 gtm1 ends non-match; mark persists",same as KMF,re-entry unrealizable,none demonstrated,minor,0.9
ALFA-TMF-05,TMF REQUIRES generatedKeyStore[keyStore] at i1,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,harness,".mop:79-82; CHAIN-T1 marked-ks path clean",reader on the rule's object; KST->TMF edge closed,null-guard residue noted,,none,minor,0.95
ALFA-TMF-06,TMF ENSURES generatedTrustManager[this]/[tms] via two constants,predicados_composicao,,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA,inspecao+registro,"factory write GENERATED_TRUST_MANAGER (.mop:83/94) reader-less, registered predicate_omissions.csv:5; array write GENERATED_TRUST_MANAGERS (.mop:109) read by SSL (CHAIN-T1)","one CrySL predicate name split over two constants; the consumed route (array) is correct; the factory mark is a registered terminal write","reader search for GENERATED_TRUST_MANAGER across 23 specs: none","",none,minor,0.9
ALFA-TMF-07,TMF @fail remove cascade,predicados_composicao,FEN-C-REMOVE-CASCADE,FAIL,INCORRETA,verificacao_algoritmica,"@fail removes GENERATED_TRUST_MANAGERS(trustManagers) (.mop:145); code path symmetric to measured CHAIN-T3","second getTrustManagers revokes the granted ENSURES and poisons any later SSLContext.init on those managers","NEGATES search in TrustManagerFactory.cryptsl: none","by symmetry with measured KMF path, not separately driven",FP downstream,critica,0.85
ALFA-TMF-08,TMF CONSTRAINT algo in {PKIX},bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,harness+registro,conformance_record.csv:24; folding X509/SunX509 rejected by both sides,literal-identical whitelist,extra members: none,carrier FP is ALFA-TMF-02,none,minor,0.95
ALFA-SSL-01,"SSL ORDER Gets,Init — safe 1-arg and (String,String) paths",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,verificacao_algoritmica+harness,tables SSLContextSpecRuntimeMonitor.java:170-174; CHAIN-T1 g1 init clean (single extra-oracle randomized report aside),safe captured paths accepted,product BFS no safe-path fail on captured overloads,,none,minor,0.95
ALFA-SSL-02,SSL unsafe-protocol carrier then mandatory init,linguagem_formal,FEN-C-CARRIER-SEQFAIL,FAIL,INCORRETA,contraexemplo_executado,"alfa_harnessC_rep1.txt SSL-T1: unsafe getInstance;init -> UnsafeProtocol + InvalidSequence; SSLv3/DTLS resolve on JDK (folding)","constraint-only misuse doubles as sequence FP; unsafeProtocol state (mop:108-112) has no init transition","fsm re-read: confirmed absent","protocol names outside the folded 7-list that resolve on Android 30 exist (e.g. SSLv3 via Conscrypt) — declared, not device-verified",FP + spurious @fail,critica,0.9
ALFA-SSL-03,"SSL CrySL g2 coverage: (String,Provider) overload uncaptured; 2-arg unsafe suppressed",captura_eventos,FEN-C-GETS-INVISIVEL,FAIL,INCORRETA,verificacao_algoritmica+javap,"alfa_javap_android30.txt: three getInstance overloads; g2 pointcut is (String,String) only (SSLContextSpecMonitorAspect.aj); witnesses G2sP INIT and G2u INIT (alfa_language_results.txt)","a SAFE protocol via getInstance(String,Provider) is invisible -> init FPs; KGN(Object+)/KMF(String,..) cover the same overload, SSL does not","searched aspect for a Provider-matching disjunct: none","ajc matching semantics applied statically; woven execution not run",FP even on fully conformant safe usage,critica,0.9
ALFA-SSL-04,SSL Engine events se1/se2 — pointcut declares void return,captura_eventos,FEN-SSL-ENGINE-VOID,FAIL,INCORRETA,inspecao_artefato+javap+harness,"aspect: call(public void SSLContext.createSSLEngine(..)) with after-returning(SSLEngine); alfa_javap_android30.txt: both overloads return SSLEngine; alfa_harnessC_rep1.txt SSL-T2: real createSSLEngine leaves GENERATE_SSL_ENGINE unset, 0 events","AspectJ return-type pattern void cannot match a method returning SSLEngine -> zero-capture of the whole Engine channel; ENSURES generatedSSLEngine[eng] unestablishable","searched for any other engine pointcut: none; predicate_edges.csv:63 marks the edge 'present' — register asserts a writer that can never fire","no ajc weave executed on host (no aspectjtools): matching verdict from documented AspectJ semantics + javap types; G6 pendency declared",FN for the whole Engine dimension + downstream starvation of any generatedSSLEngine reader,critica,0.9
ALFA-SSL-05,SSL ORDER Engine? cardinality (engine loop at end state),linguagem_formal,FEN-SSL-ENGINE-VOID,FAIL,INCORRETA,verificacao_algoritmica,"engine row {3,1,3,3}: end->end loop vs raw Engine? (at most one); moot at runtime because the event never fires (ALFA-SSL-04)","effective table accepts engine*, raw language accepts at most one Engine","table re-read confirmed","second-engine FN witness realizable only after the pointcut is repaired",latent FN (masked by zero-capture),major,0.85
ALFA-SSL-06,SSL FORBIDDEN getDefault() => Gets,captura_eventos,FEN-SSL-GETDEFAULT-OMITIDA,FAIL,OMITIDA,inspecao_artefato,"SSLContext.cryptsl:16-18; no getDefault pointcut in .mop or .aj; alfa_javap_android30.txt: member exists on android-30","FORBIDDEN clause untranslated -> SSLContext.getDefault() usage invisible","grep getDefault over data/gh101 registers and openspec gh101: not registered as deliberate omission","forbidden-event semantics (CogniCrypt ForbiddenMethodError) taken from CrySL docs",FN realizable (getDefault is a common API),critica,0.9
ALFA-SSL-07,SSL REQUIRES randomized[sr] — sr unbound in the raw rule,predicados_composicao,FEN-SSL-RANDOMIZED-EXTRA,FAIL,INCORRETA,contraexemplo_executado,"SSLContext.cryptsl:29 Init: init(kms,tms,_) — third arg anonymous; :52 randomized[sr] never bound by any event; spec reads RANDOMIZED on the argument (.mop:82-85); alfa_harnessC_rep1.txt CHAIN-T1: fresh SecureRandom in fully monitored chain -> UnsatisfiedConstraint","the raw api30 rule cannot attach randomized to the third argument (sr is bound by no event); the spec enforces it anyway — extra-oracle read, batch B PBK-RANDOMIZED family","searched the rule for any event binding sr: none; jca twin read nothing (gh101-introduced)","CogniCrypt semantics of REQUIRES over never-bound objects inferred from rule text (vacuous edge); plausible intent-repair but oracle is the raw rule",FP on every init whose SecureRandom was not marked by SecureRandomSpec,critica,0.8
ALFA-SSL-08,SSL REQUIRES generatedKeyManager[kms]/generatedTrustManager[tms],predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,harness,".mop:74-81 reads on the bound arrays; CHAIN-T1 both validate; CHAIN-T2/T3 starved reads accuse","both rule-bound REQUIRES read on the correct objects and constants; both edge directions exercised","null-guard residue (init(null,null,_) skips) noted","",none in monitored path,minor,0.95
ALFA-SSL-09,"SSL CONSTRAINT protocol in {7 literals} vs toUpperCase folding",bindings_clausulas,FEN-C-WHITELIST-EXTRA,FAIL,INCORRETA,contraexemplo_executado,"alfa_foldingC_rep1.txt: tls/tlsv1.2/TLSV1.2/default/DEFAULT all resolve on JDK, spec-safe, raw-literal-violating (5 witnesses)","case-folded acceptance is a strict superset of the raw literal set; FN vs raw rule measured","raw rule set re-read (SSLContext.cryptsl:43): literal, case-sensitive","registered as aliases in conformance_record.csv:19; no researcher scope reduction on file",FN vs raw constraint on any case variant,critica,0.85
ALFA-SSL-10,SSL GENERATE_SSL_CONTEXT null write + no @fail removal,predicados_composicao,FEN-C-NULL-POLLUTION,FAIL,INCORRETA,medicao,"alfa_harnessC_rep1.txt SSL-T1: validate(GENERATE_SSL_CONTEXT,null)=true after unsafe-path init (context field never assigned, .mop:86); @fail (.mop:122-126) removes nothing","null enters the predicate store; mark also survives failure (unlike KMF/TMF/KST @fail removes)","reader search for GENERATE_SSL_CONTEXT: none (registered terminal, predicate_omissions.csv:6) — impact contained","",none today (reader-less); latent FP if a reader is added,minor,0.9
ALFA-SSL-11,SSL parametric binding (unsafe_protocol returning ctx repair),bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,inspecao_artefato,all 5 events bind ctx; unsafe_protocol carries returning(ctx) (gh101 repair; jca twin lacked it),empty-slice shape of the jca twin absent from the round artifact,diff against jca twin confirms the repair,,none,minor,0.9
ALFA-KST-01,"KST ORDER safe paths incl. cycles and store-after-setEntry",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,verificacao_algoritmica+harness,"tables KeyStoreSpecRuntimeMonitor.java:242-248; alfa_harnessC_rep1.txt KST-T1 (0 errors) and KST-T4 (store without setEntry flagged — consistent with raw ORDER)","((gE?,gk)|(sE,Stores))* cycles preserved; violation of the raw store-position also flagged by monitor","product BFS: no safe-path fail","",none,minor,0.95
ALFA-KST-02,"KST CrySL g2: getInstance(keyStoreAlg,_) has no pointcut",captura_eventos,FEN-KST-G2-OMITIDA,FAIL,OMITIDA,contraexemplo_executado,"only getInstance(String) pointcuts exist (KeyStoreSpec.mop:30-43, aspect); alfa_javap_android30.txt: (String,String)/(String,Provider) members exist; alfa_harnessC_rep1.txt CHAIN-T2: load after unobserved 2-arg getInstance -> InvalidSequence FP + GENERATED_KEY_STORE starved -> KMF UnsatisfiedConstraint FP","an entire CrySL Gets alternative is untranslated; safe AND unsafe 2-arg usage produces the FP cascade into KMF/TMF","grep register CSVs for a KeyStore g2 omission row: none","",FP (sequence) + chain FP (starved generatedKeyStore) on rule-conformant usage,critica,0.95
ALFA-KST-03,KST unsafe-type carrier then mandatory load,linguagem_formal,FEN-C-CARRIER-SEQFAIL,FAIL,INCORRETA,contraexemplo_executado,"alfa_harnessC_rep1.txt KST-T2: getInstance(""JKS"");load;getKey -> 2x InvalidSequence + InvalidKeyStoreType; JKS resolves on JDK (folding)","constraint-only misuse (type outside the 5-list) accused of sequence violation twice","ere re-read (mop:81): g2* only precedes g1; load after g2 undefined","on Android JKS may not resolve; BKS/JCEKS-style carriers exist — declared",FP x2 + spurious @fail,critica,0.95
ALFA-KST-04,KST Entries events scE/skE1/skE2 unobserved,captura_eventos,FEN-KST-ENTRIES-OMITIDAS,FAIL,OMITIDA,contraexemplo_executado,"KeyStore.cryptsl:67-73 declares scE/skE1/skE2 (Entries aggregate); no pointcuts exist; alfa_harnessC_rep1.txt KST-T3: load;setCertificateEntry;getKey -> 0 errors","declared rule events with no ORDER transition are misuses on occurrence (typestate reading); monitor is silent -> FN","javap: setCertificateEntry/setKeyEntry exist on android-30; register search for deliberate omission: none","oracle-semantics assumption declared: CrySL alphabet = declared events; occurrence without transition = TypestateError",FN realizable (setCertificateEntry is routine keystore usage),critica,0.85
ALFA-KST-05,KST ENSURES generatedKeyStore[this] after Loads — write timing,bindings_clausulas,FEN-KST-LOAD-TIMING,FAIL,INCORRETA,inspecao_artefato,"load is a before event (.mop:45-49): the mark is written before load executes and survives a throwing load","rule grants the predicate after Loads; spec grants it on entry, including exceptional loads","after-advice alternative absent from artifact","exception-path realizability (corrupt store file) not driven",FP-enabler downstream (failed load still validates),minor,0.85
ALFA-KST-06,KST ENSURES generatedKey/generatedPrivkey/generatedPubkey at gk1,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,harness,"three writes (.mop:71-78) + three @fail removes (.mop:86-88); alfa_harnessC_rep1.txt KST-T1: all three validate","gh101 task 4.1 repair verified live; generatedKey[key,_] second slot anonymous — single-slot store faithful here","diff vs jca twin: privkey/pubkey writes absent there (gh101-introduced repair)","",none,minor,0.95
ALFA-KST-07,KST outer + and g2* re-entry (formal),linguagem_formal,,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA,verificacao_algoritmica,"formal event-level witness g2 g1 load (alfa_language_results.txt); re-entry needs a second getInstance returning the same object","effective language larger only on object-unrealizable words","JCA factory semantics: fresh instance per call","KeyStore.Builder / getInstance(File,..) create stores without observable Gets (javap) — unobserved-creation threat noted, both oracles blind there",none on realizable traces,minor,0.85
ALFA-KST-08,"KST CONSTRAINTS neverTypeOf x3",bindings_clausulas,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,registro,"KeyStore.cryptsl:83-87; registered out of scope (openspec gh101 tasks.md:117, data/gh101/README.md:696)",static provenance constraint unobservable dynamically; registration on file,register names KeyStore explicitly,registration blocks total-adherence claims,FN on the static pattern,minor,0.9
ALFA-KST-09,KST CONSTRAINT keyStoreAlg in {5 literals},bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,harness+registro,"types == raw set (conformance_record.csv:13); folding: pkcs12/Pkcs12 rejected by both sides","whitelist literal-identical; folding consistent","extra members: none","BKS/AndroidKeyStore unresolvable on host JDK — Android-side confirmation pending",none,minor,0.95
ALFA-SET-01,TLS chain KST->KMF/TMF->SSL predicate edges (both directions),predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,harness,"alfa_harnessC_rep1.txt CHAIN-T1: full monitored chain validates end to end; CHAIN-T2 starvation direction; constants and identity (IdentityHashMap, ExecutionContext.java:29-56) match the JavaMOP index","writer/reader/constant/object identity coherent across the four specs when every Gets is captured","constant mismatch search across 23 specs: none on this chain","",none in captured paths,minor,0.95
ALFA-SET-02,generatedCipher subsystem membership of the five specs,predicados_composicao,FEN-SET-GENCIPHER-EXTRA,PASS,FIDELIDADE_DEMONSTRADA,busca_de_ausencia,"grep generatedCipher/GENERATED_CIPHER over the five .mop files under rvsec-mop/src/main/resources/jca_android/: zero hits","none of the batch C specs belongs to the GENCIPHER-EXTRA family","",none,none,minor,0.95
