id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
GAMA-COS-05,"CipherOutputStreamSpec/REQUIRES generatedCipher[ciph] lido no corpo do c1",diagnostico,FEN-SET-LAYER2-REPARO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"mop:21-24; artefato com report no corpo e transicao 0->2 normal (mesma forma de CIS); writer CipherSpec.mop:161,188,207","report especifico sai sozinho no sitio do construtor; estrutura identica a CIS-05 (executada la)","procurado fail espurio no caminho do c1: inexistente","nao re-executado para COS (identidade estrutural)","acusacao atribuivel",minor,0.9
GAMA-COS-06,"CipherOutputStreamSpec/CONSTRAINTS len > off da regra",bindings_clausulas,FEN-CIS-CONSTRAINT-OMITIDA,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"CipherOutputStream.cryptsl:41-43; mop w2 liga b/off/len com corpo vazio","unica CONSTRAINT da regra sem contraparte — mesma forma de GAMA-CIS-04","procurada em eventos/condicoes e nos registros gh101 (tabela 4.11 nao lista COS): inexistente","vies do oraculo (constraint suspeita) registrado","FN da clausula",major,0.85
GAMA-KPR-01,"KeyPairSpec/ORDER 'co?, (pu*, pr*)*' vs ere 'c1 (gpu|gpr)*' (c1 obrigatorio)",linguagem_formal,FEN-KPR-CO-OPCIONAL,FAIL,INCORRETA,PROVADO,"KeyPair.cryptsl:26-27 (co? opcional); mop:61 ere; transitions gpu/gpr={2,1,2} (estado 0 -> 2 fail; RuntimeMonitor.java:143-144); harness kpr_a: getPublic/getPrivate sobre par de KeyPairGenerator.generateKeyPair() => 2 InvalidSeq falsos (locs :132,:134); historico: TODAS as 668 linhas KeyPairSpec sao InvalidSeq/unknown em 8 sitios cujos nomes sao generateECKeys/generateKeyPair/CertReq/KeyPairGenRSA.init/generateKey (gama_errors_batchB_output.txt B.3)","EXECUTADO: o fluxo dominante da API (par gerado, nao construido) e aceito pelo oraculo e rejeitado pelo conjunto — §13 violado; historico pre-reparo e consistente com o mecanismo em todos os 8 sitios (gerador de hipotese H-KPR-1, nao prova causal)","procurado caminho gpu sem c1 que nao falhe no artefato: inexistente; procurada qualquer linha historica de KeyPairSpec com outra categoria/mensagem: inexistente (668/668 unknown)","atribuicao causal das 668 linhas requer replay pareado (pendencia G10-KPR-1: micro-APK generateKeyPair+getPublic ajc+dexlib2); ere identico no gemeo jca (diff so em corpo/predicados)","FP demonstrado em trace realizavel e ubiquo; dado historico sugere que este FP JA dominava a campanha",critica,0.95
GAMA-KPR-02,"KeyPairSpec/c1 nao liga o parametro da spec => fatia vazia + broadcast",bindings_clausulas,FEN-KPR-C1-FATIA-VAZIA,FAIL,INCORRETA,PROVADO,"mop:29-31 (c1 liga publicKey/privateKey/kp; parametro da spec 'keyPair' nao aparece); artefato KeyPairSpec_c1Event:325-355 despacha para KeyPairSpec__Map (fatia vazia, Tuple2) e event_c1 do Set faz broadcast a TODOS os monitores (:31-53); transition c1={1,2,2} (1=match); harness kpr_b: c1(kp2) => InvalidSeq falso (loc :161) e o gpu seguinte de kp2 => outro (loc :163)","EXECUTADO: segunda construcao no processo falha o monitor [] (estado match) e todos os monitores ligados, com __RESET em cascata: apos o broadcast, todo objeto novo comeca do estado 0 e seu primeiro getPublic falha tambem; N construcoes => acusacoes falsas recorrentes","procurada indexacao do c1 por kp no artefato: inexistente (kp so aparece como argumento de corpo); comparado com PBK f1/f2 onde o gh101 corrigiu exatamente este defeito com returning()","harness = advice simulado; weaving real pendente (G10-KPR-1)","FP realizavel (apps com >=2 new KeyPair por processo) + contaminacao entre instancias (modelo semantico §3 violado)",critica,0.95
GAMA-KPR-03,"KeyPairSpec/@match marca null (colisao de nome keyPair + sem write-back)",bindings_clausulas,FEN-KPR-MATCH-NULL,FAIL,INCORRETA,PROVADO,"mop:19 (parametro keyPair) + mop:21 (variavel keyPair — mesmo nome); artefato Prop_1_event_c1:178-182 declara local 'KeyPair keyPair' restaurado de Ref_keyPair sombreando o campo :138; 'keyPair = kp' escreve o local e se perde; handler_match:239-244 le o campo (sempre null); harness kpr_b: isInAcceptingState(kp1)=false, isInAcceptingState(null)=true","EXECUTADO: setObjectAsInAcceptingState(null) em toda aceitacao; o KeyPair jamais e marcado; IdentityHashMap aceita null sem NPE","procurada qualquer escrita ao campo keyPair no artefato: inexistente alem da declaracao; procurado leitor de isInAcceptingState em producao: apenas testes (grep rvsec, jca_android/*.mop: zero) e o README gh101 ja registra o marcador como inerte no conjunto","efeito observavel hoje nulo (nenhum leitor); vira defeito ativo se um leitor for adicionado","nenhum FP/FN atual; efeito declarado da spec e inerte",minor,0.95
GAMA-KPR-04,"KeyPairSpec/dois REQUIRES violados no mesmo sitio => 1 registro (dedupe)",diagnostico,FEN-SET-DEDUPE-EXPECTING,FAIL,INCORRETA,PROVADO,"ErrorDescription.hashCode/equals excluem expecting (ErrorDescription.java:108-139, comentario :132-134); ambos os reports do c1 tem mesmo (tipo,spec,__LOC); harness kpr_c: 2 addError => errors=1, sobrevive a clausula da chave publica (ordem de chegada)","EXECUTADO: a violacao generatedPrivkey e permanentemente silenciada no sitio quando ambas ocorrem; contagem e atribuicao por clausula impossiveis (cita GAMA-SET-06)","procurada distincao de chave de dedupe entre os dois reports: inexistente por construcao","dedupe e por processo; reinicio do processo repete o mesmo colapso","FN de clausula (segunda clausula nunca registrada) e contagem enganosa",major,0.95
GAMA-KPR-05,"KeyPairSpec/@fail 3-args => expecting=unknown no canal de sequencia",diagnostico,FEN-SET-UNKNOWN-EXPECTING,FAIL,INCORRETA,PROVADO,"mop:64; harness kpr_a/kpr_b: registros 'expecting=unknown'; historico: 668/668 linhas message=unknown (B.7 do output)","canal vivo e historicamente dominante emite unknown — G9 violado; o dataset inteiro desta spec e inatribuivel sem replay","procurada mensagem no handler: inexistente","nenhuma","atribuicao impossivel; 100% do historico desta spec e unknown",major,0.95
GAMA-KPR-06,"KeyPairSpec/historico 668 linhas — estratificacao e hipotese",reprodutibilidade,FEN-KPR-CO-OPCIONAL,INCONCLUSIVE,INCONCLUSIVA,MEDIDO,"gama_errors_batchB.py (freeze sha256 78023def... verificado antes de ler) + output: 668 linhas / 5 unique_msg / 8 APKs / 8 sitios; 100% InvalidSequenceOfMethodCalls; 100% message=unknown; 0 celulas com par especifico+generico (B.5); 0 'but found .' (B.6); linhas por sitio pares (286/218/134/16/8/2/2/2) — consistente com pares gpu+gpr por execucao; qtesting 136 linhas em 19 celulas (H7: dedupe por processo infla por restarts)","H-KPR-1: as 668 linhas sao o FP de GAMA-KPR-01 (gpu/gpr sem c1 em codigo de geracao de chaves); nomes dos 8 sitios (generateECKeys, generateKeyPair, CertReq, KeyPairGenRSA.init, generateKey) todos consistentes; testes discriminantes nomeados: (i) micro-APK generateKeyPair+getPublic instrumentado ajc E dexlib2 com RVSEC-COV no sitio; (ii) replay pareado jca vs jca_android num sitio historico; (iii) inspecao DEX de APK instrumentado da campanha em ase-journal","procurada linha KeyPairSpec com categoria especifica ou mensagem nao-unknown: inexistente; procurado sitio com contagem impar: inexistente","dados PRE-GH100/GH101 (perda de emissao possivel); pseudorreplicacao (11 tools x reps x timeouts; linhas invalidas como unidade de inferencia); zero atribuicao causal sem replay (protocolo §12)","se H-KPR-1 confirmar: praticamente todo o historico desta spec e FP",major,0.85
GAMA-KPR-07,"KeyPairSpec/registro gh101 da divergencia de ORDER (co? -> c1 obrigatorio)",reprodutibilidade,FEN-KPR-CO-OPCIONAL,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"divergence_record.csv linhas KeyPairSpec (9628403a4dcd, bbfb62eb1210, d1eb9309d849, 021c4ee5ed69, 130490fde626): todas predicate-graph; conformance_record.csv: 'the rule carries no membership constraint'; frozen_set_debt.md e README.md: nada sobre co?/ere","a divergencia de linguagem mais consequente da spec (FP ubiquo demonstrado) sem classificacao em registro algum","procurado 'co?'/'optional'/'generateKeyPair' em todos os CSVs/MDs de data/gh101: inexistente","registro pode existir fora dos caminhos declarados","indireto: FP sistemico nao rastreavel a decisao registrada",major,0.9
GAMA-SKY-01,"SecretKeySpec(SecretKey)/violacoes ge-apos-d e d-apos-d silenciosas",diagnostico,FEN-SKY-VIOLACAO-SILENCIOSA,FAIL,INCORRETA,PROVADO,"transitions e1={0,2,2} d={1,2,2} (RuntimeMonitor.java:85-86); estado 2 morto; artefato NAO gera Category_fail nem handler fail (unico flag: Category_match :88); harness sky: getEncoded-apos-destroy e segundo destroy => 0 erros","EXECUTADO: as duas violacoes do ORDER ge*, d? sao absorvidas no estado morto sem qualquer report — FN silencioso; spec inteira nao tem canal diagnostico algum","procurado handler fail/report em todo o artefato: inexistente; procurado no .mop: @match vazio e nenhum @fail","uso real de destroy() e raro (default lanca DestroyFailedException) — magnitude pratica do FN baixa, existencia provada","FN demonstrado em trace realizavel",critica,0.9
GAMA-SKY-02,"SecretKeySpec(SecretKey)/ENSURES preparedKeyMaterial condicionado a GENERATED_KEY (clausula que a regra nao tem)",predicados_composicao,FEN-SKY-ENSURES-CONDICIONADO,FAIL,INCORRETA,PROVADO,"SecretKey.cryptsl:23-26 (ENSURES incondicional apos ge; regra SEM REQUIRES); mop:22-27 condition(validate(GENERATED_KEY, secretKey)); harness sky(a): chave nao monitorada => RANDOMIZED(enc)=false e zero eventos","EXECUTADO: getEncoded conforme ao oraculo deixa keyMaterial sem marca; leitores downstream de RANDOMIZED (PBEKeySpecSpec err2/err3, SecretKeySpecSpec c3) acusam fluxos conformes em sitios deslocados (cadeia lida das specs de producao; fim-a-fim inferido)","procurado REQUIRES na regra api30: inexistente; procurada a condicao no gemeo jca: identica (herdada, nao introduzida pelo gh101)","vies do oraculo (1.5.2 pode divergir) registrado; fim-a-fim nao executado (G10-SKY-1: harness com PBEKeySpec downstream)","FN do ENSURES + FP deslocado downstream realizavel",critica,0.85
GAMA-SKY-03,"SecretKeySpec(SecretKey)/NEGATES generatedKey[this,_] via remove por objeto",predicados_composicao,FEN-SKY-NEGATES,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"mop:38-42; ExecutionContext.remove(Property,Object):81-88 (por objeto, IdentityHashMap); harness sky(b): apos d, GENERATED_KEY(key)=false","EXECUTADO: remocao por instancia com identidade coincidente com o indice do monitor; wildcard do 2o slot preservado trivialmente (store de 1 slot — FEN-SET-GENERATEDKEY-2A-CASA lado leitor/negates coerente)","procurada remocao global indevida: inexistente (remove por objeto)","store de 1 slot e a limitacao ja registrada no conjunto","nenhum",minor,0.95
GAMA-SKY-04,"SecretKeySpec(SecretKey)/registro gh101 do condicionamento do ENSURES",reprodutibilidade,FEN-SKY-ENSURES-CONDICIONADO,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"divergence_record.csv linha SecretKeySpec.mop (3d12842da2f6) cobre so o evento d/NEGATES; predicate_edges.csv linha 'present-surrogate' sem ressalva da condition; conformance_record e frozen_set_debt: nada","clausula adicionada (gate GENERATED_KEY) sem classificacao em registro algum","procurado 'getEncoded'/'preparedKeyMaterial' em todos os MDs/CSVs de data/gh101: so a contagem 'borrowed constant' do README:162","registro pode existir fora dos caminhos declarados","indireto",major,0.9
GAMA-SKY-05,"SecretKeySpec(SecretKey)/ere e1* (d|epsilon) vs ORDER ge*, d?",linguagem_formal,FEN-SKY-ORDEM-EQUIVALENTE,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"automato efetivo: estados 0 (aceita, laco e1), 1 (aceita, pos-d), 2 morto; transitions :85-86; linguagem aceita = e1* d? exatamente (verificacao por inspecao das 2 tabelas x 3 estados)","dupla inclusao modulo alfa vale para o ORDER (a regra api30 nao tem REQUIRES/CONSTRAINTS; unica divergencia semantica e GAMA-SKY-02, fora do ORDER); confirma a alegacao 'verified in the generated monitor' do registro 3d12842da2f6","procurada palavra aceita pelo mop e rejeitada pela regra (e vice-versa) nas 8 palavras ate comprimento 3: inexistente","equivalencia declarada SO da dimensao 1 (proibido generalizar — modelo semantico §6)","nenhum",minor,0.95
GAMA-PBK-01,"PBEKeySpecSpec/colapso de dedupe das clausulas err1/err2/err3 no mesmo __LOC",diagnostico,FEN-PBK-ERR-DEDUPE-COLAPSO,FAIL,INCORRETA,PROVADO,"advice fundido chama c1,err1,err2,err3 do MESMO joinpoint (Aspect.aj:48-58) => mesmo __LOC; ErrorSummary exclui expecting (ErrorDescription.java:132-134); harness pbk(a): 3 clausulas violadas em 1 linha => errors=1, sobrevive 'third argument should be >= 1000'; controle pbk(b) em 3 linhas => 3 registros","EXECUTADO: num sitio real toda construcao multi-violadora registra APENAS a primeira clausula violada na ordem fixa do advice (c1,err1,err2,err3); as clausulas de randomizacao ficam permanentemente mascaradas naquele sitio (por processo)","controle executado provando que a chave do colapso e o __LOC compartilhado","ordem do advice AJC assumida = ordem textual do .aj (padrao AspectJ); dexlib2 pode ordenar diferente — qual clausula sobrevive pode variar, o colapso nao","FN de clausula (2 de 3 clausulas invisiveis no dataset por sitio)",major,0.95
GAMA-PBK-02,"PBEKeySpecSpec/mensagem do err1 'should be >= 1000' vs condicao >= 10000",diagnostico,FEN-PBE-MSG-1000,FAIL,INCORRETA,PROVADO,"mop:53-55 (condition iterationCount<10000; mensagem 'third argument should be >= 1000'); artefato :30 do .rvm e RuntimeMonitor (literal preservado); harness: registro com a mensagem falsa","mensagem falsa por 10x — desenvolvedor que 'corrige' para 2000 segue violando e informado que 1000 basta; mesma familia do batch A GAMA-PBE-02 (fenomeno compartilhado FEN-PBE-MSG-1000), agora na spec irma","conferido literal no artefato e na execucao","nenhuma","atrito diagnostico grave",major,0.95
GAMA-PBK-03,"PBEKeySpecSpec/construtores FORBIDDEN f1/f2 reportados como InvalidSequenceOfMethodCalls unknown",diagnostico,FEN-PBK-FORBIDDEN-UNKNOWN,FAIL,INCORRETA,PROVADO,"regra FORBIDDEN 'PBEKeySpec(char[]) => c1' (PBEKeySpec.cryptsl:14-19); mop:29,35 ErrorDescription 3-args InvalidSequenceOfMethodCalls; harness pbk(c): f1 => registro identico em categoria e expecting (unknown) ao do @fail no clearPassword — distinguiveis so pelo __LOC","EXECUTADO: um misuse especifico e acionavel (a regra ate sugere a alternativa c1) entra no dataset indistinguivel de ruido generico de sequencia; a categoria correta existiria (UnsatisfiedConstraint ou tipo proprio) e a mensagem poderia citar o construtor de 4 args","procurada mensagem/categoria especifica em f1/f2: inexistente","nenhuma","atribuicao de FORBIDDEN impossivel sem mapa __LOC->construtor",major,0.9
GAMA-PBK-04,"PBEKeySpecSpec/construcao fraca + clearPassword => @fail espurio no cP",linguagem_formal,FEN-PBK-CP-FAIL-ESPURIO,FAIL,INCORRETA,PROVADO,"ere (f1|f2|err1|err2|err3)* c1 c2: construcao violadora fica no estado 0 e c2={3,2,3,3} de 0 -> 3 fail; harness pbk(a2): apos err1 (registro especifico), clearPassword => +1 InvalidSeq unknown","EXECUTADO: o ORDER da regra (c1, cP) FOI cumprido — a violacao era de CONSTRAINTS — e ainda assim o conjunto adiciona um InvalidSeq falso no sitio do clearPassword: erro especifico acompanhado de sequencia-invalida espuria (gate G9), so que ADIADO para o evento seguinte; refuta a predicao de H2 de que o conjunto derivado desacopla o pareamento (persiste em forma adiada); a boa higiene (limpar a senha) e o gatilho da acusacao","procurado caminho em que err* leve c2 a nao falhar: inexistente (err* nao avancam, por design registrado 49107d1ff4ce)","o trace contem de fato um misuse (constraints) — o espurio e de atribuicao/sequencia, nao acusacao de app inocente","FP de sequencia em trace cujo ORDER e conforme; pareamento especifico+generico volta ao dataset",major,0.9
GAMA-PBK-05,"PBEKeySpecSpec/err2 exige randomized[password] — clausula que a regra nao tem",predicados_composicao,FEN-PBK-PASSWORD-RANDOMIZED,FAIL,INCORRETA,PROVADO,"PBEKeySpec.cryptsl:38-41 (REQUIRES randomized[salt] apenas; sobre password ha so neverTypeOf, clausula estatica); mop:58-64 err2 acusa password nao randomizada; harness pbk(b): err2 dispara para senha comum","senha digitada/derivada (o caso normal do PBE!) nunca carrega RANDOMIZED (writers: SecureRandom/RandomStringPassword) => toda construcao com senha real e acusada 'first argument should have been randomized' — FP sistematico contra o oraculo congelado; c1 tambem exige (mop:43) => spec conforme nunca ganha SPECCED_KEY => FN adicional do ENSURES","procurado randomized[password] na regra api30: inexistente; err2 herdado do jca (diff: so ere/returning mudaram) — nao e regressao do gh101","o proposito da checagem (senha fraca) e defensavel criptograficamente — mas o protocolo fixa o oraculo congelado como norma; vies registrado","FP sistematico realizavel (qualquer PBE com senha nao-CSPRNG) + FN do ENSURES speccedKey",critica,0.9
GAMA-PBK-06,"PBEKeySpecSpec/registros gh101 das divergencias err2/mensagem-1000",reprodutibilidade,FEN-PBK-PASSWORD-RANDOMIZED,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"divergence_record.csv linhas PBK (49107d1ff4ce, d57afb190618, 64965ccb0451): so layer-2; conformance_record: 'implications, not a membership set'; README 4.11 registra o neverTypeOf ausente mas NAO a clausula randomized[password] adicionada nem a mensagem 1000; frozen_set_debt: so o historico layer-2","duas divergencias semanticas sem classificacao (a clausula adicionada e a mensagem falsa); busca por '1000' em data/gh101: zero hits","procurado 'password' e '1000' em todos os CSVs/MDs de data/gh101: so os hits listados","registro pode existir fora dos caminhos declarados","indireto",major,0.9
GAMA-PBK-07,"PBEKeySpecSpec/reparo layer-2 (prefixo estrela) efetivo no artefato",diagnostico,FEN-SET-LAYER2-REPARO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"transitions f1/f2/err1/err2/err3={0,3,3,3} (RuntimeMonitor :206-211): laco no estado 0; harness pbk(a)/(b): reports especificos na construcao saem SEM InvalidSeq acompanhante no proprio evento; returning() em f1/f2 os tira da fatia vazia (registro d57afb190618 confere)","reparo real no artefato efetivo: no evento violador nao ha mais o segundo InvalidSeq imediato do jca; ressalva: o espurio reaparece ADIADO no c2 (GAMA-PBK-04) — o gate G9 segue violado no trace, nao no evento","procurada transicao err*->fail em um passo: inexistente","nenhuma","reducao parcial do FP espurio",minor,0.95
GAMA-SET-12,"conjunto/visao estatica chaveada em jca omite o alvo destroy do batch B",toolchain_android,FEN-SET-JCA-DIR-DEFAULT,FAIL,INCORRETA,MEDIDO,"mop-extractor (jar de producao) sobre copias scratch dos 5 jca_android e dos 5 gemeos jca: gama_extractor_ja.csv (20 linhas) vs gama_extractor_j.csv (19); diff = exatamente 'javax.crypto.SecretKey,destroy' ausente do jca","com o default literal 'jca' do config (rv_static_analysis/config.py:199-206 — GAMA-SET-01 citada, nao re-derivada), a visao estatica de um APK instrumentado com jca_android omite destroy() — a unica diferenca de alvo do batch B — e mopActivities/cov_mop nunca o incluem","procurada qualquer outra diferenca de alvos entre os dois conjuntos: inexistente (diff de 1 linha)","extractor exercita JavamopFacade.listUsedMethods como o cliente GATOR (MopSpecsTargetSource) mas nao a invocacao GATOR completa","subcontagem estatica do alvo destroy; demais alvos identicos",minor,0.9
