id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca
ALFA-COS-03,COS c1 body GENERATED_CIPHER check,predicados_composicao,FEN-SET-GENCIPHER-EXTRA,FAIL,INCORRETA,formal,"CipherOutputStream.cryptsl (no REQUIRES); .mop:21-24; divergence_record.csv:3 same misstatement; same structure as executed CIS-c","extra-oracle requirement; FP realizable identically to CIS-c","register present (row 3) but registered != approved","same oracle-bias note as CIS-02",FP,critica,0.9
ALFA-COS-04,COS rule event c1 (1-arg protected ctor),captura_eventos,FEN-CIS-CTOR1-OMITIDA,FAIL,OMITIDA,formal,"alfa_api30_members_output.txt: protected CipherOutputStream(OutputStream) present; no event","same class as CIS-03","0 register hits","subclass realizability",FN+FP,major,0.85
ALFA-COS-05,COS CONSTRAINTS len > off,bindings_clausulas,FEN-CIS-LENOFF,FAIL,OMITIDA,formal,"CipherOutputStream.cryptsl:41-43; .mop:29-30 binds b/off/len unused; named walk in alfa_automata_output.txt","FN on violating 3-arg write","0 register hits","raw-constraint bias as CIS-04",FN,major,0.9
ALFA-COS-06,"COS ENSURES cipheredOutputStream[os,ciph]",predicados_composicao,FEN-CIS-ENSURES-SEM-CONSTANTE,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,leitura,"predicate_omissions.csv:20 registered; no consumer in any api30 rule (grep)","registered deliberate omission","Property.java: no constant","as CIS-05",nenhum,minor,0.9
ALFA-COS-07,COS @fail diagnostics,diagnostico,FEN-SET-FAIL-UNKNOWN,FAIL,INCORRETA,executado,".mop:39; alfa_drive_output.txt COS records expecting=unknown","G9 unknown on the only sequencing channel","none","as CIS-06",diagnostico,major,0.95
ALFA-COS-08,COS end-of-trace,linguagem_formal,FEN-SET-EOT,FAIL,OMITIDA,formal,"alfa_automata_output.txt COS end-of-trace states {0,1,2}","incomplete operation silent","0 register hits","as CIS-07",FN,minor,0.8
ALFA-KPR-01,"KPR ORDER co?,(pu*,pr*)* - optionality of co",linguagem_formal,FEN-KPR-CO-OPCIONAL,FAIL,INCORRETA,formal+executado,"KeyPair.cryptsl:26-27 (co?); ere c1 (gpu|gpr)* mandatory c1; table gpu={2,1,2} (gpu[0]=fail); alfa_drive_output.txt KPR-a: generator-obtained pair getPublic-first -> 1 spurious InvalidSequenceOfMethodCalls (3 reps)","the dominant real-world usage (KeyPairGenerator.generateKeyPair) is spuriously accused at its first getter","searched registers for co optionality: 0 hits (divergence_record.csv:51 documents body-read placement only)","none structural; ENSURES writes still execute on the failing path so the predicate plane survives",FP,critica,0.95
ALFA-KPR-02,KPR c1 binds no spec parameter (returning kp vs param keyPair),bindings_clausulas,FEN-KPR-C1-SLICE-VAZIO,FAIL,INCORRETA,formal+executado,".mop:19 vs :29; RuntimeMonitor:306 (Tuple2 empty binding) :324-354 (c1 broadcast) :380-430 (clone-from-empty) :127 (AbstractSynchronizedMonitor); alfa_drive_output.txt KPR-b: 2nd legal ctor -> spurious fail","c1 lands in the empty parameter slice and is broadcast to every monitor; identical to the defect class gh101 repaired in PBEKeySpecSpec.f1/f2 and TrustManagerFactorySpec.gtm1 (tasks.md:81)","searched conformance_record/divergence_record/predicate_omissions/tasks/design/proposal for a KeyPairSpec.c1 row: 0 hits","name-based binding semantics verified in artifact dispatch code, not only inferred from JavaMOP docs",FP,critica,0.95
ALFA-KPR-03,KPR REQUIRES generatedPrivkey/generatedPubkey + ENSURES writes,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,leitura+executado,".mop:32-41 reads GENERATED_PUBLIC_KEY/GENERATED_PRIVATE_KEY correct constants/objects; gpu/gpr write correct constants (repaired per divergence_record.csv:53); readers CipherSpec.mop:157-200 SignatureSpec.mop:69-107; drive: writes observed","edge constants and objects correct in both directions; report-not-suppress placement preserves the transition","checked the batch A wrong-constant defect: repaired in frozen bytes","ENSURES granted even when REQUIRES failed (oracle would withhold; CryptoAnalysis semantics INFERIDO) - impact nil while generatedKeypair has no reader",nenhum,minor,0.85
ALFA-KPR-04,KPR null-guarded REQUIRES reads,bindings_clausulas,FEN-KPR-NULL-LENIENTE,FAIL,INCORRETA,formal,".mop:32/:36 'publicKey != null &&' guards; new KeyPair(null,null) is legal Java (KeyPair has no null check in android-30)","oracle predicates unsatisfiable on null yet MOP silent: FN","searched registers for null handling: 0 hits","CrySL semantics on null-valued objects arguably undefined; low usage frequency",FN,minor,0.8
ALFA-KPR-05,"KPR (pu*,pr*)* interleaving equivalence under reading A",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,formal,"D-piloto-1 reading A: (pu*,pr*)* = (pu|pr)*; product check over gpu/gpr letters finds no mismatch beyond KPR-01/02 phenomena (alfa_automata_output.txt)","getter interleaving language preserved","tried to construct a pu/pr order the rule rejects and the spec accepts: none exists","depends on reading A (verified upstream grammar, D-piloto-1)",nenhum,minor,0.9
ALFA-KPR-06,KPR lifecycle/interleaving isolation (dimension 5),bindings_clausulas,FEN-KPR-C1-SLICE-VAZIO,FAIL,INCORRETA,executado,"alfa_drive_output.txt KPR-b: gpu(kp1) after kp2 construction -> spurious fail (clone contaminated by broadcast+reset); alfa_automata_check.py broadcast model: 3 spurious emissions on a 4-event legal interleaving","two equals-distinct instances contaminate each other's monitors via the empty slice","none - reproduced in 3 reps and in the model independently","clone/timestamp corner cases (tau/disable) simplified in the model; the drive is authoritative",FP,critica,0.9
ALFA-KPR-07,KPR @fail/@match diagnostics,diagnostico,FEN-SET-FAIL-UNKNOWN,FAIL,INCORRETA,executado,".mop:64 2-arg ErrorDescription; drive records expecting=unknown; @match marks monitor field keyPair which clones copy from the empty monitor (RuntimeMonitor clone + field)","all sequencing reports unknown; accepting-state mark can target another instance after broadcast","none","wrong-object @match effect observed in code, not driven",diagnostico,major,0.9
ALFA-KPR-08,KPR register completeness (gh101),reprodutibilidade,FEN-KPR-C1-SLICE-VAZIO,FAIL,OMITIDA,leitura,"design.md:190 census criterion = AbstractSynchronizedMonitor; KeyPairSpecRuntimeMonitor.java:127 carries exactly that signature; no KeyPairSpec row in any register (searched data/gh101/*.csv and the change tree)","the change's own detector signature is present in the artifact and unregistered","re-ran the searches with alternate tokens (empty parameter/spec parameter/returning KeyPair): 0 hits","census may have been run only on the pre-repair frozen set; does not excuse the register gap",reproducibilidade,major,0.9
ALFA-SKY-01,"SKY ORDER ge*,d? vs ere e1* (d|epsilon)",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,formal,"tables e1={0,2,2} d={1,2,2} accepting {0,1} (match=nextstate in {0,1}, RuntimeMonitor:138); dual inclusion via product (alfa_automata_output.txt): no mismatch on the alphabet plane","epsilon alternative correctly realized as accepting initial state","searched a trace accepted by one side only at table level: none","language verdict is table-level; the gate (SKY-02) and missing channel (SKY-03) are separate dimensions",nenhum,minor,0.9
ALFA-SKY-02,SKY e1 gate condition(validate(GENERATED_KEY)) vs rule with no REQUIRES,bindings_clausulas,FEN-SKY-GATE-SUPRESSAO,FAIL,INCORRETA,formal+executado,"SecretKey.cryptsl:1-31 (no REQUIRES); RuntimeMonitor:127-133 suppression prologue; alfa_drive_output.txt SKY: unmarked key getEncoded -> RANDOMIZED(enc1)=false while oracle ensures preparedKeyMaterial unconditionally","extra-oracle gate suppresses ge and starves the ENSURES edge; downstream reader SecretKeySpecSpec.c1 then accuses legal material (FEN-DHG-SUPRESSAO shape)","searched conformance/divergence for the gate: 0 rows (predicate_inventory:99 lists the read mechanically without judgment)","realizable unmarked sources verified: SecretKeyFactory unmodelled; KeyStoreSpec writes other constants",FN+FP-downstream,critica,0.9
ALFA-SKY-03,SKY violation reporting channel,diagnostico,FEN-SKY-SEM-CANAL,FAIL,OMITIDA,executado,"spec has no @fail and empty @match (.mop:49-51); only Category_match exists (RuntimeMonitor:88); alfa_drive_output.txt SKY: destroy;getEncoded;destroy -> 0 errors on two realizable oracle violations (3 reps)","the spec is structurally unable to report any ORDER violation","batch A dead-@fail minor precedent checked: its carve-out (no violating trace or live carrier exists) does NOT apply here","ge-after-d additionally masked by the gate (double mechanism); d-d witness needs no gate assumption",FN,critica,0.9
ALFA-SKY-04,SKY ENSURES preparedKeyMaterial carried as RANDOMIZED (writer side),predicados_composicao,FEN-SKS-SURROGATE,FAIL,INCORRETA,formal,".mop:26 setProperty(RANDOMIZED,key); predicate_edges.csv:64 'present-surrogate'; oracle producers of randomized are SecureRandom only; PBK/IVP/GCM/Cipher read RANDOMIZED as randomized[x]","one constant aliases two distinct oracle predicates: getEncoded output satisfies randomized[salt] readers and SecureRandom output satisfies preparedKeyMaterial readers - both directions diverge from the raw oracle","register present; registered != approved; no equivalence proof on file (batch A ALFA-SKS-03 reader side already critical)","oracle bias direction recorded (flagging good practice possible); severity aligned with batch A same-FEN resolution",FN+FP,critica,0.85
ALFA-SKY-05,SKY parametric/lifecycle (dimension 5) + NEGATES scope,bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,formal+executado,"per-object MapOfMonitor(secretKey) (RuntimeMonitor:225); both events bind target; d removes GENERATED_KEY per-instance (.mop:41) matching NEGATES generatedKey[this,_]; drive: marked/unmarked keys isolated","indexing per-object; NEGATES scope per-instance correct; cross-spec composition with SecretKeySpecSpec coherent on the predicate plane","checked remove(Property) global vs per-object: per-object overload used","interface dispatch split (SKY-07) may bifurcate the trace by static receiver type",nenhum,minor,0.9
ALFA-SKY-06,SKY register accuracy (divergence_record row 83),reprodutibilidade,FEN-SKY-SEM-CANAL,FAIL,OMITIDA,leitura,"divergence_record.csv:83 asserts 'a second d or a getEncoded after d fails' - the fail is unobservable (no @fail) and the ge-after-d transition is unreachable (gate suppresses post-destroy e1)","register describes detection that cannot occur","re-read the row for hedges: none","'fails' may mean the internal category only; even so the register omits unobservability",reproducibilidade,minor,0.85
ALFA-SKY-07,SKY interface pointcut vs implementing-class static type,captura_eventos,FEN-SKY-DESPACHO-ESTATICO,INCONCLUSIVE,INCONCLUSIVA,leitura,"call(public byte[] SecretKey.getEncoded()) without '+'; javax.crypto.spec.SecretKeySpec declares its own getEncoded (batch A); a call through static type SecretKeySpec may not match","alpha consequence: one runtime object's ge events may reach SecretKeySpecSpec's monitors but not SKY's, splitting the trace","AspectJ call-pointcut declared-type matching rules read; no production matcher run by me","capture measurement is Beta's lane per protocol par.14",FN,minor,0.5
ALFA-PBK-01,"PBK ORDER c1,cP valid path + carrier prefix",linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA,formal,"tables c1={1,3,3,3} c2={3,2,3,3}; valid path dual inclusion PROVADO (alfa_automata_output.txt); carrier prefix registered (divergence_record.csv:72-74)","conforming construction + clearPassword accepted exactly as the rule orders","none","the carrier residue is claimed separately (PBK-03) - this claim covers the valid path only",nenhum,minor,0.85
ALFA-PBK-02,PBK extra RANDOMIZED(password) requirement vs REQUIRES randomized[salt] only,bindings_clausulas,FEN-PBK-SENHA-EXTRA,FAIL,INCORRETA,formal+executado,"PBEKeySpec.cryptsl:38-41 (salt only); .mop:43/:61; alfa_drive_output.txt PBK-b: user-typed password + randomized salt + iter=10000 -> UnsatisfiedConstraint + SPECCED_KEY withheld (validate=false) though oracle grants speccedKey","every ordinary legal construction with a user password is accused and starved of its ENSURES","conformance_record.csv:18 documents RandomStringPassword as mitigation (taint via String.valueOf/toCharArray) - concedes the accusation; no divergence row licenses the extra requirement","mitigation narrows but does not close the FP class (user passwords are not SecureRandom-derived by definition)",FP+FN-downstream,critica,0.95
ALFA-PBK-03,PBK residue: violating carriers do not advance; legal cP spuriously fails,linguagem_formal,FEN-PBK-RESIDUO,FAIL,INCORRETA,formal+executado,"c2[0]=3 (fail); alfa_drive_output.txt PBK-a: iter=500 -> 1 correct UnsatisfiedConstraint + 1 spurious InvalidSequenceOfMethodCalls at legal clearPassword (3 reps); named walk in alfa_automata_output.txt","the D-S10 residue class the protocol par.8 names: accusation displaced onto the next legal call; CrySL advances typestate on constraint violation, the spec does not","batch A carrier precedent checked: benign only without a subsequent mandatory event - cP is mandatory here","none structural",FP,critica,0.95
ALFA-PBK-04,PBK FORBIDDEN => c1 mapping,linguagem_formal,FEN-PBK-FORBIDDEN-MAP,FAIL,INCORRETA,formal+executado,"PBEKeySpec.cryptsl:14-19 (=> c1); tables f1=f2={0,3,3,3} loop at 0; alfa_drive_output.txt PBK-c: f1 then legal cP -> 2 errors where oracle yields 1 ForbiddenMethodError","typestate continuation the FORBIDDEN mapping prescribes is not honored; second spurious error","searched registers for forbidden: 0 hits","stricter FORBIDDEN readings still diverge (spec loops at 0 and double-reports under any reading)",FP,major,0.85
ALFA-PBK-05,"PBK ENSURES speccedKey[this,keylength] second slot",predicados_composicao,FEN-SET-GENERATEDKEY-2A-CASA,FAIL,OMITIDA,leitura,".mop:47 unary SPECCED_KEY; ExecutionContext.java:102-120 unary store; predicate_edges.csv:55 'present' with no slot note; MOP reader absent (SecretKeyFactory unmodelled, predicate_omissions.csv:10)","keylength slot dropped on write; joins the pilot/batch-A second-slot phenomenon","register rows present for the edge but slot-blind","no live MOP reader today limits immediate impact",FN-latente,major,0.85
ALFA-PBK-06,"PBK CONSTRAINT neverTypeOf(password,String)",bindings_clausulas,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,leitura,"data/gh101/README.md:695-697 registers the constraint as dynamically inexpressible; at the join point the argument is already char[]","genuinely unobservable at the event; documented","checked whether any event could observe the String origin: none exists","README notes the task enumeration missed this rule - registered nonetheless",FN,minor,0.8
ALFA-PBK-07,PBK diagnostics (message; category; unknown),diagnostico,FEN-PBE-MSG,FAIL,INCORRETA,executado,".mop:55 'should be >= 1000' vs guard 10000 (.mop:42/:53); forbidden reported as InvalidSequenceOfMethodCalls (ErrorType.java has no forbidden value); @fail 2-arg -> expecting=unknown (drive)","message off by 10x (same defect batch A measured in PBEParameterSpecSpec); forbidden miscategorized; unknown on sequencing channel","none","ErrorType vocabulary is a set-level choice; the 10x message is spec-local",diagnostico,major,0.95
ALFA-PBK-08,PBK bindings + guard partition + isolation (dimension 5),bindings_clausulas,,PASS,FIDELIDADE_DEMONSTRADA,formal,"all 7 events bind s (returning/target; aspect verified); c1 condition = exact complement of err1|err2|err3; per-object MapOfMonitor (RuntimeMonitor:491); overlapping err co-firing documented (.mop:80-87)","partition exact; per-object isolation holds; f1/f2 binding repair (divergence_record.csv:73-74) held in artifact","tried to build a 4-arg valuation firing c1 and an err together: impossible (complement)","",nenhum,minor,0.9
ALFA-PBK-09,PBK end-of-trace (cP mandatory),linguagem_formal,FEN-SET-EOT,FAIL,OMITIDA,formal,"ORDER c1,cP requires clearPassword; never-cleared spec silent (product end-of-trace states {0,1})","incomplete operation unreported","0 register hits","as CIS-07",FN,minor,0.8
ALFA-PBK-10,PBK REQUIRES randomized[salt] read + NEGATES speccedKey scope,predicados_composicao,,PASS,FIDELIDADE_DEMONSTRADA,leitura,".mop:44/:69 correct constant and object (salt); c2 remove(SPECCED_KEY,s) per-object (.mop:77) matching NEGATES [this,_] after cP; writers SecureRandomSpec","edge constants/objects/scope correct in both directions","checked wrong-object reads: none","salt randomized via surrogate-polluted RANDOMIZED (see ALFA-SKY-04 aliasing)",nenhum,minor,0.9
ALFA-SET-05,generator silent acceptance of unbound-event parameter and shadowing variable,toolchain_android,FEN-SET-GERADOR-SILENCIO,FAIL,INCORRETA,executado,"generation_manifest: exit 0 clean for KeyPairSpec; artifact shows empty-slice c1 + monitor field keyPair shadowing the spec parameter (.mop:19/:21)","the defect class gh101 repaired twice regenerates silently; no warning channel","searched javamop output logs in manifest: no warnings recorded","generator internals not audited by me (Beta's lane); acceptance itself is the measured fact",FP-latente,major,0.85
ALFA-SET-06,generatedCipher subsystem vs api30 anchor,predicados_composicao,FEN-SET-GENCIPHER-EXTRA,FAIL,INCORRETA,leitura,"grep generatedCipher over api30: 0 rules; design.md:294-296 + tasks.md:146 chose the upstream anchor; divergence_record.csv:2-3 misstate the api30 rule; Property.java:11-23 javadoc repeats the upstream claim","a predicate absent from the normative oracle structures three specs; anchor-dependence acknowledged in the change's own text without scope reduction","register rows exist (registered != approved)","researcher may formally reduce scope to the upstream anchor - until then INCORRETA vs raw oracle per pre_registro par.1",FP,major,0.85
ALFA-SET-07,census blind spots for global-monitor shapes,toolchain_android,FEN-SET-MONITOR-GLOBAL-SEM-PARAMETRO,FAIL,INCORRETA,formal,"design.md:190 census keyed on AbstractSynchronizedMonitor; CIS/COS parameterless specs generate AbstractAtomicMonitor static instance (:113/:133) - invisible to the census; KPR generated the Synchronized signature and is unregistered","both directions of the lint gap demonstrated on round artifacts","searched for any parameterless-spec check in the change tree: 0 hits","census scope may have been the frozen set only; the gap persists for the derived set",FP-latente,major,0.85
ALFA-SET-08,batch-wide @fail 2-arg ErrorDescription pattern,diagnostico,FEN-SET-FAIL-UNKNOWN,FAIL,INCORRETA,executado,"alfa_drive_output.txt: every fail record of CIS/COS/KPR/PBK carries expecting=unknown; SKY has no channel at all","the batch's entire sequencing diagnosis emits unknown (G9) - set-wide pattern (batch A GAMA-IVP-02 class was one spec; here it is 4 of 5 + 1 channel-less)","none","pattern claim per pilot convention (major as pattern)",diagnostico,major,0.9
